G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80
0.0252149	0.6296411	0.0717785	0.7978026	0.0178073	0.0149916	0.0184908	0.6395876	0.0539343	0.0000125	0.2985039	0.1068615	0.0003176	0.2756416	0.3669616	0.6892187	0.2334193	0.4280985	0.0234874	0.1081442	0.1313326	0.3444317	0.5186902	0.1929174	0.7960750	0.0278470	0.2358667	0.1764268	0.0088995	0.0024742	0.1493776	0.6228814	0.0786781	0.6582667	0.1389489	0.0001821	0.1875554	0.1126360	0.1653261	0.1393054	0.2596842	0.4466426	0.1947742	0.4140785	0.2515203	0.2492544	0.6221857	0.5805025	0.4111990	0.1724141	0.4903387	0.8231868	0.1891061	0.6101287	0.1667486	0.3634636	0.2719765	0.4676058	0.3749054	0.7086369	0.0438362	0.7250006	0.0644929	0.5530109	0.6693712	0.6258868	0.7374837	0.3763189	0.6544544	0.6500469	0.4769337	0.6472468	0.6527153	0.6163565	0.5863640	0.6881604	0.3452026	0.6496222	0.0001438	0.3798794
0.0871786	0.7146598	0.2843445	0.6925286	0.0261819	0.0459658	0.0834374	0.6658793	0.0808415	0.0132148	0.3832316	0.0000181	0.0000408	0.2241032	0.4164333	0.5923877	0.3669135	0.1969954	0.0002273	0.0992690	0.0809806	0.3813042	0.6125980	0.0861938	0.6346119	0.0480583	0.2826630	0.1811253	0.0309198	0.0389719	0.2298894	0.7046812	0.0909008	0.6530080	0.1147471	0.0010402	0.3120585	0.0034453	0.0686615	0.0872805	0.4071545	0.7881755	0.5609468	0.3921581	0.2485613	0.3921612	0.6217418	0.7096109	0.2702546	0.1637974	0.6299514	0.5996099	0.4849501	0.5263275	0.3223609	0.4078590	0.3167893	0.5537790	0.5171746	0.6209036	0.2187564	0.5790706	0.0068726	0.6163097	0.4828462	0.5382720	0.7078496	0.4536850	0.7073757	0.7597169	0.4291733	0.4946519	0.6832025	0.5768608	0.3900524	0.7446990	0.3717779	0.6840480	0.0012653	0.5671981
0.1154949	0.6373191	0.5009964	0.4889300	0.0000123	0.0456375	0.0912253	0.6915809	0.0644125	0.0000372	0.3198438	0.2152323	0.0178938	0.3081119	0.1871351	0.6651477	0.3261155	0.2046844	0.0134261	0.1164048	0.0695476	0.3406214	0.4572412	0.1232116	0.6520006	0.0345990	0.2684841	0.2323444	0.0071874	0.0131006	0.2058746	0.6651153	0.0500375	0.7625656	0.0898914	0.0000511	0.2174122	0.1255553	0.2303090	0.1273411	0.4002764	0.6121507	0.3455109	0.3690893	0.3330896	0.1476419	0.6613047	0.7657184	0.1098925	0.0021449	0.5220572	0.6175745	0.0624825	0.7025769	0.1474180	0.2815229	0.1489417	0.4725244	0.3824058	0.6959291	0.3171629	0.6627404	0.1852998	0.4982108	0.6542280	0.5648576	0.5508130	0.3379969	0.6738552	0.7060580	0.4418737	0.6557202	0.4760885	0.7122568	0.3507127	0.5606734	0.3024197	0.6622952	0.0002656	0.5808226
0.0800033	0.6045861	0.2136805	0.6195277	0.0460221	0.0541535	0.0366755	0.6419578	0.0674425	0.0000674	0.2438459	0.1747682	0.0411725	0.1915763	0.2211386	0.5542033	0.4041149	0.1893640	0.0145880	0.1377086	0.0476658	0.2015766	0.6010942	0.0750791	0.6536293	0.0035111	0.1611973	0.1815811	0.0185301	0.0075261	0.0859809	0.5022843	0.1322877	0.6533197	0.1546354	0.0001603	0.2383661	0.1166834	0.1378467	0.1481156	0.3554098	0.7214195	0.5389191	0.3612559	0.1287014	0.1470952	0.7404160	0.7052775	0.4051551	0.0047784	0.7412236	0.6202614	0.3952659	0.6301647	0.0366109	0.3296598	0.3219830	0.5236185	0.3818936	0.8119830	0.3717822	0.7474329	0.3381411	0.5164072	0.2362694	0.5565741	0.3560091	0.2200873	0.5099556	0.6720965	0.6618491	0.4990416	0.7135771	0.6189279	0.4817760	0.7342835	0.2088689	0.6839923	0.0359675	0.4943045
0.1617394	0.8298671	0.4891902	0.5502659	0.0223324	0.1045961	0.0919294	0.5903744	0.0677532	0.0008393	0.3492242	0.1863107	0.0077880	0.1614535	0.5341266	0.6105549	0.2065837	0.3705443	0.0225532	0.0159733	0.1481995	0.2551739	0.5759134	0.1770256	0.6000994	0.0511926	0.5159561	0.3356959	0.0716692	0.0105908	0.1747287	0.6266078	0.4299868	0.3926995	0.2400027	0.0001925	0.3100813	0.1447792	0.2375742	0.3158764	0.3512621	0.7463687	0.4383842	0.5271942	0.2671830	0.4260888	0.5487039	0.4759245	0.3523588	0.1228901	0.5237606	0.3346593	0.5583436	0.7829439	0.0535965	0.5252704	0.6354051	0.6798267	0.2639102	0.7588399	0.1805620	0.6859962	0.3488796	0.5540780	0.5537035	0.4350158	0.7085897	0.2854794	0.5836049	0.5870752	0.4290329	0.5744441	0.6793619	0.5052025	0.3936764	0.7461361	0.4651890	0.7344573	0.0000608	0.4618252
0.1007802	0.6838000	0.4128897	0.5488933	0.0207344	0.0520104	0.1872230	0.6373608	0.0174360	0.0007782	0.2508709	0.0001176	0.0002980	0.3035080	0.4195493	0.4523077	0.3724795	0.2582214	0.0001835	0.1332145	0.1325993	0.4123954	0.4467132	0.1625897	0.7215374	0.0147124	0.3427319	0.2822603	0.0472413	0.0465276	0.0725720	0.5928415	0.6447822	0.1983063	0.5879924	0.0042164	0.2880409	0.1690544	0.0457603	0.1620277	0.4288180	0.5710637	0.4730672	0.6847665	0.1432491	0.1771488	0.7755782	0.6205276	0.0765541	0.2833110	0.4856490	0.4926666	0.2617248	0.7799077	0.2357451	0.5079652	0.4240392	0.3957816	0.2779090	0.7830627	0.2038948	0.7163057	0.0920271	0.5596601	0.6495047	0.5755143	0.6284324	0.2525309	0.4978712	0.6607357	0.5081715	0.5658153	0.6062851	0.6612361	0.2739822	0.7814868	0.1710579	0.6185000	0.0315058	0.3512524
0.0883629	0.6684341	0.2913146	0.5939405	0.0495862	0.0756956	0.0417438	0.6551822	0.0466102	0.0013768	0.3797472	0.0004417	0.0001798	0.1571888	0.2897175	0.6298200	0.4869972	0.2359879	0.0020858	0.0201475	0.0628811	0.2977526	0.5202518	0.1264577	0.6373072	0.0226529	0.1176274	0.1075510	0.0162389	0.0092645	0.1339544	0.6483683	0.3368990	0.4441014	0.3739614	0.0062787	0.2209178	0.1138628	0.3126767	0.1054250	0.5503800	0.6229203	0.4662880	0.3341528	0.4630741	0.2274694	0.4491005	0.3125613	0.1907272	0.3217937	0.5315999	0.7070672	0.3466683	0.6557018	0.1359434	0.4202112	0.5606378	0.7040080	0.5091341	0.5531118	0.1476173	0.6571317	0.2382193	0.8039528	0.3397041	0.5634461	0.4109459	0.2226901	0.5734882	0.8455569	0.4077257	0.5740808	0.6826147	0.5624609	0.4658768	0.7227552	0.1926251	0.7784931	0.0048790	0.3942432
0.1463898	0.6184754	0.5708114	0.4694025	0.0027003	0.1071183	0.2545787	0.6230504	0.0716982	0.0000039	0.3727318	0.0024860	0.0003349	0.3106393	0.2612233	0.7642877	0.4368983	0.3313890	0.0157268	0.0706677	0.1214988	0.3763865	0.6573097	0.1365853	0.6603585	0.0840778	0.2902988	0.4085771	0.0254552	0.0028947	0.1216638	0.5389088	0.3361079	0.5166773	0.2383250	0.0010713	0.2675045	0.1166595	0.1701245	0.2385652	0.5654791	0.7771310	0.5094180	0.4074246	0.1888875	0.5036047	0.5838189	0.7092193	0.2902103	0.1595396	0.3760659	0.2329224	0.2104414	0.7800601	0.2746892	0.2083264	0.7937846	0.6319019	0.4201295	0.6593543	0.2938248	0.4965384	0.2895579	0.5971992	0.5667497	0.8041312	0.8899436	0.5166072	0.5150905	0.5832107	0.4181534	0.6292225	0.4325930	0.2428074	0.3619315	0.5427223	0.3601734	0.7177452	0.0004502	0.3549417
0.0217780	0.5503909	0.2653825	0.5326902	0.0009875	0.0412703	0.0872286	0.7790088	0.0700200	0.0000144	0.3337907	0.0065473	0.0200603	0.1616094	0.2764475	0.6283233	0.3595358	0.2474434	0.0000232	0.0925570	0.0797105	0.3319381	0.5498651	0.1234863	0.7440271	0.0459790	0.3262724	0.2337651	0.0135792	0.0207744	0.0439738	0.6306306	0.2184646	0.5911257	0.2208170	0.0036497	0.2992685	0.1016335	0.1156138	0.1253771	0.3546139	0.7715849	0.4994706	0.4930432	0.3282847	0.4423956	0.4024217	0.5590071	0.4301896	0.0003406	0.6476519	0.6883095	0.5585330	0.5543400	0.1048060	0.5867984	0.2138976	0.6996776	0.6086101	0.7443188	0.4587452	0.6382523	0.1195104	0.6127413	0.5423951	0.5850967	0.7027991	0.3578227	0.3901194	0.6361482	0.4684836	0.4653155	0.7336281	0.4727499	0.4514044	0.8612165	0.2888545	0.8179542	0.1010831	0.5149220
0.0760212	0.6301569	0.2928118	0.6859120	0.0252826	0.0679850	0.0394380	0.6515941	0.0486585	0.0007075	0.3835462	0.1772128	0.0000157	0.3122762	0.3598073	0.3587718	0.3348545	0.2675435	0.0125041	0.0941952	0.0975676	0.1974697	0.4242487	0.0292458	0.7403096	0.0103007	0.1572400	0.2635551	0.0218176	0.0158317	0.1065468	0.6477213	0.1710734	0.6037391	0.1466324	0.0010812	0.2312577	0.1114718	0.1968831	0.1033734	0.4252268	0.7124661	0.4556977	0.6210389	0.4576059	0.2683243	0.6001787	0.7740964	0.2483172	0.0003509	0.9119372	0.3922176	0.4632985	0.7044402	0.1328829	0.2548160	0.5669671	0.6469701	0.2305955	0.6682767	0.4186373	0.7239197	0.0206389	0.5494023	0.6030632	0.6828260	0.7114506	0.4706487	0.6405331	0.6819195	0.4174680	0.5697507	0.6072129	0.4504499	0.3164925	0.5558077	0.2404341	0.6508780	0.0983417	0.4541681
0.0983588	0.6763621	0.3286559	0.6771854	0.0204409	0.0706735	0.0410416	0.6953608	0.0681404	0.0002760	0.1880535	0.1715518	0.0150016	0.2294147	0.2628196	0.3520821	0.4454163	0.1001352	0.0000640	0.0126971	0.0951864	0.3013719	0.3508516	0.1319603	0.7316252	0.0274381	0.2848879	0.0456993	0.0040933	0.0040150	0.2269317	0.6242302	0.0861174	0.6590154	0.0664817	0.0066902	0.2516857	0.1380701	0.2142903	0.1131997	0.6593390	0.7367222	0.4523548	0.4130127	0.4104847	0.1967276	0.6544963	0.5637168	0.4471250	0.0687269	0.7240672	0.4382249	0.1494607	0.8492300	0.0719972	0.3747900	0.4047458	0.4802964	0.2653214	0.6489844	0.3213663	0.6793119	0.0722808	0.6325042	0.5237490	0.3798315	0.4581339	0.4090830	0.7389802	0.4983789	0.3983571	0.4719024	0.5369855	0.4731612	0.5118240	0.7003740	0.1338896	0.6482160	0.0231302	0.5194428
0.0129653	0.6131565	0.4847297	0.3731968	0.0001129	0.0176268	0.2214207	0.5724215	0.0237359	0.0002161	0.3808444	0.1434636	0.0023054	0.2889069	0.2695880	0.7991081	0.3310314	0.3643314	0.0172571	0.1756367	0.1232645	0.3745185	0.5411683	0.0888740	0.8159512	0.0393367	0.3778341	0.2974552	0.0683221	0.0096125	0.2029787	0.5571680	0.1444529	0.5278993	0.2344894	0.0006872	0.2638010	0.1339972	0.1867506	0.2769757	0.5026953	0.6337385	0.4361341	0.5597150	0.2315959	0.3430826	0.2110105	0.7786259	0.2049993	0.0012089	0.4583164	0.6734831	0.1532745	0.6375439	0.4753315	0.2012776	0.2587064	0.6104456	0.4919937	0.5203360	0.2093889	0.6666615	0.0099282	0.6364201	0.6548022	0.4791788	0.7714722	0.4800025	0.6615260	0.6618058	0.5082316	0.5492448	0.6525514	0.5703616	0.4098811	0.7994879	0.4962742	0.7563116	0.0258816	0.3583722
0.0711209	0.6645339	0.2437929	0.5492851	0.0001201	0.0362725	0.0480738	0.6605204	0.0145899	0.0018432	0.3150583	0.1417893	0.0188142	0.2642020	0.2782263	0.6299829	0.5167263	0.1360479	0.0000188	0.0922738	0.0921267	0.2896290	0.7410795	0.1648460	0.6603290	0.0272056	0.2674206	0.2170685	0.0610033	0.0012721	0.0359193	0.5929758	0.1629097	0.8159652	0.0915835	0.0043776	0.2852376	0.1452554	0.0909132	0.0737110	0.4639703	0.4882169	0.1355181	0.3970039	0.1162091	0.3565959	0.4611585	0.6303175	0.6162673	0.1928875	0.3688787	0.4536452	0.6704169	0.6780910	0.2866836	0.3354665	0.5046572	0.5897204	0.2824326	0.6682209	0.1488329	0.6076841	0.0369121	0.6455830	0.5893759	0.6232547	0.6788353	0.4147498	0.7086586	0.7370347	0.3621501	0.5785681	0.6352653	0.5505664	0.5214764	0.6880483	0.2091078	0.6644066	0.0004095	0.3663811
0.1058497	0.7226726	0.2445909	0.7380964	0.0000075	0.1441581	0.0562577	0.5464467	0.0094434	0.0000217	0.5411828	0.1200234	0.0014232	0.4093614	0.4391066	0.5911360	0.2848561	0.3509415	0.0010699	0.1120944	0.1853669	0.3535401	0.5782231	0.1544148	0.7834904	0.0089249	0.4903090	0.2041528	0.0213566	0.0349800	0.2060504	0.5901915	0.1825437	0.6967865	0.0931180	0.0019492	0.3996035	0.0833006	0.1987381	0.3334358	0.3991094	0.6348816	0.4294262	0.3628300	0.2616900	0.1616251	0.4243141	0.7794485	0.3223940	0.2735368	0.5016056	0.6937788	0.4789482	0.6738150	0.0524931	0.2643925	0.1738620	0.6181897	0.3347953	0.4871781	0.3673468	0.8026604	0.1425062	0.5943403	0.4642088	0.4322862	0.7344040	0.5282354	0.4777329	0.4666943	0.5993383	0.5206954	0.4812263	0.6674860	0.4133055	0.8274578	0.2715742	0.6768275	0.0491927	0.4873568
0.1938203	0.4525887	0.4920270	0.4206300	0.0012139	0.0427115	0.4376163	0.4644592	0.2096978	0.0001287	0.3143489	0.1352501	0.0104158	0.3590384	0.3937750	0.4611108	0.4445158	0.3715356	0.0078292	0.1062624	0.2480381	0.4841592	0.4911922	0.0508271	0.8308640	0.1048525	0.3985189	0.2471670	0.0819446	0.0278407	0.1927923	0.5923055	0.3777264	0.3729778	0.3648828	0.0001529	0.2971423	0.1134765	0.2862691	0.3903307	0.2861628	0.6278224	0.4339570	0.5991823	0.5870530	0.3444461	0.6681081	0.3154258	0.6296809	0.0032741	0.3009046	0.6586917	0.2694761	0.7712545	0.2044480	0.2096079	0.5197582	0.4972469	0.6395498	0.6429416	0.2738148	0.6680722	0.1409635	0.4701527	0.4226955	0.5122027	0.6774097	0.3257758	0.3539615	0.7070299	0.3765905	0.6699419	0.5529193	0.6400862	0.5752036	0.6394565	0.2225554	0.7953181	0.0270097	0.4343673
0.1026965	0.7082688	0.4154370	0.4610049	0.0242685	0.0555815	0.1132139	0.7245629	0.0320853	0.0002645	0.2488371	0.0369314	0.0003400	0.3537697	0.2728788	0.7299231	0.3276557	0.2634827	0.0005815	0.1112351	0.0654691	0.3203373	0.3128936	0.0827877	0.7443152	0.0587809	0.3047528	0.3400639	0.0005998	0.0144671	0.1659327	0.6499202	0.1394924	0.6394210	0.0726884	0.0007379	0.2333507	0.0362928	0.1089384	0.1223777	0.3445098	0.7386105	0.6745937	0.5362567	0.3372868	0.0021626	0.6625762	0.6417678	0.4714970	0.1209554	0.2977076	0.6085735	0.5120575	0.5554442	0.2437366	0.4847432	0.2291028	0.6327891	0.4084431	0.7495711	0.0284289	0.7238315	0.0058522	0.5960173	0.4779223	0.5687157	0.4593308	0.5253898	0.5419783	0.7857690	0.5423278	0.5288115	0.6838229	0.7030799	0.3431936	0.7118922	0.4454748	0.6005563	0.0382357	0.4416208
0.0983272	0.6936093	0.3675530	0.6755131	0.0006422	0.0364350	0.0515775	0.6898756	0.0123169	0.0002404	0.3343150	0.0000120	0.0000334	0.3361667	0.1758178	0.4121184	0.3821282	0.2768655	0.0326765	0.0635557	0.0846433	0.3802106	0.6547181	0.1057859	0.7957096	0.0302690	0.2769508	0.3665063	0.0055456	0.0074992	0.0809954	0.5787582	0.1842079	0.7682847	0.1163597	0.0123870	0.1893005	0.0031792	0.0943467	0.1537176	0.6434508	0.6168487	0.4757650	0.4114534	0.3621710	0.4398696	0.4443092	0.7038713	0.4463571	0.0100766	0.4855785	0.2230029	0.2278266	0.6439108	0.0929165	0.3837448	0.7195776	0.5295663	0.0727034	0.6517357	0.4632474	0.7251044	0.0989165	0.5352266	0.6312965	0.6431335	0.6334665	0.4566559	0.4302978	0.7795341	0.5347486	0.4616728	0.5763184	0.3335490	0.3813479	0.6929810	0.4642801	0.7375138	0.0014826	0.5302489
0.0807968	0.5001601	0.3192035	0.7269843	0.0305321	0.1028593	0.0869372	0.7959248	0.1221917	0.0000073	0.3141610	0.1853306	0.0140131	0.3296063	0.2872088	0.6709185	0.3867482	0.2575704	0.0014495	0.1206922	0.0809490	0.3307545	0.6251429	0.1079705	0.6190065	0.0211183	0.0746445	0.1480929	0.0025244	0.0162581	0.2120735	0.6528162	0.0534713	0.7734402	0.0417619	0.0023358	0.2769112	0.1259282	0.2381340	0.1471567	0.4075672	0.7312860	0.5163549	0.3702925	0.5002406	0.0018401	0.7420156	0.6290103	0.2900837	0.2172696	0.5468743	0.5713127	0.0397014	0.6653703	0.3415116	0.3696734	0.3051639	0.2551654	0.3603752	0.8667911	0.2975864	0.7987062	0.1004753	0.6689954	0.4253383	0.3837285	0.5445558	0.5885024	0.8162091	0.5609119	0.4603475	0.6787589	0.6426008	0.5696130	0.4323099	0.6364142	0.2162426	0.7168896	0.0006005	0.4822670
