G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40
0.2888122	0.6583324	0.0318454	0.7669988	0.6304528	0.7069486	0.2475780	0.0190223	0.1994939	0.1606804	0.0000000	0.1130309	0.1139550	0.0996185	0.2875884	0.1006937	0.0894549	0.4087841	0.2803237	0.2319762	0.0513779	0.0714697	0.0914447	0.2297631	0.2412629	0.0284685	0.1354905	0.1287535	0.0243656	0.1641563	0.2833416	0.3961564	0.0498338	0.0851017	0.4320205	0.0282231	0.8038078	0.1586267	0.4410444	0.0047251
0.3753530	0.7098647	0.0423186	0.7269457	0.7359057	0.7432942	0.3154472	0.0118111	0.2677974	0.2526226	0.2476648	0.0000000	0.0735312	0.0694347	0.3105213	0.0940348	0.0609311	0.3439111	0.2576392	0.3147482	0.0560703	0.0311840	0.0881943	0.1656264	0.1999436	0.0341830	0.1279584	0.1529714	0.0611190	0.1190238	0.3712565	0.3442963	0.0297447	0.1337631	0.4804964	0.0436602	0.7965636	0.1686203	0.5326365	0.0068081
0.3299364	0.6394054	0.0809781	0.6900736	0.6966919	0.7519656	0.2462424	0.0372353	0.3544175	0.2720166	0.3499330	0.1468331	0.0000000	0.1017361	0.3714335	0.0846374	0.1062615	0.2989105	0.4063468	0.4002637	0.0655320	0.0301881	0.0900932	0.2372886	0.3104896	0.0241909	0.1271243	0.1728887	0.0213632	0.1149052	0.3553496	0.4084495	0.0592202	0.2674173	0.5564571	0.0650549	0.6852574	0.1190064	0.4390432	0.0316222
0.2520206	0.7408916	0.1130375	0.6599824	0.7657751	0.6454895	0.2805464	0.0145376	0.2792998	0.2672746	0.2603093	0.0938421	0.1384404	0.0000000	0.3519075	0.0866141	0.1067645	0.3344303	0.1863455	0.2913899	0.0710495	0.0248062	0.1107040	0.2637382	0.2450189	0.0625225	0.1366975	0.1479795	0.0519056	0.1436413	0.3336434	0.4260014	0.0316614	0.0793539	0.5139593	0.0473327	0.6735477	0.1949034	0.4956134	0.0066284
0.2703121	0.5717101	0.0448603	0.6375253	0.6848113	0.7475403	0.2540978	0.0176842	0.3358097	0.1524733	0.3206101	0.1090856	0.0994065	0.0880347	0.0000000	0.0793327	0.0757984	0.2805413	0.3000137	0.2913654	0.0846149	0.0147414	0.0597198	0.2546047	0.2519565	0.0257690	0.0966703	0.1661643	0.0792313	0.1057179	0.3142691	0.3442725	0.0121986	0.0985545	0.5722466	0.0416707	0.7052865	0.1430629	0.5681875	0.0081207
0.3298011	0.7128172	0.0588125	0.6725100	0.8281653	0.6774206	0.2753662	0.0112294	0.3753246	0.2332445	0.3335314	0.2641686	0.1706957	0.0654118	0.4361718	0.0000000	0.1204638	0.3425754	0.2993755	0.3221871	0.0475347	0.0308617	0.0852381	0.3455935	0.2849422	0.0418447	0.1140016	0.1361576	0.0454854	0.0829425	0.3283083	0.4583770	0.0358961	0.1869166	0.5788202	0.0731582	0.6291962	0.1212767	0.4362223	0.0043962
0.3380311	0.6880213	0.0298485	0.8339801	0.6919024	0.6360925	0.2541921	0.0244057	0.3334015	0.2363926	0.2557413	0.1279926	0.0758934	0.0733790	0.2938547	0.1161917	0.0000000	0.2173798	0.2600672	0.3564491	0.0546250	0.0200557	0.0825135	0.2461991	0.2208247	0.0228510	0.1493918	0.1334921	0.0310894	0.1404348	0.2709343	0.2693093	0.0195731	0.1187293	0.5412010	0.0723631	0.7810982	0.1024592	0.4044296	0.0130067
0.3121689	0.7207139	0.0281597	0.6847769	0.7978104	0.7724757	0.2855942	0.0224657	0.2725040	0.2057234	0.2880990	0.1188481	0.0695653	0.1083970	0.3559682	0.0840828	0.0724653	0.0000000	0.2548651	0.2195595	0.0582121	0.0517513	0.0986388	0.1866125	0.2817316	0.0470596	0.1006286	0.2441021	0.0351288	0.1339934	0.2669495	0.3643052	0.0272680	0.1124712	0.6070789	0.0746955	0.7878577	0.1358773	0.5716744	0.0037298
0.2594613	0.8076168	0.0440985	0.7844070	0.7299126	0.7697154	0.1689231	0.0136036	0.3672002	0.2109821	0.2989673	0.1416415	0.0710320	0.0837249	0.2847123	0.0833244	0.0831939	0.3568679	0.0000000	0.3393311	0.0523152	0.0267723	0.0813229	0.2177261	0.2559468	0.0256619	0.0880191	0.1482105	0.0451038	0.1232340	0.2696779	0.3438710	0.0323642	0.1001697	0.5225391	0.0306198	0.6276694	0.1294446	0.4307375	0.0232666
0.3060003	0.7306979	0.0427286	0.6781511	0.6440284	0.7163279	0.2948479	0.0218697	0.2820626	0.1907717	0.3609925	0.1919966	0.0799193	0.1064204	0.4710798	0.0888582	0.0827071	0.2989576	0.3597702	0.0000000	0.0416304	0.0451613	0.0879308	0.2373923	0.2563702	0.0121072	0.1394370	0.1904949	0.0495832	0.1059200	0.3105761	0.4652793	0.0369858	0.1307562	0.5009396	0.0791985	0.7249571	0.1948491	0.4348476	0.0065258
0.3003756	0.6192500	0.0246747	0.8787783	0.7900031	0.7079265	0.2877099	0.0370691	0.3094180	0.1728402	0.4269981	0.1459288	0.0984569	0.0823899	0.3676789	0.0940419	0.0911849	0.2639736	0.3370396	0.3247270	0.0000000	0.0468275	0.0696536	0.2391078	0.2962403	0.0430309	0.1160162	0.2053520	0.0419371	0.1296348	0.2670189	0.3770469	0.0090895	0.1667603	0.3980191	0.0768780	0.6836810	0.1631369	0.4521388	0.0154149
0.2983222	0.7189667	0.0717831	0.6560384	0.7351102	0.8071488	0.3688042	0.0318511	0.3510403	0.2212303	0.4312909	0.1611619	0.0865578	0.1174441	0.2724524	0.0889426	0.0863554	0.3184462	0.3053507	0.3161126	0.0433149	0.0000000	0.1165446	0.2667877	0.2820165	0.0281467	0.1129823	0.2366189	0.0577881	0.1294554	0.3373028	0.3296322	0.0134469	0.2779794	0.6217896	0.0444522	0.7468710	0.0819083	0.4512668	0.0076248
0.2886479	0.6805584	0.0345289	0.6803093	0.6985699	0.6237580	0.2005194	0.0077651	0.2913507	0.2301467	0.2552377	0.1716957	0.0905050	0.0800953	0.3505274	0.0840514	0.0717814	0.3895139	0.2996493	0.3289733	0.0876950	0.0379285	0.0000000	0.1889250	0.2428950	0.0263454	0.0847648	0.1709222	0.0493717	0.1282520	0.2502586	0.3611209	0.0499560	0.0970291	0.4833512	0.0716425	0.7045629	0.1233563	0.4515078	0.0075120
0.3442958	0.6350391	0.0598141	0.8126418	0.6392750	0.7329470	0.2105947	0.0293990	0.3038003	0.2266546	0.3600786	0.1041205	0.1219701	0.0876901	0.3312985	0.0935769	0.0409652	0.3161248	0.2438692	0.2647012	0.0339907	0.0274624	0.0654336	0.0000000	0.2200473	0.0234065	0.2040680	0.1790282	0.0384852	0.1580107	0.2466801	0.3350137	0.0452679	0.0739985	0.6403851	0.0551188	0.7014896	0.1328296	0.4401395	0.0123441
0.2570166	0.6507185	0.0396763	0.7098649	0.7376882	0.6932290	0.1953081	0.0206310	0.3417051	0.2187695	0.2224097	0.2403812	0.0675018	0.0741099	0.3240610	0.1018244	0.0534855	0.3555095	0.2610168	0.3178179	0.0821164	0.0300385	0.0936619	0.1819477	0.0000000	0.0241577	0.1001287	0.1657152	0.0299444	0.0922962	0.2658202	0.4106567	0.0575511	0.1000259	0.4780253	0.0252067	0.6372503	0.1040090	0.4179469	0.0060390
0.2685830	0.6508488	0.0411411	0.6890333	0.6581857	0.6419774	0.3192139	0.0232560	0.3790313	0.3057323	0.3918424	0.2441478	0.1035522	0.1107371	0.3170252	0.0772339	0.1023981	0.3261013	0.2957193	0.4073746	0.0268249	0.0381848	0.0698062	0.2479331	0.3404521	0.0000000	0.0999263	0.1859508	0.0618046	0.1442861	0.3282543	0.3465729	0.0448480	0.3348004	0.5847016	0.0594603	0.7255338	0.1490512	0.3468635	0.0053927
0.3294938	0.6007838	0.0516322	0.5963282	0.6993460	0.7466789	0.1474041	0.0172733	0.2904804	0.2032571	0.2223582	0.1170471	0.0711393	0.0896635	0.4457036	0.0701562	0.0622205	0.4747881	0.2712339	0.2822142	0.0803998	0.0420259	0.0534542	0.2405426	0.2544115	0.0154251	0.0000000	0.1496795	0.0628514	0.1358048	0.4075009	0.3822476	0.0281753	0.0631971	0.5466808	0.0458372	0.6785418	0.0998628	0.5329672	0.0041281
0.2738284	0.6123333	0.1476951	0.6382103	0.6220189	0.7605005	0.2867794	0.0371207	0.3137716	0.2757079	0.4058485	0.1486496	0.1101432	0.1116306	0.3075093	0.0823268	0.1063833	0.3307511	0.3270435	0.3834448	0.0622898	0.0299720	0.0978090	0.2164550	0.3069636	0.0380745	0.1298356	0.0000000	0.0693294	0.0949775	0.3773675	0.3414328	0.0196311	0.2762047	0.5924132	0.0536708	0.6627729	0.1398135	0.5492485	0.0115352
0.3149465	0.6967163	0.0311402	0.6623351	0.6012751	0.7287426	0.2928151	0.0196454	0.2942211	0.2039063	0.3685717	0.2184005	0.0961544	0.1189279	0.2375192	0.0715902	0.0763308	0.2788149	0.2806674	0.3567830	0.0566217	0.0220329	0.1003559	0.2407169	0.2993517	0.0503597	0.1567020	0.1516097	0.0000000	0.1536853	0.2395668	0.4065206	0.0647926	0.1181697	0.4869260	0.0437320	0.6523120	0.1052254	0.4841600	0.0232677
0.2745681	0.7064646	0.0278839	0.7709909	0.6333130	0.6882097	0.2528169	0.0393619	0.2706909	0.1986923	0.3007154	0.1575982	0.0826989	0.1315584	0.3580803	0.0983181	0.0437459	0.3719495	0.3036759	0.2769678	0.0554568	0.0288139	0.0663996	0.1796288	0.2178344	0.0117410	0.1433224	0.1480082	0.0558475	0.0000000	0.3658254	0.4398404	0.0443292	0.1053008	0.5528730	0.0475555	0.7224492	0.1402464	0.5551987	0.0108039
0.2005565	0.6973028	0.0266904	0.7063291	0.6619736	0.7352358	0.2700619	0.0140327	0.2585245	0.3432580	0.2569614	0.1382411	0.1240906	0.0680920	0.2841735	0.1270486	0.0695065	0.4647761	0.2486959	0.2102744	0.0642778	0.0448516	0.1109687	0.2814587	0.2668731	0.0376159	0.2000088	0.1546867	0.0239938	0.2278824	0.0000000	0.4620105	0.0237929	0.1157923	0.5605459	0.0980499	0.7146276	0.1054016	0.4641282	0.0074997
0.3227361	0.7762439	0.0381839	0.7814235	0.7319406	0.6956521	0.2498384	0.0182557	0.3348582	0.2162251	0.2753377	0.1313362	0.0710609	0.0789615	0.3357951	0.0570000	0.1438430	0.3020930	0.3774429	0.3293977	0.0645154	0.0196808	0.1346167	0.2013826	0.3340899	0.0335503	0.1280484	0.1533619	0.0289971	0.0910071	0.3772702	0.0000000	0.0319556	0.0695209	0.4768789	0.0611176	0.6284218	0.2010075	0.4786268	0.0156199
0.3081804	0.6490239	0.0542558	0.6698471	0.6653495	0.7441335	0.2959603	0.0176539	0.3327645	0.1959429	0.3579101	0.2858819	0.1074992	0.0858032	0.3125140	0.1134006	0.0924503	0.3102208	0.3489098	0.3336658	0.0454029	0.0396358	0.0767233	0.3079897	0.2586697	0.0408963	0.1490671	0.1380255	0.0409047	0.1240255	0.3145887	0.3896997	0.0000000	0.1543878	0.4605129	0.0570282	0.5622071	0.1470747	0.4008577	0.0094367
0.2833871	0.6983831	0.0267630	0.6705120	0.6918565	0.6886095	0.2509503	0.0164978	0.2517571	0.3181416	0.2405172	0.2131829	0.1371816	0.1167413	0.3216142	0.0970577	0.0597617	0.3994000	0.4388321	0.4202212	0.0429148	0.0443837	0.0539866	0.2000567	0.3019172	0.0316525	0.0594098	0.1479568	0.0506531	0.1691441	0.3199215	0.3897295	0.0155586	0.0000000	0.5675105	0.0595187	0.6355469	0.1475736	0.4206310	0.0159067
0.2833339	0.7990371	0.0358405	0.7989162	0.6716865	0.7259127	0.2431665	0.0236349	0.2851294	0.1960579	0.3233925	0.1207804	0.1180408	0.0552428	0.3352083	0.0795568	0.0617422	0.3290444	0.3515279	0.3412811	0.0597901	0.0198879	0.0956842	0.2444318	0.2916655	0.0437687	0.1001870	0.1730689	0.0719846	0.1217531	0.2946810	0.3634909	0.0347721	0.1209955	0.0000000	0.0629974	0.6733751	0.1009745	0.5013549	0.0040592
0.3468912	0.7267564	0.0389581	0.6590076	0.6950946	0.6168227	0.2449225	0.0216420	0.3094631	0.2891340	0.3329671	0.1524522	0.1098498	0.1244734	0.3417069	0.1304790	0.0778990	0.2841678	0.2981131	0.3340108	0.0370168	0.0241166	0.0718653	0.2498070	0.2788809	0.0262168	0.1457322	0.1176800	0.0307354	0.1202913	0.2937137	0.3163898	0.0269664	0.1487499	0.5768246	0.0000000	0.6406182	0.1846619	0.4285238	0.0060917
0.2236182	0.7228751	0.0314070	0.6391297	0.5751786	0.6598427	0.2516534	0.0082440	0.3717889	0.1818457	0.3170402	0.2050798	0.1166013	0.1181719	0.3895756	0.0921360	0.0742743	0.3585866	0.3542730	0.2504048	0.0534189	0.0304426	0.1004003	0.2073925	0.2805907	0.0281052	0.1879154	0.1641286	0.0237313	0.1122595	0.3230713	0.3722760	0.0243305	0.1319596	0.2388168	0.0381762	0.0000000	0.7341097	0.1420771	0.0045486
0.3235080	0.7243256	0.0483147	0.6577930	0.8276196	0.6244661	0.3212289	0.0219401	0.3560706	0.1966794	0.3087083	0.1610266	0.1106549	0.1299120	0.3738121	0.0529937	0.1085611	0.2550948	0.3113628	0.2775157	0.0573958	0.0110524	0.0663834	0.2372455	0.2995883	0.0294997	0.1112072	0.1514021	0.0337423	0.1076004	0.2999641	0.4480154	0.0205491	0.1633481	0.5454558	0.0614220	0.7158403	0.0000000	0.5139798	0.0176673
0.3878557	0.6683835	0.0262263	0.7250904	0.7834439	0.6979376	0.2982369	0.0216187	0.2375410	0.2250274	0.2642852	0.1838702	0.1056982	0.1330400	0.2672872	0.1030891	0.0710650	0.3434117	0.3128047	0.3506233	0.0867570	0.0322859	0.0768181	0.2598218	0.2291582	0.0241734	0.0941464	0.1998453	0.0448785	0.1438110	0.2836712	0.3993783	0.0163842	0.1167663	0.5085217	0.0397800	0.7609181	0.1128149	0.0000000	0.0078163
0.2675841	0.7208757	0.0406371	0.6814564	0.7583500	0.6559964	0.2805728	0.0344406	0.4173269	0.1906156	0.3648877	0.1750181	0.0707817	0.0844389	0.2989565	0.0569730	0.0923102	0.3529528	0.2652355	0.3163605	0.0344828	0.0238087	0.0681273	0.2541605	0.2400779	0.0425162	0.1719968	0.1797910	0.0625073	0.1180198	0.2684162	0.3137559	0.0366667	0.1867261	0.5631130	0.0585536	0.6866952	0.1599702	0.4790000	0.0000000
