G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160
0.6527909	0.6417068	0.0808750	0.0252390	0.3325796	0.1364081	0.1893204	0.0517455	0.5549470	0.3597295	0.7386354	0.2758581	0.4951862	0.0863358	0.2828603	0.0248961	0.3727602	0.7243217	0.4478119	0.6576871	0.0493404	0.6745427	0.0190650	0.1130179	0.3231852	0.1724664	0.7546430	0.1330011	0.5524688	0.1767685	0.3772791	0.5044555	0.4353636	0.3221043	0.2843283	0.8250881	0.6380967	0.1440123	0.2503964	0.6788191	0.0000000	0.6200682	0.3859478	0.2501265	0.6487376	0.2977684	0.1788383	0.4552482	0.2704589	0.5431683	0.2824968	0.6202125	0.2871419	0.4979380	0.0122447	0.3802720	0.0377472	0.1845761	0.3632421	0.6297777	0.2636284	0.1137202	0.1256443	0.0937178	0.0377517	0.0555307	0.0633928	0.7607934	0.1947713	0.5210624	0.3865300	0.4760714	0.4452710	0.1503561	0.6474806	0.2708275	0.2327747	0.3039634	0.2416428	0.1740863	0.7897162	0.6046947	0.6111039	0.5914206	0.4948043	0.6833576	0.0962511	0.0785530	0.5043006	0.2709677	0.3777478	0.3583596	0.5239345	0.4438685	0.1465710	0.7088862	0.2276414	0.5975265	0.5829395	0.7265874	0.0071734	0.4156667	0.4444488	0.0367246	0.6834993	0.3555831	0.3558114	0.6737017	0.3097883	0.0175082	0.3179514	0.7391433	0.6265929	0.4537261	0.6613806	0.6418690	0.5770022	0.0823048	0.6704735	0.0340575	0.6919297	0.6298972	0.3203400	0.0849723	0.5767700	0.4590458	0.4811415	0.4281764	0.6179589	0.6140656	0.6844439	0.6426269	0.6200332	0.5614640	0.3016872	0.6970789	0.6108865	0.6249674	0.8112133	0.6741956	0.5315480	0.6055123	0.3056328	0.6143244	0.7758567	0.4872407	0.1354116	0.5568698	0.2939579	0.1324027	0.4304541	0.5706058	0.4616676	0.6718303	0.5663739	0.2335748	0.3561072	0.4063735	0.0383328	0.5167232
0.6265181	0.8182714	0.0391662	0.0153792	0.2919874	0.0959576	0.1350372	0.0869186	0.5755001	0.3934246	0.6493803	0.3155785	0.3550047	0.0346779	0.3541294	0.0276881	0.4400529	0.6245363	0.5132582	0.6140088	0.0751770	0.7784881	0.0548669	0.0838750	0.2282664	0.1918654	0.8147678	0.1213317	0.6711936	0.1486431	0.3162581	0.5784951	0.4218496	0.3763099	0.3263139	0.5989765	0.5679823	0.0838041	0.2430593	0.7392204	0.5618759	0.0000000	0.0657404	0.7219012	0.6824185	0.2378932	0.6949915	0.4791078	0.5947524	0.5219756	0.3006441	0.5816583	0.2644226	0.6457172	0.0237457	0.4091558	0.0568553	0.1859557	0.4773592	0.7238492	0.2770667	0.0981022	0.1169513	0.1062022	0.0492533	0.0447673	0.0711853	0.7124931	0.2568491	0.4786507	0.3926165	0.5849834	0.3340550	0.1055265	0.4797445	0.2964918	0.2009831	0.2390858	0.1634580	0.2680205	0.9211428	0.7437200	0.7942128	0.6918588	0.5020556	0.5919032	0.0623323	0.0881075	0.4888763	0.2062270	0.4069950	0.4030317	0.7294159	0.3124455	0.1481686	0.6048847	0.1935930	0.5695469	0.6026980	0.7788102	0.0392798	0.4299144	0.3366653	0.0295393	0.7299050	0.3906319	0.4391680	0.6283570	0.3383043	0.0233185	0.3957570	0.6717351	0.7252554	0.5175679	0.6593477	0.6258588	0.5597323	0.1413422	0.5626110	0.0439021	0.7168100	0.6483176	0.2613857	0.0711683	0.5637414	0.4092421	0.4399651	0.3921849	0.5887482	0.5694134	0.7272512	0.7812516	0.6280181	0.6439265	0.4716198	0.5613145	0.5520417	0.5702895	0.6260898	0.6898080	0.6174602	0.6211913	0.3774081	0.5367860	0.6395620	0.4836262	0.1300391	0.6841347	0.2425134	0.0896374	0.5423895	0.6040856	0.6041539	0.6728014	0.7746566	0.2071573	0.3745486	0.4097862	0.0333370	0.5969203
0.7367429	0.6435426	0.0274914	0.0288947	0.3812657	0.0637200	0.1418843	0.0727448	0.6175217	0.2705012	0.7826326	0.2607373	0.4085628	0.0754918	0.4285382	0.0222672	0.5056264	0.6558822	0.5468266	0.6137924	0.0701972	0.6668878	0.0425579	0.1108333	0.3118174	0.1237744	0.6362551	0.0912497	0.6101431	0.1921891	0.4179277	0.6203205	0.4275245	0.3456743	0.2486438	0.7152649	0.5573232	0.0806734	0.2795110	0.5946469	0.3928327	0.7085490	0.0000000	0.2513170	0.6708305	0.2188305	0.3105121	0.4540239	0.3516495	0.5170180	0.3008085	0.7424802	0.2595501	0.6191642	0.0350501	0.4528548	0.0448112	0.2498086	0.4332231	0.6877978	0.3763555	0.0531201	0.1199521	0.1124978	0.0555208	0.0321706	0.0677451	0.7051263	0.1847588	0.4986905	0.3036958	0.4210819	0.4402174	0.1075428	0.5093420	0.2801532	0.1693470	0.2300172	0.1867060	0.2612727	0.6948318	0.7271515	0.7111683	0.6211975	0.5718602	0.6608034	0.1300465	0.0390990	0.5701029	0.1623178	0.4705685	0.4125399	0.6560530	0.3401432	0.1469988	0.6805987	0.1651366	0.5650681	0.6384215	0.7338971	0.0461003	0.3269344	0.5337960	0.0195335	0.8229168	0.4796189	0.4926840	0.6741544	0.2168689	0.0276807	0.4872890	0.6676950	0.6425342	0.7216335	0.7908874	0.6750290	0.7072596	0.1022522	0.6608094	0.0376395	0.6843175	0.5160530	0.4208944	0.0463585	0.5455360	0.3970657	0.4477494	0.4769397	0.6977821	0.6129437	0.7258219	0.6251261	0.6684631	0.5836770	0.3406040	0.5918100	0.6191470	0.7213961	0.8198667	0.6524707	0.4522555	0.6765619	0.3039242	0.5197641	0.6288045	0.4745225	0.1751919	0.6957762	0.3137319	0.1555587	0.6909692	0.5594993	0.4869586	0.7443908	0.7218278	0.1881650	0.4874387	0.4138492	0.0365670	0.6179206
0.6488763	0.7780671	0.0402216	0.0299373	0.3240515	0.0980311	0.1442669	0.0708412	0.4981834	0.2859783	0.7087029	0.2695406	0.4631248	0.0749012	0.3999573	0.0312365	0.4501924	0.7774944	0.7220964	0.6087333	0.0633208	0.6997397	0.0211169	0.0848438	0.2840117	0.2170232	0.6130894	0.1454275	0.5694920	0.1718340	0.3483416	0.6904399	0.4337819	0.3079534	0.2831790	0.6518769	0.5814881	0.0974985	0.3461793	0.7837412	0.3331143	0.7739736	0.2692044	0.0000000	0.6879148	0.3197111	0.1900716	0.4339431	0.2390999	0.5481231	0.2676776	0.5699914	0.2435773	0.5193678	0.0068404	0.4721124	0.0637907	0.2093424	0.4111036	0.7436080	0.3068014	0.1166290	0.1344136	0.1010075	0.0560726	0.0496461	0.1201193	0.7976524	0.2279458	0.7176600	0.3654560	0.4256965	0.5444409	0.1080729	0.6485938	0.2492226	0.2086578	0.3404305	0.2367300	0.1872114	0.6404388	0.6701248	0.8139170	0.6825354	0.4538462	0.5871222	0.0569051	0.0997942	0.4400549	0.2717864	0.4527392	0.3522610	0.6401790	0.4352422	0.1664062	0.5728636	0.1859549	0.6874020	0.5908427	0.6625559	0.0186780	0.4496548	0.3405149	0.0239762	0.6482998	0.3588979	0.4995411	0.6997304	0.2469419	0.0041844	0.3310104	0.6575492	0.7185908	0.4419426	0.7268207	0.5836494	0.5128507	0.0804683	0.7407261	0.0470320	0.7719849	0.6671278	0.2673223	0.0692673	0.6229555	0.3171333	0.4486125	0.4115647	0.7315805	0.6470882	0.6519200	0.5676798	0.7339139	0.6684418	0.4488753	0.5707390	0.7153415	0.6351702	0.6739455	0.5803616	0.4726999	0.6979449	0.3434526	0.5882447	0.6590220	0.4438782	0.1122660	0.6443945	0.3210393	0.1519070	0.5779862	0.4571793	0.5322755	0.7266665	0.8533838	0.1940656	0.4420540	0.4143470	0.0380578	0.7035253
0.7207936	0.7414069	0.0313298	0.0045739	0.3128652	0.0557622	0.2250365	0.0651196	0.5046367	0.2848993	0.6809871	0.2739894	0.1456481	0.0209939	0.0014767	0.0330987	0.4756778	0.1833467	0.5778712	0.5481222	0.6043298	0.0368561	0.7149545	0.4780216	0.6856492	0.1446738	0.0255095	0.7996387	0.0783162	0.7084346	0.5053915	0.6080792	0.7241348	0.4202394	0.0087594	0.0836392	0.6933740	0.3513870	0.2598910	0.8268013	0.4211179	0.7056776	0.0610959	0.0243145	0.0000000	0.7332125	0.0622557	0.1735267	0.0398365	0.1828831	0.1631914	0.3187766	0.0311362	0.3343493	0.0032189	0.2441109	0.0436795	0.8644171	0.4634683	0.7003498	0.5835815	0.3212199	0.4409987	0.6626472	0.7484164	0.0303387	0.0196016	0.6307266	0.6675505	0.2467958	0.7056207	0.5577677	0.0237229	0.3793513	0.0112454	0.3273060	0.6640134	0.6733507	0.4608751	0.7323637	0.7234577	0.0187432	0.0111815	0.0007098	0.0281053	0.0156581	0.6576220	0.0329344	0.0142050	0.7061564	0.2024907	0.0216689	0.0021733	0.0305161	0.7751062	0.0083877	0.6879454	0.0084439	0.0021276	0.1280057	0.7215191	0.0004536	0.0748637	0.0293914	0.0311934	0.0277371	0.0117167	0.0545158	0.6322566	0.0253713	0.0058985	0.0179358	0.0514558	0.0253083	0.0611725	0.0021303	0.0060448	0.6603377	0.0036791	0.6172912	0.1070823	0.0334026	0.6505820	0.7683403	0.0755792	0.0004259	0.0027076	0.0203650	0.0662434	0.0071207	0.0406238	0.0072621	0.0679100	0.0075290	0.0070403	0.0355736	0.0037505	0.0445094	0.0711294	0.0381899	0.0406106	0.0135048	0.3525976	0.0382634	0.0317503	0.0239117	0.3336058	0.0095938	0.3946145	0.0201043	0.0275688	0.0465479	0.0200557	0.0499882	0.0517613	0.0273003	0.0366526	0.6648686	0.0605829	0.5801303
0.6596032	0.6171779	0.0156152	0.0327118	0.3565839	0.1519503	0.2509765	0.1311653	0.4395652	0.2803135	0.5779192	0.2444539	0.3903721	0.0427933	0.4418715	0.0447058	0.4367725	0.7700854	0.5880612	0.8211121	0.0602978	0.6937292	0.0233532	0.1110245	0.3528529	0.1089377	0.7056805	0.0791879	0.6545941	0.1505961	0.3650718	0.7148769	0.4507977	0.4065225	0.2648352	0.6153894	0.4784666	0.1158433	0.2840944	0.7460239	0.4530198	0.6805621	0.3977978	0.2248254	0.6846511	0.0000000	0.2832978	0.3115788	0.2088125	0.5934766	0.2363482	0.6817229	0.3171371	0.6215745	0.0090227	0.4579803	0.0388777	0.1902507	0.4667774	0.7665120	0.3679335	0.0977964	0.1171761	0.0924848	0.0677351	0.1040923	0.0697646	0.7386260	0.2759444	0.5770450	0.3157959	0.3493853	0.4225452	0.0892783	0.5481865	0.2877106	0.2287911	0.2087429	0.2069133	0.1533052	0.7442042	0.7672217	0.8024287	0.6196358	0.4958020	0.7091988	0.0774573	0.0640580	0.5773021	0.2204082	0.3528140	0.4603909	0.6644966	0.3303455	0.1321605	0.7674535	0.1784462	0.6633608	0.7003670	0.6753296	0.0077885	0.4655971	0.5128046	0.0348997	0.6273215	0.3269185	0.4460250	0.6590947	0.2609901	0.0213230	0.3359839	0.6235424	0.6755853	0.6206994	0.7017545	0.7368426	0.5486882	0.0606864	0.6602809	0.0197653	0.7724804	0.6113431	0.3905870	0.0972653	0.6972473	0.3836082	0.4994291	0.4385771	0.7250747	0.6504270	0.7518512	0.6423361	0.6415876	0.7756733	0.4465749	0.5463409	0.6575258	0.7232122	0.6839185	0.6295271	0.5097820	0.5914754	0.3206902	0.5425831	0.6303202	0.4562724	0.1471974	0.6718401	0.2971285	0.1436323	0.5288188	0.5405961	0.5413643	0.7123117	0.6727915	0.1833101	0.5017260	0.4151280	0.0684807	0.4709207
0.7483064	0.8229350	0.0359754	0.0168352	0.3794150	0.0548910	0.1872032	0.0807543	0.5482785	0.2370205	0.5489065	0.3049411	0.4175385	0.0739475	0.4170658	0.0263679	0.4204745	0.5976976	0.3947878	0.7502441	0.0197640	0.7369094	0.0504078	0.0812690	0.2103959	0.1955133	0.6423845	0.0909074	0.6400811	0.1619349	0.4577136	0.7015609	0.4733377	0.3887452	0.3135062	0.6198999	0.5080641	0.1245096	0.2768868	0.6225100	0.3346429	0.5792409	0.3876951	0.2113174	0.6740917	0.3473389	0.0000000	0.3899888	0.2681113	0.5219578	0.2628631	0.5644750	0.1826517	0.5143061	0.0058878	0.4416743	0.0865153	0.2165625	0.5073667	0.6148703	0.3532911	0.0746128	0.1349645	0.1137614	0.0382673	0.0265421	0.1012271	0.6491788	0.2186672	0.6606491	0.4297228	0.4233469	0.3969676	0.1281188	0.6372415	0.3240925	0.1888509	0.2076561	0.1840632	0.1750895	0.7742163	0.6664649	0.6650243	0.7453861	0.4402349	0.6643176	0.0690971	0.0672902	0.5134201	0.2308844	0.4393165	0.4188564	0.6888087	0.4662941	0.2327792	0.6002266	0.1785283	0.6222518	0.6157508	0.7487716	0.0265447	0.3513403	0.3217512	0.0436130	0.6806164	0.3923792	0.4064952	0.6737336	0.3197863	0.0381457	0.3882643	0.8492866	0.6465539	0.4656396	0.7556877	0.5616978	0.4902857	0.1036952	0.6893596	0.0270537	0.6337184	0.6605195	0.3230244	0.0878398	0.5823728	0.4531935	0.4526140	0.4233603	0.6467532	0.5487592	0.7198146	0.7247668	0.7028072	0.6857274	0.3979984	0.4245513	0.6051642	0.5374847	0.7231251	0.6444382	0.5089088	0.5936911	0.3051441	0.6337282	0.6528253	0.5292974	0.1340548	0.6949005	0.3970106	0.1065505	0.4978997	0.6652156	0.5491648	0.5881123	0.7413565	0.1775605	0.3696243	0.3910204	0.0183784	0.6549515
0.7432105	0.7114976	0.0198521	0.0244348	0.4115230	0.0703417	0.1998543	0.0862167	0.5675513	0.3206179	0.7049783	0.3120527	0.3584728	0.0781433	0.3838633	0.0186957	0.5177215	0.6923401	0.4536313	0.6353212	0.0590248	0.6662114	0.0533406	0.0830414	0.1982024	0.2142484	0.7274805	0.0859921	0.6024386	0.1401770	0.3326400	0.7240739	0.4674266	0.3182786	0.2264270	0.6946669	0.5588821	0.0861226	0.2508714	0.6406200	0.2674794	0.7004267	0.3478922	0.2010281	0.6647536	0.2625221	0.3098858	0.0000000	0.1957156	0.4460035	0.2476062	0.5780255	0.2712244	0.4981104	0.0022038	0.3812023	0.0715785	0.2193700	0.4752658	0.7706815	0.3422728	0.1081449	0.1552705	0.0937142	0.0220351	0.0289458	0.1110327	0.7550192	0.2392526	0.5620484	0.3656676	0.4002269	0.3880084	0.1083697	0.6111214	0.2957915	0.1315905	0.2222180	0.1902150	0.1482315	0.6826588	0.6428191	0.8443885	0.7597047	0.5372986	0.5256935	0.0675999	0.0489086	0.5276877	0.2305140	0.3874371	0.3907046	0.6243025	0.3320168	0.2695766	0.6034615	0.1837442	0.6446424	0.6310519	0.9126395	0.0174931	0.3472207	0.3647607	0.0165795	0.7134384	0.3641021	0.4173247	0.6990710	0.2523279	0.0057782	0.3292571	0.6652812	0.6217583	0.4626696	0.6091813	0.5408753	0.5354776	0.1235063	0.6231234	0.0863707	0.6970987	0.5946099	0.4034483	0.1142323	0.5773420	0.3855429	0.3158627	0.4196862	0.5972342	0.5535460	0.6429781	0.6151229	0.8503801	0.6418399	0.4064886	0.5374025	0.4768846	0.6233577	0.7108130	0.7274077	0.5357310	0.7881829	0.3498628	0.4989489	0.6854580	0.3970165	0.1982936	0.6110559	0.3276808	0.1453791	0.4990219	0.5645646	0.5401564	0.6634453	0.7611449	0.2472734	0.3360577	0.3858050	0.0536133	0.6346956
0.7185438	0.6734759	0.0622832	0.0231659	0.4027447	0.0839257	0.1735657	0.1031138	0.5167426	0.3243883	0.6879589	0.3049340	0.3872849	0.0604925	0.3503108	0.0451943	0.4454789	0.6270780	0.4571798	0.7052742	0.0820481	0.7858288	0.0273379	0.1059203	0.2728859	0.1254752	0.5722058	0.1414760	0.6119680	0.1449938	0.3290285	0.5273081	0.5245382	0.4418450	0.1992556	0.5488598	0.6534075	0.1052104	0.3051206	0.6017923	0.3445198	0.6582950	0.3092592	0.1952844	0.7213098	0.2390124	0.2977274	0.4095960	0.0000000	0.4765421	0.2375096	0.6190071	0.2307885	0.5344351	0.0072168	0.3997381	0.0556284	0.1460759	0.3929750	0.7263495	0.2192099	0.1274132	0.1330947	0.1550849	0.0664786	0.0514476	0.1084335	0.6583609	0.2719409	0.5367415	0.4061912	0.5591279	0.3126335	0.1468451	0.5416391	0.2636543	0.1167464	0.2848868	0.2173744	0.2067295	0.7093427	0.5936446	0.7685512	0.6643749	0.5951720	0.6790387	0.0482241	0.0413136	0.4494569	0.2109571	0.3802145	0.4018329	0.6651043	0.3231769	0.2174713	0.7210253	0.1546625	0.6947083	0.6553771	0.6120873	0.0093133	0.3972163	0.4647357	0.0347631	0.6338217	0.4059182	0.4754724	0.6204873	0.3816616	0.0181479	0.3822518	0.7218668	0.5551004	0.5135361	0.8133127	0.6996947	0.5143509	0.1231312	0.7785548	0.0554247	0.6043490	0.5390691	0.2939070	0.0666336	0.5851977	0.3049819	0.5052900	0.5090521	0.6213457	0.8494911	0.8180270	0.5848079	0.6268589	0.8111165	0.3517992	0.6968605	0.5297141	0.5475086	0.6371845	0.5888130	0.5278300	0.6397404	0.3871039	0.5450066	0.7621994	0.5116328	0.1262874	0.6952718	0.3379466	0.0907898	0.5186601	0.5510245	0.4311433	0.6999401	0.6909393	0.2294263	0.3840531	0.3999042	0.0258991	0.6407969
0.7048076	0.6936605	0.0380740	0.0131671	0.3922231	0.0922968	0.1604947	0.0657480	0.5530528	0.3561347	0.5781390	0.2910757	0.4024069	0.0796229	0.4253908	0.0380306	0.4362684	0.7765012	0.5904029	0.6972008	0.0508331	0.5518296	0.0340632	0.1542178	0.2682823	0.3365620	0.6324057	0.0901219	0.5461477	0.1353241	0.3880315	0.6882295	0.4234784	0.4230262	0.2172970	0.7811994	0.6665560	0.1411914	0.2581451	0.6142263	0.3635453	0.8689160	0.4118085	0.2188326	0.7071143	0.2601131	0.3494481	0.4443058	0.2521447	0.0000000	0.2363063	0.5416335	0.2579461	0.6436021	0.0179104	0.3842608	0.0633076	0.2433757	0.3345494	0.6340127	0.2674719	0.0637465	0.0977103	0.0750576	0.0344204	0.0542801	0.1363046	0.7581697	0.3000200	0.4830452	0.3977834	0.4736073	0.3734522	0.1220338	0.5336434	0.2594341	0.2601325	0.3273318	0.1656091	0.2059221	0.7789140	0.7418822	0.6417719	0.6300592	0.5134238	0.6340322	0.0537325	0.0693594	0.5766896	0.2592502	0.3375351	0.3953291	0.6716402	0.4305759	0.1579825	0.4997947	0.1640450	0.6927765	0.6226305	0.7558023	0.0080962	0.4390173	0.4189433	0.0281699	0.6289744	0.3368394	0.4417418	0.6922003	0.2367701	0.0112480	0.4139376	0.7515022	0.5961828	0.6356144	0.6135341	0.6696419	0.5752216	0.1008194	0.6274840	0.0288251	0.5996416	0.6015846	0.3846846	0.0628328	0.6733018	0.3139895	0.5714759	0.4781892	0.8212164	0.5543007	0.6994609	0.6227175	0.7245380	0.8301903	0.4337792	0.7359423	0.5877338	0.7309686	0.6147152	0.6347263	0.4762067	0.7178173	0.3827532	0.6284411	0.6907748	0.3961226	0.1141470	0.6611217	0.2764035	0.1275322	0.5929988	0.5604997	0.5329639	0.7372495	0.7273524	0.2368166	0.5040319	0.4695687	0.0475478	0.5291482
0.5805649	0.6283108	0.0562238	0.0372607	0.3076601	0.0679188	0.1568149	0.1146430	0.4764064	0.3499350	0.6549804	0.3807072	0.5204990	0.0707873	0.3632023	0.0147061	0.4560948	0.7198212	0.5981604	0.6673713	0.0760382	0.7557752	0.0311618	0.1099862	0.3425035	0.1773832	0.6416179	0.1688661	0.5755615	0.1061999	0.3717998	0.6987265	0.5268045	0.3108690	0.2208670	0.6342564	0.6317007	0.1163141	0.2506573	0.7113750	0.3118950	0.6606211	0.2839137	0.2510349	0.6674276	0.2427301	0.3639747	0.3262722	0.2826197	0.6714856	0.0000000	0.5338034	0.2027897	0.5741749	0.0092045	0.4505071	0.0429800	0.1950210	0.3674845	0.7593845	0.3205656	0.0716565	0.1380783	0.0865073	0.0298388	0.0587742	0.1070019	0.6429256	0.2867725	0.4742962	0.3040000	0.5273073	0.4511935	0.0832025	0.7256612	0.2663653	0.1764385	0.3005232	0.1976135	0.2142959	0.7182136	0.7149484	0.5616702	0.6484042	0.5689651	0.7089333	0.0601581	0.0328539	0.4288828	0.2470287	0.4543500	0.4704221	0.6652482	0.5370152	0.1611703	0.6095860	0.1506881	0.6646331	0.6342768	0.7288058	0.0026598	0.4219939	0.5042679	0.0257739	0.6614515	0.4920928	0.5088233	0.7155203	0.2418236	0.0120302	0.3393527	0.7074414	0.7515156	0.5086525	0.6774702	0.6523912	0.6549977	0.1142687	0.6958216	0.0292647	0.6780835	0.5102366	0.3209056	0.1153469	0.5242275	0.4281377	0.4197092	0.5441412	0.7684772	0.6780340	0.6668150	0.6966251	0.6193736	0.6946966	0.4590867	0.6515571	0.5566839	0.6691401	0.7265345	0.6361758	0.4142312	0.7482205	0.3449843	0.7176870	0.6082939	0.4938222	0.1471103	0.8200676	0.2717039	0.1646575	0.6857983	0.6506821	0.4798605	0.7561626	0.7862622	0.2038749	0.3276066	0.4434221	0.0376879	0.5734298
0.7887783	0.6866115	0.0521287	0.0075635	0.4289149	0.1045708	0.1797018	0.0848698	0.5836391	0.3496494	0.7088304	0.3101083	0.3173893	0.0673151	0.3866359	0.0157175	0.4489628	0.7727347	0.5649840	0.8029925	0.0498874	0.6561287	0.0341958	0.0779965	0.3199618	0.1474286	0.7006359	0.1470372	0.5746772	0.1310304	0.4576744	0.5570719	0.4989281	0.3925252	0.2594962	0.8381432	0.5611547	0.1118795	0.2812517	0.6412549	0.3165365	0.6381202	0.3159056	0.2686111	0.6872849	0.3222710	0.2510836	0.4172449	0.2811731	0.5494010	0.3562440	0.0000000	0.3680746	0.5003061	0.0115825	0.3986112	0.0666092	0.1813117	0.3527980	0.7313316	0.3729953	0.1166972	0.2063316	0.0796891	0.0572453	0.0340287	0.1155664	0.7826634	0.3000851	0.4860705	0.3957783	0.3881864	0.4216287	0.1090210	0.5733679	0.2555322	0.2197646	0.3617380	0.1809153	0.1754471	0.6432076	0.6635468	0.8487497	0.7227972	0.5336915	0.5470395	0.0752386	0.0539161	0.5078206	0.2778133	0.3179408	0.3425180	0.8183283	0.2931898	0.1786879	0.7091750	0.1892308	0.5687591	0.6735150	0.7451704	0.0024426	0.4459397	0.3738228	0.0304416	0.7418617	0.2798223	0.4121381	0.6453541	0.3531622	0.0314078	0.4110259	0.6783313	0.6770921	0.6603858	0.7320359	0.7918600	0.5134955	0.1205528	0.7790978	0.1064377	0.7072080	0.6247215	0.3000597	0.0706807	0.6803576	0.4037838	0.4142309	0.3801740	0.6783487	0.6041122	0.6219272	0.5673362	0.5195968	0.7525358	0.2820749	0.4883667	0.7277469	0.6241857	0.6391277	0.5699524	0.4875270	0.6588911	0.2384859	0.5464818	0.6600694	0.4332184	0.1226513	0.6896566	0.3097199	0.1420836	0.6290751	0.5442690	0.5124738	0.7338293	0.6618390	0.2144482	0.3366695	0.2951376	0.0218273	0.6341157
0.7638180	0.7216477	0.0167477	0.0336273	0.4546921	0.1489325	0.2062768	0.0646080	0.6668677	0.3533841	0.6904314	0.3090768	0.4578522	0.0420797	0.3972691	0.0169779	0.4040581	0.7271447	0.4775665	0.7699633	0.0689719	0.6883101	0.0196394	0.0842444	0.1956731	0.1838386	0.6630487	0.1850984	0.5861490	0.1360134	0.3458145	0.5756928	0.4396980	0.3422206	0.3491891	0.6674997	0.4463190	0.0866235	0.3041577	0.7246545	0.3215675	0.7428959	0.4265901	0.1704987	0.6268081	0.1960999	0.3236690	0.3487134	0.3180162	0.5965114	0.3716191	0.5707502	0.0000000	0.7180164	0.0195805	0.4553213	0.0805385	0.1849370	0.4010267	0.7000400	0.3764555	0.1762468	0.1277964	0.1260867	0.0518992	0.0215128	0.1251813	0.6201708	0.1975452	0.5962057	0.3262686	0.4483019	0.4309293	0.0592132	0.5144699	0.3094683	0.1816491	0.2090157	0.2177006	0.1420276	0.6152965	0.6804835	0.6673133	0.7806079	0.5909766	0.5496385	0.0592763	0.0716758	0.4692133	0.1999035	0.4487583	0.3739876	0.8034327	0.4040571	0.1401046	0.6705535	0.1412587	0.6231178	0.6367028	0.7248355	0.0096227	0.4715764	0.4264223	0.0149300	0.6583371	0.3736046	0.4843614	0.7778900	0.2556027	0.0165210	0.4200715	0.6024927	0.6355060	0.4961293	0.6868576	0.6891797	0.5397056	0.0896314	0.6837911	0.0608682	0.6412856	0.5978377	0.3861477	0.1011122	0.5571371	0.2936823	0.4624773	0.4114741	0.6304443	0.6075062	0.8062416	0.5958303	0.6341531	0.7144829	0.4186813	0.6426642	0.6196244	0.7369029	0.6526821	0.6930348	0.5136788	0.9148275	0.3265997	0.5662242	0.7365106	0.5430445	0.1885319	0.6294468	0.4351978	0.1809396	0.5313957	0.5859320	0.4961148	0.6878016	0.6859379	0.2785162	0.4069716	0.4028708	0.0487402	0.6276072
0.7640541	0.6940352	0.0216436	0.0245389	0.5201559	0.0621459	0.2012245	0.0640814	0.6598007	0.3251291	0.7507444	0.3267738	0.3354435	0.0599729	0.2873273	0.0615088	0.3915860	0.8102711	0.4788197	0.6578856	0.0658872	0.6729713	0.0359881	0.0668999	0.2237965	0.1619777	0.5297317	0.1117837	0.6799258	0.1181060	0.3932236	0.5769771	0.3859573	0.3556982	0.2788416	0.7137022	0.5694908	0.0893941	0.2677936	0.6706944	0.3016351	0.6788313	0.3440639	0.2101897	0.5592170	0.2491030	0.3194635	0.3593224	0.2774592	0.5038517	0.2471466	0.6783353	0.2096315	0.0000000	0.0098321	0.3883992	0.0671723	0.2478690	0.3894754	0.7672855	0.3613979	0.0504087	0.1542681	0.0502457	0.0504828	0.0724303	0.0873968	0.6455641	0.1845521	0.5589630	0.3615367	0.3889417	0.4509577	0.1209503	0.5546259	0.2486735	0.2047414	0.3370017	0.2511343	0.2348251	0.5977607	0.6299417	0.7940513	0.6796053	0.6037264	0.5801388	0.1207211	0.0310251	0.4247923	0.2878492	0.3455291	0.3841299	0.6564933	0.2890069	0.1606889	0.6922832	0.1538174	0.6235601	0.7896078	0.7401442	0.0048921	0.3688519	0.2767110	0.0383673	0.6865788	0.3010622	0.3112619	0.6901198	0.3309767	0.0131402	0.3697239	0.7536880	0.6387874	0.3997776	0.7240626	0.6326723	0.4413442	0.1466281	0.6122854	0.0420533	0.7288658	0.6289850	0.3819439	0.1029067	0.5655773	0.4916190	0.5089707	0.4292704	0.6571556	0.7269564	0.6496142	0.6093948	0.7500370	0.7017860	0.3333240	0.6132898	0.6110090	0.6113033	0.5472935	0.5319150	0.5161430	0.7519822	0.3371485	0.5034728	0.6154723	0.4412363	0.1104888	0.6999260	0.2517562	0.0973783	0.4427024	0.5439017	0.4918415	0.8631465	0.7481209	0.2496178	0.3610717	0.3813107	0.0390463	0.5893616
