G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40
0.2848493	0.5885613	0.0279730	0.6435060	0.7085250	0.7630075	0.2403116	0.0140200	0.2836514	0.1770785	0.3324400	0.1761321	0.0897031	0.0063445	0.1574426	0.0790827	0.0887750	0.1591332	0.2436418	0.1487554	0.0543119	0.0215648	0.0705887	0.1892551	0.1926495	0.0221121	0.0908965	0.1096194	0.0152364	0.0890908	0.2244971	0.1735109	0.0158691	0.2632089	0.5310410	0.1379050	0.7171260	0.1894458	0.4759863	0.2180276
0.3239798	0.5964226	0.0096286	0.6552848	0.6075740	0.6146061	0.2560705	0.0127133	0.3447594	0.2253476	0.3184315	0.1714409	0.0966491	0.1088306	0.2374332	0.0116192	0.1071614	0.2817376	0.3012557	0.2977630	0.0030529	0.0223385	0.0617591	0.2463987	0.1857024	0.0176441	0.1226902	0.1638238	0.0056431	0.0521791	0.2613851	0.2277985	0.0028771	0.2781506	0.5857047	0.0000081	0.5710830	0.1431843	0.2505959	0.0374377
0.1578391	0.6257793	0.0311634	0.5135089	0.7340459	0.6211661	0.1783981	0.0092419	0.1813495	0.3091694	0.3919158	0.0553401	0.0678867	0.0002270	0.3839976	0.0601693	0.0762796	0.2716201	0.3473901	0.3652880	0.0176948	0.0176554	0.0738057	0.1686392	0.1595970	0.0177569	0.0862121	0.1514818	0.0298738	0.1416221	0.3584045	0.2577873	0.0111523	0.1814980	0.5509110	0.0932421	0.6870843	0.1685283	0.5942714	0.0156845
0.3934233	0.6419277	0.1481045	0.7889304	0.7419602	0.6877354	0.1942042	0.0284402	0.1752978	0.1869642	0.3067028	0.2553530	0.0587661	0.0005586	0.2963924	0.0391226	0.0351357	0.3327056	0.2636100	0.1581691	0.0021122	0.0238631	0.0739975	0.1694290	0.2416215	0.0247925	0.1331700	0.1036513	0.0411272	0.0955414	0.2293699	0.3966297	0.0037979	0.1357561	0.3050583	0.0911498	0.5938228	0.1568019	0.3343088	0.0030654
0.3293028	0.6275298	0.0149292	0.6014131	0.5789563	0.5592093	0.2606273	0.0004169	0.2023536	0.1959828	0.3365161	0.2156595	0.0960432	0.0006439	0.3643538	0.0218099	0.0829943	0.2996503	0.2533214	0.3317575	0.0646955	0.0483553	0.0799311	0.2755067	0.1667719	0.0027153	0.1544210	0.1796475	0.0056401	0.1647046	0.3084419	0.4627720	0.0130585	0.2553757	0.5440974	0.2265221	0.6458378	0.0033932	0.3983987	0.0004500
0.2714091	0.5606485	0.0246348	0.7166853	0.6621043	0.5931655	0.2042709	0.0097830	0.3778411	0.2121735	0.3110201	0.2295697	0.0945067	0.0007266	0.2824588	0.1295011	0.0857861	0.2942335	0.3369627	0.3769168	0.0639613	0.0318341	0.0423286	0.2273701	0.1754797	0.0009579	0.1095722	0.1979069	0.0352448	0.0641026	0.2173696	0.2406763	0.0240188	0.2772776	0.6160485	0.0169132	0.7317481	0.0744716	0.5315367	0.0027029
0.2745953	0.6918133	0.2212556	0.5260490	0.6275434	0.4250847	0.2597133	0.0259183	0.3451515	0.2621696	0.2872461	0.1646139	0.1740990	0.0873945	0.5174361	0.1924592	0.0839049	0.6760303	0.2728400	0.1666203	0.0235313	0.3331295	0.4457955	0.4566423	0.3643905	0.0135437	0.4569082	0.1516844	0.0071344	0.2070491	0.5610469	0.6492800	0.0803775	0.1346129	0.3241689	0.0003388	0.5179683	0.2444315	0.3982218	0.1293290
0.1593718	0.6074605	0.0070058	0.6112423	0.5977543	0.7076993	0.2907665	0.0172942	0.3293726	0.2113645	0.3886882	0.0988637	0.0959095	0.0967581	0.3742991	0.1089016	0.0732588	0.3278481	0.2417901	0.2765539	0.0445668	0.0244600	0.0434410	0.1735165	0.2861916	0.0094034	0.1374291	0.0143506	0.0903523	0.1628407	0.3061196	0.4291966	0.0072431	0.2668173	0.6338485	0.0000623	0.7059098	0.1368715	0.5528263	0.1033390
0.2534325	0.1878451	0.0404661	0.8040580	0.6634327	0.4288639	0.2487899	0.0004520	0.1323741	0.2265721	0.3160892	0.1244457	0.0791701	0.1230583	0.3988097	0.0746112	0.0841652	0.5731648	0.3560545	0.4119290	0.0708747	0.0769646	0.2010680	0.3032176	0.2033352	0.0288065	0.1898981	0.1412675	0.0373313	0.1801404	0.3609860	0.6060523	0.0387600	0.1375052	0.4486468	0.1837837	0.8370026	0.0751472	0.5290479	0.0352817
0.2861712	0.4623709	0.0179859	0.3641095	0.4995754	0.6635900	0.4078375	0.0292718	0.2275292	0.3202095	0.4143732	0.3154178	0.3078259	0.0911344	0.2644587	0.0555103	0.1691367	0.1721740	0.2459189	0.3602903	0.0481094	0.0050082	0.0666655	0.2135228	0.1845344	0.0282289	0.1838533	0.1340001	0.0589427	0.1484688	0.2185008	0.3903928	0.0139699	0.4108134	0.6701471	0.0000860	0.7053858	0.1543594	0.5670099	0.0239002
0.3111476	0.6953616	0.0282348	0.6425587	0.5847949	0.6762084	0.2858037	0.0219219	0.1575752	0.3346575	0.3156215	0.0865415	0.0997869	0.0605051	0.2771499	0.0840012	0.0547429	0.3064258	0.2169384	0.2263055	0.0019307	0.0105519	0.0995962	0.1727952	0.3005978	0.0043137	0.1340382	0.1787920	0.0311400	0.0545212	0.3290189	0.3729512	0.0073018	0.0884942	0.2107853	0.2583065	0.6249121	0.1442751	0.5857712	0.0010371
0.2178542	0.6435421	0.1615849	0.3881340	0.6651265	0.6223681	0.2506330	0.0003308	0.2722047	0.1544659	0.2973209	0.1413065	0.0651301	0.0968035	0.3877006	0.1146421	0.1118543	0.3643602	0.2353690	0.2192006	0.0002346	0.0204994	0.0714563	0.2332609	0.2201276	0.0056266	0.1066867	0.1294616	0.0514982	0.2192596	0.4168515	0.4563081	0.0224591	0.0870615	0.4782793	0.0000523	0.6888555	0.0300588	0.6411062	0.0033733
0.2962898	0.6729411	0.0052746	0.6280246	0.7701478	0.7254781	0.1979949	0.0124725	0.2344744	0.1638861	0.3239107	0.2282631	0.1237183	0.0035100	0.2474309	0.0686573	0.0687583	0.2318253	0.3160926	0.2785766	0.0055923	0.0385189	0.0906635	0.1106625	0.1500084	0.0074290	0.1405900	0.1576236	0.0393923	0.1544248	0.2012623	0.3780162	0.0221603	0.0405477	0.2879640	0.1621887	0.5356630	0.1513676	0.5175043	0.0021541
0.3409741	0.7163785	0.0992979	0.6600852	0.3074565	0.6293014	0.5770487	0.0389189	0.4033372	0.1696897	0.6574842	0.4338562	0.2150317	0.0036173	0.3158372	0.1445622	0.3474829	0.2435583	0.4430320	0.5998538	0.1301091	0.0333968	0.0837138	0.1386148	0.2960278	0.0057944	0.1543017	0.2922981	0.0542014	0.0635022	0.2598094	0.4280836	0.0367944	0.7435353	0.4990252	0.0318160	0.8179337	0.0100024	0.4564155	0.0040024
0.1575737	0.7028250	0.0103116	0.6832562	0.6079404	0.5813030	0.2079290	0.0351100	0.3001163	0.2222162	0.2567654	0.1529827	0.0561131	0.0207444	0.4522063	0.0464220	0.0588311	0.6104522	0.2676599	0.3219447	0.0204968	0.0282316	0.1163523	0.2199687	0.2802492	0.0106063	0.2066780	0.2231131	0.0108426	0.2089771	0.4705524	0.3054469	0.0400449	0.1175688	0.4373454	0.0390290	0.7489764	0.1066615	0.5727993	0.0009905
0.0241157	0.5664712	0.0047019	0.6635239	0.4777302	0.8036521	0.3485587	0.0011198	0.2658720	0.1545339	0.4024559	0.1318830	0.1445096	0.1656288	0.3535595	0.0193228	0.0986347	0.3812548	0.3849331	0.2532793	0.0021268	0.0235280	0.1014339	0.3581276	0.3776824	0.0133870	0.1007886	0.1354343	0.0124640	0.0758549	0.2343255	0.4060626	0.0253121	0.3112461	0.6541871	0.0000265	0.6457139	0.1241300	0.8158580	0.0624543
0.1299364	0.5654534	0.2274980	0.5868495	0.3967865	0.6547392	0.5628925	0.0105278	0.3726959	0.1135856	0.7176751	0.5688830	0.2836732	0.0058138	0.2562259	0.0648292	0.0133618	0.3052679	0.5326483	0.6930393	0.0295606	0.0239625	0.1039416	0.2007404	0.3378785	0.0050700	0.1249690	0.3588000	0.0809867	0.1399691	0.3159278	0.3823420	0.0092799	0.6203391	0.6519077	0.0408771	0.6521868	0.1330875	0.2818114	0.1609418
0.0582177	0.5839545	0.1458841	0.7730316	0.6539206	0.8270322	0.2641647	0.0280820	0.2906344	0.1108586	0.5889699	0.1487054	0.1670293	0.1127048	0.2049394	0.0951249	0.1490646	0.3305895	0.2289617	0.3297370	0.0025998	0.0112829	0.0416711	0.1686161	0.2492528	0.0398321	0.1293378	0.0596118	0.0372116	0.0846054	0.2849924	0.4171614	0.0627548	0.4232814	0.6506346	0.0138474	0.7446895	0.2045351	0.2473793	0.0051217
0.2166607	0.6687465	0.0560681	0.5808393	0.6028816	0.6480364	0.3174499	0.0150661	0.3202189	0.1733731	0.2502976	0.2983536	0.2224827	0.0058423	0.3801402	0.0127385	0.2165732	0.2941243	0.2042429	0.2780523	0.0309488	0.0380890	0.0858973	0.2951410	0.1107527	0.0266620	0.1505270	0.2376935	0.0839401	0.1175490	0.1603861	0.5170878	0.0211587	0.3083403	0.5655564	0.2654094	0.4210542	0.2012683	0.4270749	0.2352300
0.2802330	0.7053694	0.0054568	0.6014460	0.6622913	0.6506478	0.2447482	0.0000981	0.3162920	0.2847604	0.3374012	0.0761605	0.0788959	0.0705002	0.2511919	0.1359840	0.0973962	0.3536491	0.2843444	0.1803776	0.0030055	0.0120592	0.0471496	0.2397938	0.2517956	0.0217364	0.1188979	0.1488075	0.0119511	0.2529107	0.3651176	0.0620235	0.0094030	0.1269069	0.5449051	0.0002872	0.6743437	0.1056829	0.6513891	0.0027824
0.2915424	0.3942098	0.4286202	0.7158442	0.8315884	0.3498918	0.2688483	0.0304502	0.3472555	0.2891976	0.3702061	0.1383625	0.1232162	0.0875277	0.2261156	0.1174939	0.0837307	0.6046147	0.3727484	0.3067948	0.0510980	0.3132473	0.3959280	0.5615372	0.2248857	0.0419519	0.4373473	0.0140810	0.0049142	0.2128734	0.5015376	0.6229776	0.0553167	0.1818731	0.3035260	0.0371343	0.7322965	0.0330706	0.4082416	0.0023751
0.2012602	0.6082319	0.0025234	0.2258134	0.5927498	0.6226609	0.2155214	0.0230575	0.2613097	0.5757007	0.2082560	0.0787131	0.0628318	0.0912412	0.3464299	0.0170345	0.0768607	0.4351495	0.2214822	0.2759123	0.0003892	0.0403572	0.0932105	0.3595930	0.2757278	0.0079408	0.0917909	0.1583811	0.0088960	0.1297604	0.3438129	0.4480510	0.0185784	0.0951629	0.5216716	0.2202752	0.7539262	0.1327700	0.8345924	0.0067279
0.1936320	0.6657450	0.2363572	0.5943915	0.7266364	0.8053089	0.1854389	0.0108652	0.2391523	0.2582295	0.2567727	0.0766282	0.0640351	0.0837287	0.2456214	0.0123092	0.1153193	0.2453743	0.2611333	0.1502237	0.0363211	0.0186563	0.0359175	0.1367085	0.2364337	0.0295395	0.1050817	0.1193701	0.0766885	0.0498369	0.2820200	0.3793266	0.0150059	0.0879035	0.4507280	0.0633653	0.4784632	0.0241735	0.6683750	0.0013502
0.0906405	0.5951991	0.0898584	0.5502097	0.6668434	0.6591448	0.2596873	0.0004956	0.2555551	0.0919913	0.1546682	0.1133593	0.0295743	0.0925556	0.3203693	0.0111626	0.0812077	0.4290527	0.2596032	0.3135855	0.0535574	0.0848521	0.1258136	0.1635361	0.1338342	0.0215895	0.1337281	0.0068749	0.0299742	0.1248124	0.3723859	0.2539362	0.0264350	0.1062067	0.4476513	0.1703880	0.8683791	0.0012567	0.5737552	0.3938506
0.3884453	0.6021432	0.0003766	0.6386330	0.6700587	0.4520174	0.2790763	0.0000342	0.2794582	0.1919888	0.1449697	0.1206645	0.1259601	0.0854783	0.3602629	0.0574559	0.0619244	0.2647133	0.2778076	0.2303823	0.0001623	0.0147347	0.1177727	0.1734008	0.1357161	0.0454113	0.2502983	0.1423819	0.0114665	0.1361687	0.2883411	0.4417925	0.0313031	0.1360064	0.6297858	0.0000497	0.6668438	0.1538096	0.1831656	0.0036235
0.3000929	0.6108957	0.1000613	0.6516734	0.2045634	0.4994160	0.5283356	0.0022315	0.3611011	0.2169599	0.6892157	0.3827249	0.6010096	0.1190631	0.4177237	0.0830395	0.5476984	0.4403298	0.4401370	0.8053855	0.1074659	0.0992493	0.1468680	0.3722901	0.4722286	0.0468973	0.2165520	0.6859992	0.0663497	0.1689770	0.4061416	0.3582501	0.0434652	0.7518215	0.6183678	0.1971249	0.6213165	0.1455582	0.5196235	0.0175750
0.2405264	0.6070136	0.0215544	0.7364549	0.6627991	0.6572080	0.3547915	0.0153175	0.2390500	0.1497618	0.3718579	0.1041441	0.1223838	0.1015175	0.3043801	0.0610534	0.1031613	0.3531218	0.3029104	0.3949811	0.0447851	0.0106942	0.0682672	0.1932143	0.2552036	0.0349648	0.0819334	0.0531877	0.0655402	0.0971840	0.3760568	0.4641291	0.0291101	0.3896878	0.5694707	0.1438500	0.4846511	0.0073148	0.5570177	0.3463991
0.3070543	0.6740144	0.0597748	0.5689892	0.4940926	1.0000000	0.4356637	0.0195681	0.3675776	0.2102456	0.6826306	0.3499881	0.1908181	0.0906116	0.2391781	0.0930292	0.1904429	0.4146652	0.2653943	0.5418965	0.0703071	0.0372364	0.0579517	0.2223671	0.1651297	0.0038674	0.0976721	0.2147624	0.0668265	0.0538486	0.3933113	0.3912250	0.0479489	0.6653413	0.7343388	0.0000316	0.7114862	0.1479311	0.4151706	0.0013519
0.3582752	0.4114197	0.2883785	0.7251297	0.6163808	0.8342793	0.2075699	0.0287155	0.2127704	0.1304644	0.2180268	0.1641673	0.1070824	0.0004547	0.4031860	0.0203555	0.0862679	0.4225881	0.3566453	0.2384585	0.0011674	0.0373657	0.1345157	0.2726198	0.2773883	0.0350139	0.1318550	0.1212526	0.0180259	0.0782505	0.3436386	0.5482715	0.0173460	0.0471913	0.4355784	0.0000144	0.4760611	0.0695068	0.4722791	0.0889283
0.2279552	0.6589054	0.0416443	0.6436530	0.8002551	0.5390315	0.4466597	0.0044157	0.3235628	0.1909189	0.3860727	0.2322149	0.1153042	0.0017837	0.3044632	0.0832067	0.0885424	0.2960310	0.2928096	0.2394373	0.0017157	0.0485241	0.0763033	0.1887071	0.2938809	0.0218630	0.1522356	0.1663745	0.0651212	0.0859477	0.3192771	0.3113239	0.0123281	0.2910405	0.3071578	0.0721845	0.5807792	0.1803914	0.6130086	0.0015238
