"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
950	0.7472434	0.0559944	0.6471289	0.8176400	0.1635283	0.6057312	0.0606765	0.7400281	0.7209962	0.8007948
1000	0.7626738	0.2543324	0.6490145	0.7697659	0.2136275	0.7537693	0.0451187	0.8455401	0.7969299	0.7311603

0	0.8609060	0.2354285	0.6476047	0.7285212	0.1029495	0.6039858	0.0687410	0.9095839	0.8087639	0.8933898
50	0.7875537	0.4102139	0.7044566	0.5251055	0.1069735	0.6154718	0.1265213	0.7098604	0.8485577	0.6943476
100	0.9049681	0.6633339	0.7922965	0.4295367	0.0716958	0.7541290	0.1690213	0.5755466	0.6715267	0.5797809
150	0.7069549	0.7432679	0.6750692	0.4122720	0.0590606	0.5797212	0.2964993	0.4086477	0.7056038	0.6274369
200	0.8318089	0.5320705	0.6990215	0.5420358	0.0349128	0.5229655	0.3302791	0.3075151	0.7316363	0.6006693
250	0.7484440	0.7146571	0.6598261	0.4922733	0.0341559	0.5122092	0.3378125	0.2880460	0.6957441	0.6303288
300	0.9002360	0.6137928	0.7633711	0.5090883	0.0525583	0.3776466	0.3963430	0.3493123	0.6403192	0.5684157
350	0.6641404	0.6248408	0.7453666	0.5109007	0.0180144	0.4437171	0.3660444	0.3307153	0.7862931	0.6667600
400	0.7457071	0.6161013	0.8228180	0.4574123	0.0649384	0.4791227	0.4803647	0.2983546	0.8118794	0.8052423
450	0.6545839	0.5849884	0.9412930	0.5841234	0.0470889	0.5216856	0.3905097	0.3416946	0.8428701	0.7922721
500	0.7373447	0.5633133	0.7190741	0.4734084	0.0707840	0.5085447	0.3493062	0.2729107	0.7858188	0.5278900
550	0.7644526	0.2034434	0.7726440	0.6632882	0.0239495	0.4866305	0.3609044	0.3275405	0.7558758	0.7384242
600	0.6870529	0.1104923	0.7654513	0.7461255	0.0533520	0.3591126	0.3195612	0.6028281	0.6612242	0.7679254
650	0.8096921	0.0245248	0.6286409	0.8571224	0.1169655	0.5500128	0.1868163	0.6249338	0.6647719	0.7200144
700	0.7993927	0.1009951	0.7859195	0.6270637	0.3542933	0.6565625	0.1229998	0.7768308	0.7838666	0.7779619
750	0.7827367	0.2803540	0.8410926	0.7339200	0.2899262	0.6546244	0.0896545	0.7293227	0.6788224	0.6565585
800	0.9946217	0.2822744	0.7955838	0.6594413	0.1001731	0.7797525	0.0872229	0.7807773	0.7024500	0.7561558
850	0.6421813	0.1456422	0.8803389	0.6193446	0.1502597	0.5800969	0.1157008	0.6381290	0.7978526	0.7444535
900	0.7398541	0.0792117	0.8628083	0.8196435	0.0757133	0.8160160	0.0808490	0.6835495	0.6875193	0.6916949
950	0.8119057	0.0882647	0.7066505	0.7359567	0.1402633	0.7147239	0.0668864	0.9035042	0.7390702	0.7221234
1000	0.7825689	0.1379914	0.6961497	0.7015207	0.1360190	0.7463117	0.0497834	0.6779547	0.7802052	0.7683336

0	0.7659100	0.1678160	0.6717381	0.6646662	0.1095190	0.7270203	0.0814750	0.7325041	0.7772729	0.8976744
50	0.8586476	0.1517227	0.8363901	0.2055700	0.1960609	0.8760161	0.3108023	0.3994765	0.6800154	0.5166334
100	0.7719236	0.1778273	0.8427970	0.1158081	0.3235511	0.6556508	0.4019349	0.2597208	0.8428257	0.5935085
150	0.7590226	0.4210869	0.7511597	0.0633038	0.3384352	0.3123555	0.4846970	0.2897349	0.7898260	0.3734234
200	0.8164953	0.4419920	0.7637160	0.0357441	0.3052809	0.3139788	0.5727400	0.2299874	0.7382183	0.4695070
250	0.6896569	0.4955127	0.7807766	0.0550515	0.3445103	0.3386793	0.6870394	0.1901800	0.8103710	0.4366032
300	0.6604613	0.5218546	0.8512849	0.0299782	0.3306797	0.2130742	0.5291165	0.1645890	0.6622393	0.4916448
350	0.7578898	0.4167510	0.6956715	0.0317237	0.3380399	0.2662528	0.6425403	0.2044570	0.8003899	0.4349370
400	0.6570096	0.5707915	0.7798227	0.0328486	0.4094227	0.3968103	0.6170960	0.1909266	0.7134930	0.5770383
450	0.8326773	0.5280282	0.8330725	0.0546312	0.4228197	0.3313089	0.6191140	0.1048751	0.9149099	0.3950360
500	0.7782131	0.5452048	0.7787140	0.0553640	0.4591551	0.3213907	0.5667244	0.2089458	0.7694454	0.4292005
550	0.6060988	0.4900531	0.8355472	0.4738225	0.2053172	0.3463892	0.3982563	0.2752617	0.6623882	0.7902868
600	0.8192169	0.2792453	0.7536155	0.6841430	0.0570159	0.5102254	0.3420263	0.3251408	0.5975628	0.9135337
650	0.7848769	0.1660913	0.7193519	0.7403293	0.0617398	0.4269867	0.2513733	0.6142572	0.7780140	0.8408940
700	0.8514705	0.0739151	0.7468054	0.7141541	0.1040283	0.5260645	0.2316626	0.6129611	0.7410722	0.7337897
750	0.7858829	0.0491915	0.6396609	0.7284151	0.1946366	0.5484116	0.1142044	0.7383950	0.8288655	0.6420897
800	0.8918195	0.2087726	0.5477551	0.8434025	0.2100672	0.5416275	0.0424627	0.7307927	0.7233640	0.8208505
850	0.7461865	0.1881512	0.7114102	0.7024510	0.0812261	0.6509009	0.1144022	0.6448133	0.6911564	0.6392889
900	0.6524412	0.1021922	0.8329247	0.7363985	0.1183937	0.6837691	0.1034355	0.7604391	0.8511122	0.8212766
950	0.7656944	0.1758091	0.8196425	0.5501970	0.1799310	0.6699085	0.0413247	0.7273866	0.6970433	0.7822721
1000	0.6810775	0.1827423	0.7749756	0.7218417	0.1594387	0.7499908	0.0936140	0.6761546	0.8138463	0.6896838

0	0.8563807	0.2321796	0.7211321	0.5993641	0.1136864	0.7231606	0.0754345	0.8038832	0.7693778	0.7854747
50	0.6378207	0.1993102	0.7041801	0.7921171	0.1185345	0.7360511	0.2658921	0.7668147	0.7676834	0.7607789
100	0.7998905	0.3193636	0.6983889	0.6724651	0.1261441	0.7031023	0.2493891	0.8257242	0.7711431	0.6703473
150	0.6889335	0.2345622	0.7153171	0.7497350	0.0720065	0.4716116	0.3644154	0.7508703	0.7677284	0.5202461
200	0.7754106	0.1893142	0.6252384	0.7318059	0.0838734	0.4186015	0.3168203	0.7336870	0.5893699	0.7135243
250	0.7892971	0.2440868	0.7971432	0.8266692	0.0782017	0.4294938	0.3285106	0.6459443	0.7129279	0.8536658
300	0.7680766	0.1558212	0.7067417	0.7326871	0.0370507	0.4270804	0.3385870	0.8429363	0.7630483	0.7590620
350	0.6794707	0.1437236	0.7257660	0.6365395	0.0224114	0.4183595	0.3913067	0.6731110	0.7889821	0.7365383
400	0.7957822	0.1367914	0.8222068	0.8073159	0.0422533	0.4923955	0.3390650	0.6835339	0.8674636	0.6801180
450	0.6379267	0.1524584	0.8543164	0.7479637	0.1044960	0.3978405	0.3703548	0.6936327	0.7061942	0.6830355
500	0.7090891	0.1650732	0.8235859	0.7302179	0.0826385	0.4186217	0.3833060	0.7249117	0.7092148	0.6784867
550	0.8398229	0.0541001	0.6686395	0.8168097	0.0987968	0.3872123	0.1566888	0.7068469	0.8363802	0.7498154
600	0.7802774	0.0900880	0.7617927	0.9147865	0.1936291	0.4897738	0.1097195	0.6838066	0.8128445	0.7532404
650	0.6440819	0.1979838	0.6705737	0.7380742	0.1639263	0.6268584	0.0894291	0.7005830	0.8238799	0.6874068
700	0.7623114	0.1159672	0.7788128	0.7406727	0.0766926	0.7425342	0.1157458	0.5996839	0.7018767	0.9048390
750	0.7172752	0.0545480	0.7813511	0.7910148	0.0913678	0.7281676	0.1539901	0.7205892	0.7084106	0.5681874
800	0.7043184	0.0807610	0.8430108	0.7337725	0.1500626	0.8159668	0.0657314	0.7181125	0.8621657	0.6898038
850	0.7404726	0.1992943	0.7651040	0.7454144	0.2777064	0.6415713	0.0489117	0.6650755	0.8486217	0.6789353
900	0.8258879	0.2076618	0.7811820	0.8537180	0.0915095	0.7005110	0.0799465	0.7846491	0.7807106	0.7758821
950	0.7348295	0.1254203	0.7429647	0.6101273	0.0556557	0.8395502	0.0603411	0.8424231	0.7572013	0.9076861
1000	0.6812367	0.0817322	0.8258337	0.6581138	0.0695554	0.7240981	0.0879711	0.6834975	0.8349122	0.7897111

0	0.9158000	0.2363948	0.7510452	0.6625226	0.1078614	0.6584084	0.0810965	0.7468234	0.7302708	0.8044531
50	0.5976180	0.1552520	0.7450318	0.4950433	0.3328473	0.6457952	0.0667379	0.2289688	0.7175888	0.1614215
100	0.6348361	0.4755495	0.8213082	0.3377528	0.4304831	0.7409750	0.0279250	0.0735747	0.7031644	0.1057151
150	0.7406424	0.6301707	0.6850434	0.3401761	0.3827936	0.6669183	0.1907766	0.0504358	0.7564272	0.0914273
200	0.7699854	0.5170757	0.7145335	0.4062921	0.2858029	0.8092783	0.3323196	0.0701340	0.8022243	0.0965588
250	0.7435842	0.4314935	0.5972262	0.4103329	0.2546638	0.5895577	0.2874727	0.0283236	0.7913322	0.1280375
300	0.7444946	0.4761886	0.7082465	0.3163774	0.2653461	0.5547917	0.3744415	0.0185754	0.8043531	0.1011225
350	0.8197641	0.4282138	0.5844700	0.4209467	0.3540045	0.3228819	0.3333293	0.0175996	0.7811523	0.1221530
400	0.6313417	0.4337747	0.6683625	0.4182277	0.2967391	0.2575134	0.3155038	0.0188324	0.7821687	0.0971042
450	0.7681600	0.4444008	0.7486681	0.4106798	0.2920765	0.4024192	0.2950767	0.0396197	0.7630461	0.1072536
500	0.6736243	0.4525437	0.8048179	0.3590881	0.2817011	0.5156274	0.2677794	0.0404662	0.6667195	0.1782382
550	0.7609148	0.3542569	0.6933198	0.6333976	0.1046942	0.5256254	0.3260755	0.4078775	0.7656069	0.6726305
600	0.8272885	0.2018838	0.7026449	0.6410873	0.0283119	0.4324634	0.3023125	0.5560321	0.7283607	0.6682258
650	0.6851083	0.0785534	0.7675008	0.6833732	0.0599781	0.4944209	0.1703338	0.6557278	0.7650022	0.7042964
700	0.7899366	0.0184387	0.6616126	0.6998294	0.1553541	0.6327561	0.2002448	0.7866549	0.6764142	0.7103419
750	0.6746020	0.1613052	0.6550024	0.6871006	0.2526023	0.6256814	0.0857722	0.8137626	0.8681778	0.6673853
800	0.7107708	0.3345464	0.7420635	0.7500942	0.1792938	0.6777994	0.1106991	0.7798660	0.9719192	0.7643245
850	0.6580721	0.1696400	0.6473147	0.7093328	0.0803450	0.7753527	0.1052081	0.7701329	0.8573153	0.8638267
900	0.5433469	0.0689006	0.6174857	0.8432321	0.1543029	0.6819278	0.0876958	0.8250251	0.7072011	0.6488402
950	0.8330978	0.1236206	0.7923621	0.6536843	0.1213080	0.5806178	0.0765518	0.7080348	0.6862885	0.6682620
1000	0.7725618	0.1688119	0.7116054	0.6515554	0.1488537	0.6490092	0.0608956	0.7650248	0.8565535	0.6297895

0	0.7738758	0.2539423	0.7731394	0.7042219	0.1354504	0.7023712	0.0655425	0.6655959	0.7859449	0.6948159
50	0.6387837	0.0358261	0.7615970	0.7404805	0.1518108	0.7213543	0.0374333	0.7386949	0.1302744	0.7598505
100	0.6938579	0.2999733	0.6351654	0.8130628	0.3540400	0.8281853	0.0682070	0.7291596	0.1229542	0.8619748
150	0.6341210	0.3543556	0.6195583	0.7406709	0.2783683	0.7676777	0.2078240	0.8202385	0.1182992	0.6746811
200	0.5736264	0.4692035	0.6567520	0.6655929	0.3355443	0.6869994	0.2592814	0.5121559	0.1008268	0.6613100
250	0.6476764	0.4231777	0.6490869	0.8050667	0.3246284	0.7110536	0.2677733	0.5430242	0.1044886	0.8027912
300	0.6738033	0.3740042	0.7469378	0.8428585	0.2656456	0.7352811	0.2360952	0.4989474	0.1069991	0.7035852
350	0.7958965	0.3605726	0.7404537	0.7384479	0.3690536	0.4928341	0.2928147	0.5221437	0.1494186	0.8436785
400	0.7253013	0.3612944	0.7466740	0.6911347	0.2657106	0.5576332	0.3505506	0.4105590	0.1412334	0.8436708
450	0.7075122	0.4389570	0.7580427	0.8102489	0.2840587	0.5190264	0.2582639	0.5235214	0.1169837	0.7600036
500	0.6947767	0.4334880	0.9598133	0.7417360	0.3125243	0.4814255	0.2105919	0.5019242	0.1086205	0.6965323
550	0.8417163	0.4018363	0.8555767	0.7982930	0.1408299	0.5668855	0.3671849	0.4878125	0.7803576	0.9572390
600	0.5981039	0.2418927	0.7285754	0.7932198	0.0825593	0.4443216	0.2111608	0.4865169	0.7385391	0.7613490
650	0.7650385	0.1555192	0.6487581	0.7562597	0.0818625	0.4078504	0.1985808	0.5491091	0.7294243	0.7576226
700	0.8895811	0.1085466	0.7267567	0.6535938	0.1036224	0.5515823	0.1328457	0.6710847	0.6522206	0.7830741
750	0.6125863	0.0543109	0.6589669	0.8706903	0.1929662	0.6322539	0.1272842	0.6217625	0.7654821	0.7767678
800	0.8636584	0.3148587	0.7005360	0.9112581	0.1326706	0.6586789	0.0534211	0.8181561	0.7520687	0.6204864
850	0.8175489	0.2744887	0.7898305	0.7298947	0.1007857	0.8173063	0.1178907	0.7468801	0.8401725	0.7261956
900	0.6951246	0.1736182	0.6881029	0.7217028	0.0643686	0.7125969	0.0899388	0.7168569	0.8123158	0.7583506
950	0.7466964	0.0616177	0.7691722	0.6694846	0.0786531	0.7222360	0.1527944	0.8132827	0.6662455	0.6862584
1000	0.8264471	0.0623381	0.7703309	0.7249573	0.1069836	0.6935312	0.1018761	0.8058790	0.6941767	0.7865911

0	0.9157089	0.2509931	0.7369554	0.7660905	0.1176576	0.6233436	0.1128877	0.6039357	0.6812776	0.7483466
50	0.8038674	0.0880666	0.8068599	0.7281993	0.3102681	0.6762975	0.0908849	0.7984545	0.7991484	0.6854012
100	0.7798557	0.2539642	0.6792247	0.8294305	0.2183804	0.8721015	0.0618924	0.7590251	0.7777877	0.6890799
150	0.7964616	0.2765538	0.7418863	0.6454541	0.0472377	0.8544064	0.1023845	0.6447820	0.8825734	0.7888918
200	0.7422715	0.1089108	0.5756929	0.7402940	0.0393951	0.7111250	0.1532857	0.7332396	0.7862276	0.9232775
250	0.7972900	0.1705733	0.5598508	0.7436019	0.0914556	0.6898402	0.0753608	0.6593968	0.7160041	0.6023990
300	0.7923411	0.0782063	0.6139901	0.7842377	0.1219790	0.6928116	0.0916360	0.7950855	0.7774818	0.7362135
350	0.7787058	0.1138797	0.7237970	0.7972848	0.1003599	0.6593645	0.0634292	0.7176193	0.6600018	0.8129655
400	0.7503437	0.0768009	0.7536246	0.8348449	0.1291575	0.7116033	0.0263687	0.8519638	0.7361466	0.7285453
450	0.8725473	0.1419675	0.8870639	0.7124428	0.1058027	0.6432215	0.0415190	0.6356937	0.7349271	0.7278373
500	0.7632200	0.0988295	0.6751850	0.7706736	0.1443455	0.6479019	0.0766391	0.7562507	0.6962187	0.6921475
550	0.7386334	0.1193758	0.8631904	0.7462652	0.0874539	0.7268663	0.0652147	0.8368815	0.8188371	0.6636431
600	0.7992738	0.1338917	0.7228129	0.7740211	0.1165339	0.8095096	0.0464461	0.7580451	0.7099236	0.7275780
650	0.8267383	0.1190369	0.7505821	0.6374996	0.0866902	0.7475438	0.0728886	0.5988536	0.7741459	0.6319209
700	0.7022403	0.1036512	0.7059866	0.7719252	0.1724586	0.6619491	0.0733257	0.6500002	0.8227239	0.7056619
750	0.6802022	0.1750026	0.7978850	0.7494247	0.2074891	0.5495101	0.0511249	0.7522453	0.8485559	0.7488834
800	0.6290688	0.2375023	0.6527370	0.7952069	0.0897800	0.6981419	0.0669991	0.7324643	0.7365279	0.7900689
850	0.6261643	0.1319284	0.6432614	0.7809709	0.0933984	0.8169237	0.0910466	0.7374999	0.8265557	0.7440136
900	0.7823642	0.0920762	0.6294782	0.7365073	0.0797464	0.7106709	0.1001319	0.6377981	0.7284995	0.6907491
950	0.8167671	0.1007392	0.6958357	0.8087091	0.0811182	0.5725210	0.1043700	0.6393951	0.7514891	0.7455095
1000	0.7788440	0.0787954	0.6651332	0.8339062	0.1228220	0.6869782	0.0548765	0.6580789	0.6950988	0.8399434

0	0.6886837	0.1678259	0.5948126	0.6788600	0.1219951	0.7479009	0.0720209	0.7965152	0.7169066	0.7542415
50	0.6422106	0.1425739	0.7695090	0.7715256	0.2863029	0.6577690	0.0931169	0.7422450	0.7863042	0.7006088
100	0.6489450	0.3688821	0.6197288	0.6687040	0.2642968	0.7903449	0.0781757	0.8455973	0.8069409	0.8629577
150	0.6975557	0.4500326	0.6815753	0.6473841	0.1865732	0.7469316	0.1465295	0.8485663	0.6560634	0.6501436
200	0.7814672	0.2262396	0.7877169	0.6468880	0.2042050	0.7556885	0.2003358	0.6228126	0.8372355	0.6596968
250	0.6052809	0.2352695	0.7794056	0.6299852	0.2505720	0.5528298	0.2136046	0.6908721	0.8419988	0.7266820
300	0.7697683	0.2709374	0.6602762	0.6491310	0.1904371	0.4766784	0.1877929	0.6142566	0.7689605	0.8818942
350	0.7829037	0.3803778	0.8585822	0.8251150	0.1625890	0.6249388	0.1478347	0.6840887	0.8415461	0.7900735
400	0.6940147	0.3360237	0.6244357	0.8254533	0.1543356	0.6036082	0.1543961	0.6716206	0.8088033	0.8183397
450	0.8041378	0.2218512	0.7027969	0.7981852	0.1492455	0.5865034	0.1926235	0.5490297	0.7088061	0.6721645
500	0.6937946	0.2015553	0.7814276	0.7479783	0.2054127	0.6010127	0.1176291	0.6038022	0.7614142	0.8199075
550	0.6337785	0.0967808	0.6151918	0.6032697	0.0653343	0.6857862	0.1141356	0.7005152	0.8739585	0.9631335
600	0.9745871	0.1397680	0.6551611	0.6956956	0.0778095	0.6745754	0.1044252	0.7765714	0.8061182	0.6794183
650	0.7110172	0.0938858	0.7658719	0.7766038	0.1847101	0.6181211	0.0366728	0.7785426	0.7552866	0.9088319
700	0.8321780	0.2108308	0.6359525	0.7515952	0.2059903	0.6248281	0.0531915	0.7321165	0.7939234	0.7368192
750	0.8199162	0.1562421	0.7112446	0.7061858	0.0669953	0.7613860	0.0764055	0.7192297	0.6693202	0.7350200
800	0.7429754	0.1488506	0.7658489	0.7888160	0.1123786	0.8096176	0.0564378	0.7152709	0.6797479	0.8481791
850	0.8265327	0.1253172	0.8625279	0.6824596	0.1467309	0.6633547	0.0862339	0.6568432	0.6801983	0.8712190
900	0.7305869	0.1279384	0.8998542	0.8251753	0.1444172	0.7546519	0.0510395	0.7355002	0.7995071	0.8115515
950	0.6659329	0.2019187	0.7523804	0.7206471	0.1480677	0.8328526	0.0443914	0.6376734	0.6765665	0.8001166
1000	0.7099768	0.1740575	0.8065415	0.7603127	0.1064852	0.7931885	0.1030983	0.6550813	0.6480190	0.6974685

0	0.7520208	0.2199853	0.7333934	0.6527591	0.1036707	0.7362270	0.0680004	0.7793801	0.7311486	0.6965885
50	0.8223915	0.0679230	0.7820917	0.7144828	0.2290997	0.5620145	0.1118439	0.6718980	0.8248878	0.2575354
100	0.8560230	0.1977374	0.6644962	0.8054973	0.2532133	0.6451661	0.0699756	0.6531693	0.6663462	0.2256643
150	0.8247318	0.2691565	0.6994832	0.7033201	0.0914337	0.7731665	0.0159098	0.6591141	0.8545087	0.2007953
200	0.7849994	0.1324354	0.6194779	0.7309485	0.0453114	0.7437549	0.0930593	0.7185420	0.7836391	0.2586554
250	0.8120268	0.0872619	0.6419302	0.7396131	0.1560908	0.6979335	0.0622404	0.6267428	0.7504340	0.2687163
300	0.7383331	0.0932792	0.7210690	0.7680785	0.1381239	0.5217109	0.0391410	0.6847914	0.6442826	0.2375813
350	0.6848203	0.2402592	0.5718984	0.7907494	0.1613685	0.5579213	0.0398643	0.6883847	0.6785214	0.2378687
400	0.8450495	0.1547709	0.4908452	0.6877940	0.0825300	0.6867936	0.0623372	0.5479447	0.8953519	0.2785177
450	0.6592843	0.1499826	0.6374624	0.7808862	0.0702189	0.6024261	0.0543967	0.6303489	0.6748556	0.2178544
500	0.7633204	0.0440636	0.5744149	0.8317127	0.0919549	0.7275194	0.0539842	0.6295434	0.7324951	0.2201561
550	0.7414189	0.0822446	0.6718035	0.7306172	0.1954040	0.7871658	0.0391551	0.7100672	0.6926599	0.6444120
600	0.7323417	0.2941252	0.7896591	0.7466553	0.1648027	0.7200239	0.0437807	0.7839499	0.7175714	0.7169252
650	0.6987918	0.2361020	0.7834534	0.7884455	0.0641805	0.7683629	0.1160094	0.7886321	0.6579283	0.6855875
700	0.7997602	0.0712772	0.6843731	0.7081695	0.0626319	0.7329612	0.1184836	0.7116047	0.6178208	0.7710302
750	0.8049484	0.0499510	0.8002955	0.6362519	0.2658250	0.7604009	0.0590312	0.7700358	0.5874626	0.7001495
800	0.6785909	0.1823956	0.7000097	0.7029370	0.2634873	0.6507074	0.0665437	0.8031898	0.6639896	0.6531599
850	0.6700876	0.1813983	0.7404546	0.7641679	0.1911733	0.5845168	0.0790258	0.5589410	0.7729529	0.8763904
900	0.6846999	0.1969306	0.6047951	0.7132282	0.0438511	0.7435477	0.1198835	0.7487782	0.7514303	0.6742178
950	0.7383573	0.0382326	0.7363648	0.7128570	0.0871286	0.7587558	0.0643501	0.6502526	0.7412094	0.8534222
1000	0.6716369	0.0939678	0.6765087	0.8036914	0.1984389	0.7055425	0.0893180	0.6525961	0.7008104	0.7353317

0	0.8738208	0.2253029	0.7015200	0.7015879	0.1239578	0.7067367	0.0617982	0.8690657	0.8042577	0.7914714
50	0.8140380	0.0757828	0.6562405	0.6305932	0.1755138	0.6904577	0.4858190	0.8432144	0.8665049	0.8329364
100	0.8617218	0.1983747	0.6642767	0.6598618	0.2253466	0.5034440	0.3485889	0.6855213	0.6931974	0.7208736
150	0.8141348	0.2514053	0.7523300	0.6187968	0.1225966	0.4064325	0.4268984	0.7038540	0.6536553	0.7163428
200	0.7555921	0.1552538	0.8067135	0.7319858	0.1007840	0.3282150	0.4525579	0.8585555	0.6358637	0.6166754
250	0.8034567	0.1068537	0.8303604	0.6059972	0.0809548	0.3663123	0.4805273	0.7506321	0.7074239	0.9096566
300	0.6886183	0.0516146	0.7866914	0.7494409	0.0832273	0.2723763	0.4677479	0.7037323	0.6614164	0.9553403
350	0.7586107	0.0653770	0.7935200	0.7221163	0.1514980	0.3548191	0.4872319	0.7400314	0.7280592	0.7422913
400	0.6686405	0.1765316	0.8799256	0.7900812	0.1904895	0.3253615	0.5046461	0.7891064	0.7579884	0.7456613
450	0.7386399	0.2017042	0.6829712	0.7948527	0.1032651	0.2241859	0.4568100	0.7897032	0.8035197	0.6879740
500	0.7378126	0.1370942	0.9681607	0.7298779	0.0414651	0.2830246	0.5484247	0.7419664	0.9050622	0.7355970
550	0.8345082	0.0696265	0.7087860	0.6534988	0.0688730	0.2674522	0.2271299	0.6992931	0.7997387	0.7009520
600	0.8333815	0.0464645	0.6269495	0.7051746	0.1330892	0.3925837	0.1212455	0.7393025	0.8552868	0.8487389
650	0.8633290	0.2121805	0.7322487	0.8085169	0.3265332	0.4712931	0.0638866	0.7326264	0.7495766	0.5552927
700	0.6834144	0.2307016	0.6264814	0.6600626	0.1157300	0.6843458	0.0562791	0.6768663	0.7356391	0.7365718
750	0.7320446	0.2135916	0.7471424	0.9206734	0.0465214	0.6542155	0.1295007	0.6793336	0.7418665	0.7876426
800	0.7958725	0.0834892	0.7081874	0.8417829	0.0805038	0.6308310	0.0706279	0.7587382	0.8224900	0.6894212
850	0.6306286	0.0423395	0.6970266	0.7869506	0.1331309	0.6283538	0.0643029	0.7279963	0.7518640	0.6654530
900	0.7660731	0.1366513	0.6316827	0.6449888	0.2901440	0.7958444	0.0648600	0.7143538	0.7436736	0.7847937
950	0.7087001	0.2092108	0.6270998	0.6656065	0.1529742	0.8646633	0.0487520	0.6785793	0.8465600	0.8282414
1000	0.7342749	0.1333872	0.6978790	0.8004198	0.0597662	0.6568940	0.1136128	0.8031055	0.6822450	0.6785862
