"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
200	0.1008151	0.4375471	0.4749283	0.0298056	0.4742656	0.8439510	0.3348123	0.7767094	0.6154103	0.5896679
250	0.0612142	0.6155558	0.4212593	0.0151105	0.6702988	0.6192585	0.2933326	0.6359616	0.7652736	0.8161762
300	0.0148189	0.6236531	0.3285140	0.0472199	0.5651915	0.7107543	0.3701956	0.6523667	0.4988269	0.6480297
350	0.1019585	0.6119391	0.2448984	0.0780524	0.5439647	0.5787868	0.3384410	0.5912888	0.5020180	0.6784439
400	0.0741629	0.5002231	0.2001531	0.0419633	0.6012635	0.8154882	0.3447909	0.7821962	0.5273539	0.7222113
450	0.1146803	0.6626764	0.2214874	0.0581315	0.6591623	0.7501954	0.3700210	0.6448328	0.4086351	0.7518866
500	0.2046408	0.5814185	0.2280083	0.0949544	0.7375694	0.7808806	0.3854531	0.6472946	0.4007021	0.7009279
550	0.2804923	0.4054796	0.2904721	0.1933353	0.8341384	0.7857207	0.4637090	0.7422901	0.5952644	0.6829153
600	0.3861104	0.2508050	0.2081481	0.2399914	0.7569166	0.8102180	0.3955286	0.8810368	0.5074073	0.6998459
650	0.5248325	0.2090758	0.3823228	0.2853152	0.6844353	0.7525468	0.4340937	0.6896912	0.5564544	0.6805461
700	0.4795641	0.2210915	0.5283076	0.2526135	0.6556307	0.7646246	0.3618896	0.7439282	0.7331097	0.7294064
750	0.3449541	0.2542783	0.4930993	0.2214907	0.5319556	0.6339205	0.3933447	0.7289525	0.6478361	0.5439694
800	0.4383349	0.2487496	0.5816387	0.2593781	0.7461320	0.6546530	0.2892639	1.0000000	0.6639590	0.7076796
850	0.4051536	0.2282659	0.5690454	0.2976477	0.7449437	0.7447479	0.3319760	0.7850693	0.6183982	0.7867557
900	0.4567785	0.2478425	0.6658847	0.2130178	0.6266121	0.7540512	0.3865317	0.6571632	0.6498758	0.6838303
950	0.4917848	0.2441804	0.6432379	0.2376107	0.7169329	0.7492584	0.3459074	0.7266077	0.6652839	0.6503771
1000	0.4447214	0.3151958	0.6644101	0.2164459	0.8019131	0.7452599	0.2345807	0.7665955	0.7855775	0.8671033

0	0.4101019	0.2662811	0.8205270	0.1462644	0.7207937	0.8372123	0.4072419	0.8211980	0.6627604	0.6060294
50	0.4516693	0.0579827	0.7468438	0.1821759	0.6924314	0.8474755	0.2049851	0.7056554	0.6691305	0.8776174
100	0.4568671	0.0355265	0.7232500	0.1992808	0.8916692	0.7071694	0.3082447	0.6621318	0.6403914	0.8351109
150	0.5117329	0.0137636	0.7376319	0.1846283	0.6037854	0.6809277	0.3071403	0.6876851	0.5582457	0.6533834
200	0.3995295	0.0348622	0.6910441	0.2416506	0.7025638	0.7344869	0.3117470	0.7158560	0.6909628	0.8848264
250	0.4256472	0.0345478	0.8501550	0.2402585	0.6372454	0.7323196	0.3651749	0.7582309	0.7385969	0.7724775
300	0.4758109	0.0219462	0.6626508	0.2059577	0.8030021	0.7836694	0.3237376	0.6003085	0.6986590	0.7927402
350	0.4154171	0.0170047	0.7085254	0.1357336	0.7301071	0.6960883	0.3538483	0.6289058	0.6294437	0.8267835
400	0.4190707	0.0159204	0.7550463	0.1860972	0.6380632	0.8106118	0.3841856	0.7131774	0.7451675	0.6259104
450	0.3455743	0.0315073	0.6680525	0.2036489	0.8018488	0.7072299	0.3034772	0.7413024	0.8355600	0.6985769
500	0.3714371	0.0249745	0.6617477	0.2078262	0.7674061	0.5749882	0.3934811	0.6784970	0.6487327	0.7216058
550	0.3896551	0.1891396	0.7111263	0.2185062	0.7476434	0.7968340	0.2435084	0.8071825	0.6623413	0.6913994
600	0.4468691	0.2015205	0.6209702	0.1632358	0.7341217	0.8654007	0.3373521	0.7076164	0.8047372	0.7624913
650	0.4766636	0.1915381	0.6568918	0.1950346	0.7271415	0.6757618	0.3431102	0.7210269	0.6748997	0.7180569
700	0.4700348	0.2038053	0.7660647	0.1772220	0.7976670	0.6931856	0.3922453	0.6243036	0.7606541	0.7732301
750	0.4192915	0.2756583	0.5698906	0.1407018	0.7453602	0.6179165	0.3299982	0.7884891	0.6603240	0.6635751
800	0.3643396	0.2254193	0.5625661	0.1443448	0.7841765	0.6319163	0.4554498	0.6942611	0.7057615	0.7961485
850	0.4132298	0.2807083	0.6862270	0.1426624	0.7779924	0.7516877	0.4015298	0.8170221	0.6415814	0.7436634
900	0.4651657	0.2520143	0.7479808	0.1474324	0.8055986	0.6298868	0.4209303	0.6699206	0.7899649	0.7831894
950	0.4940888	0.2050951	0.7226504	0.2192740	0.5668956	0.7389549	0.3321826	0.6830687	0.9196945	0.7276027
1000	0.4532528	0.2792089	0.6577923	0.1782893	0.7214562	0.6397703	0.3353543	0.6622087	0.7149579	0.7324180

0	0.5381943	0.2330062	0.7311939	0.1534141	0.7445203	0.8298315	0.3169360	0.9318719	0.7211832	0.6189353
50	0.4471947	0.0616636	0.6927912	0.0397021	0.7572302	0.7375995	0.4446635	0.5602039	0.7253616	0.5738953
100	0.4331776	0.0368854	0.7002706	0.0172617	0.7208248	0.7060471	0.2962421	0.4640754	0.7027267	0.8116748
150	0.2950536	0.0347907	0.6773296	0.0097285	0.6480788	0.6958996	0.2809163	0.5845521	0.6510258	0.6213166
200	0.1865574	0.0389236	0.6557249	0.0155523	0.7179203	0.6886951	0.2709194	0.5773660	0.6314860	0.7427968
250	0.1385003	0.0798925	0.7342177	0.0019296	0.6830957	0.6753080	0.2785209	0.5915798	0.7236331	0.5947739
300	0.0842776	0.0831586	0.6655655	0.0080941	0.6631345	0.9110476	0.3375307	0.6118431	0.8652589	0.6817032
350	0.1506137	0.0927254	0.6323595	0.0131637	0.6070466	0.7405348	0.3449214	0.7031176	0.6334722	0.7176021
400	0.1626783	0.1147303	0.7973195	0.0152777	0.6704697	0.5716755	0.3593175	0.6478103	0.6918036	0.7428751
450	0.0770478	0.1481301	0.6840512	0.0012466	0.6767206	0.7347351	0.2939815	0.5651677	0.7290069	0.8477981
500	0.1370618	0.1548233	0.7268833	0.0040142	0.7477337	0.6803636	0.3188470	0.5720437	0.6833677	0.7907829
550	0.2499876	0.6238599	0.7118820	0.1362257	0.7228866	0.7186881	0.2939729	0.7079217	0.6614112	0.6230725
600	0.6427304	0.4319230	0.5687496	0.2327321	0.8227060	0.8377782	0.3292528	0.5745958	0.6577280	0.7162257
650	0.5641086	0.2576527	0.3858315	0.2573879	0.7187601	0.7728103	0.3102969	0.6629362	0.6722854	0.7275717
700	0.4655315	0.2146106	0.5075489	0.2228897	0.5386403	0.7140998	0.2590732	0.8268631	0.5888547	0.8375665
750	0.4191680	0.2528100	0.6945302	0.2134320	0.6820397	0.7440343	0.3100876	0.6370594	0.5613172	0.6957030
800	0.4820156	0.2013053	0.5203596	0.2084576	0.7342653	0.6849900	0.3940857	0.5930724	0.6734823	0.6800792
850	0.5109938	0.1509668	0.7169832	0.2104012	0.8117823	0.6546707	0.3102061	0.6167542	0.7395953	0.8499395
900	0.5607673	0.1419748	0.7411076	0.2965065	0.8402617	0.6397914	0.3202291	0.7806567	0.6495795	0.6865212
950	0.4471773	0.1440063	0.7555104	0.2204961	0.6884216	0.8268395	0.3411775	0.5401257	0.6571437	0.8140589
1000	0.4972580	0.2415723	0.7292362	0.1877213	0.7244521	0.7911086	0.3499773	0.6715921	0.5986083	0.8023092

0	0.6608989	0.2149517	0.6996411	0.1485061	0.6730601	0.8474469	0.3736408	0.7502716	0.7598225	0.6324821
50	0.3956539	0.0806724	0.6125171	0.0274773	0.7002003	0.6545547	0.2915304	0.5705967	0.5241686	0.7096726
100	0.4092841	0.0437504	0.8372497	0.0159691	0.6777919	0.6872605	0.3098655	0.6111857	0.5866303	0.8196007
150	0.3492825	0.0271625	0.8104014	0.0130152	0.6557897	0.7620855	0.3978411	0.9199234	0.4558249	0.6635163
200	0.1932276	0.0419598	0.7035510	0.0085629	0.7735518	0.8645106	0.3324797	0.6634759	0.6074730	0.6542747
250	0.1741949	0.0852147	0.7061757	0.0066238	0.6594976	0.7962868	0.2513428	0.6563689	0.6266024	0.7997416
300	0.1451022	0.1190849	0.6852994	0.0083932	0.8293639	0.8241799	0.3115157	0.7023625	0.4987851	0.6221025
350	0.2075198	0.0765801	0.7914819	0.0048794	0.7947411	0.6465801	0.3362742	0.5750814	0.5763573	0.7613710
400	0.0906311	0.0969728	0.5635266	0.0044111	0.8788914	0.6707274	0.3433852	0.8206142	0.4460297	0.8157181
450	0.1184561	0.1544753	0.7083194	0.0079906	0.9250074	0.7335299	0.3236604	0.8274021	0.4544422	0.7485456
500	0.1430315	0.0760448	0.7642466	0.0062091	0.7452777	0.7431821	0.3028287	0.7288760	0.6170664	0.7783154
550	0.2502380	0.3618849	0.6491359	0.1118253	0.7794519	0.7367222	0.3153867	0.7600446	0.7677455	0.8476704
600	0.4207189	0.4239343	0.5557602	0.1473287	0.6582515	0.7376602	0.3286277	0.7298736	0.6649878	0.7656841
650	0.4222026	0.2469836	0.3878317	0.2703007	0.8004253	0.6154090	0.3366471	0.6798221	0.6087398	0.6439869
700	0.4665685	0.2121589	0.5368401	0.1938582	0.6579667	0.7280177	0.3054424	0.8284454	0.6760527	0.6282876
750	0.4019536	0.2022575	0.6490339	0.2023594	0.6939901	0.5928178	0.4139951	0.7293605	0.6263218	0.7870193
800	0.5377247	0.2419255	0.6099705	0.1907468	0.8289816	0.6352818	0.3900272	0.9129940	0.6482123	0.6843190
850	0.4556367	0.2092302	0.5514959	0.1790531	0.6323057	0.7056207	0.2522541	0.6123538	0.6437267	0.6128693
900	0.4436644	0.1843506	0.6002802	0.1912218	0.7279801	0.5822620	0.2995157	0.7172312	0.5782795	0.6780666
950	0.4968856	0.2068964	0.6391741	0.1850378	0.6669698	0.6149345	0.3538135	0.6334742	0.6929188	0.8486615
1000	0.4328781	0.1901289	0.7029635	0.1887575	0.5916972	0.7345722	0.3135920	0.6434570	0.7009436	0.7642446

0	0.5574800	0.2636566	0.7145770	0.1857322	0.9689680	0.8343627	0.3530035	0.7965113	0.7001547	0.6500307
50	0.2490873	0.2257659	0.6387720	0.1733782	0.8267624	0.6464276	0.3568793	0.2481629	0.6170393	0.6679112
100	0.3392867	0.2645985	0.7136835	0.2026011	0.7324462	0.6960603	0.2838072	0.0717791	0.6630746	0.7332246
150	0.2056717	0.2350270	0.4437817	0.1503621	0.8123361	0.6375892	0.1489717	0.0765110	0.5288453	0.5913258
200	0.2931896	0.2823262	0.3691780	0.2732781	0.7446185	0.5990033	0.0933534	0.0333911	0.6611088	0.6874959
250	0.3700332	0.3422869	0.2781241	0.2451302	0.5934303	0.7676986	0.1126480	0.0402687	0.6508424	0.7055692
300	0.2939867	0.2696474	0.1537929	0.2478719	0.6308868	0.7753376	0.0602283	0.0642214	0.6393311	0.7557746
350	0.2490812	0.3900739	0.1271285	0.4557925	0.6385931	0.7697683	0.0639918	0.0318488	0.8160955	0.8208849
400	0.2608663	0.3411310	0.1869548	0.3289710	0.7546210	0.8736187	0.0809847	0.0447928	0.6076410	0.6587967
450	0.4221491	0.2751482	0.1949606	0.4463273	0.7768217	0.6979619	0.0453512	0.0244792	0.8491683	0.6987594
500	0.3202962	0.2800008	0.2874810	0.3220895	0.6364099	0.8745188	0.0360870	0.0318750	0.5841470	0.7969832
550	0.6042204	0.1751722	0.2949297	0.3870442	0.8237932	0.7764223	0.0800770	0.5955351	0.7130727	0.7254000
600	0.6291603	0.2075420	0.5161488	0.3785438	0.7535606	0.7219140	0.1887742	0.7144756	0.7013560	0.7196753
650	0.5298471	0.2207832	0.5843729	0.3049998	0.7553634	0.7244055	0.2451821	0.6538515	0.5225348	0.8126209
700	0.5371953	0.1804338	0.6499194	0.2462413	0.6304120	0.7507169	0.3386731	0.7947221	0.6809878	0.5151240
750	0.4617018	0.2189369	0.6667683	0.2010604	0.7389275	0.6809239	0.3547201	0.7216774	0.5518944	0.7530103
800	0.4090601	0.2249233	0.6486964	0.1695526	0.8333027	0.7713506	0.3699189	0.7596525	0.6380085	0.8001746
850	0.5397153	0.1800860	0.5670624	0.2922380	0.5675973	0.8721907	0.3255978	0.7293128	0.5922988	0.6124377
900	0.4335650	0.2027502	0.6479952	0.1884930	0.6621096	0.6603235	0.4242129	0.7421681	0.6017698	0.6596367
950	0.5795722	0.1688904	0.5891763	0.2267046	0.6682871	0.7018349	0.3215942	0.7334883	0.7013619	0.7339727
1000	0.4332153	0.1714139	0.7414245	0.2042526	0.7450422	0.6660670	0.2951174	0.6661483	0.7738925	0.6299977

0	0.4881857	0.1783062	0.6143661	0.1689479	0.7154076	0.8122551	0.3540982	0.7484552	0.6169172	0.7329011
50	0.4758725	0.1571103	0.7237132	0.0858920	0.7583276	0.6091399	0.4337180	0.6888726	0.7582835	0.6408204
100	0.5737574	0.2778367	0.7992343	0.0535725	0.6990649	0.7376225	0.4484344	0.7331992	0.6478452	0.6907224
150	0.3356615	0.2644766	0.6537830	0.0149366	0.8121966	0.6266841	0.5081899	0.8223255	0.6635262	0.6547943
200	0.2279612	0.2541267	0.6611486	0.0093252	0.8455245	0.6774628	0.4862494	0.6679508	0.7563167	0.5798263
250	0.1620732	0.2968369	0.4977264	0.0087770	0.6713826	0.6542900	0.3661915	0.6517462	0.7349146	0.7565826
300	0.1288399	0.3517305	0.5332788	0.0161274	0.7274111	0.7145059	0.4138646	0.6945958	0.6141382	0.7322176
350	0.1506331	0.4792842	0.4025304	0.0117886	0.6499669	0.6678489	0.4362269	0.7227506	0.6042587	0.7109838
400	0.0990113	0.5423660	0.2899591	0.0153477	0.7283087	0.7467464	0.4591301	0.7824697	0.5840673	0.6366078
450	0.1789582	0.4961193	0.3153191	0.0454823	0.6883097	0.8499639	0.3700311	0.7314843	0.6637856	0.7977374
500	0.1792792	0.4552197	0.3432801	0.0580487	0.6909795	0.7600450	0.3188372	0.6712596	0.6879363	0.6138025
550	0.3468361	0.3713870	0.3107993	0.1497859	0.6692900	0.6312704	0.3149248	0.7348030	0.6004034	0.7517397
600	0.5128998	0.2966248	0.3801495	0.2323500	0.7649714	0.7584729	0.5206617	0.7325366	0.6265626	0.6515130
650	0.4580749	0.2075746	0.4085122	0.2410532	0.6877549	0.7136540	0.3754236	0.5607173	0.6207439	0.6212736
700	0.5546953	0.2060732	0.4792151	0.2586771	0.8122027	0.6334615	0.4369950	0.7585261	0.5821804	0.6336450
750	0.5165039	0.2165729	0.6337968	0.1986136	0.5736863	0.7915530	0.3635328	0.6837004	0.6636049	0.6895346
800	0.4512577	0.2001981	0.5530676	0.1840511	0.7784358	0.6180542	0.2938297	0.8131662	0.6343457	0.7367700
850	0.5794334	0.2078553	0.5443486	0.2317257	0.7191259	0.7071974	0.3367451	0.7459368	0.5970045	0.5980164
900	0.4723206	0.1849299	0.6079791	0.1925004	0.6499354	0.7328974	0.3207970	0.6840788	0.6418749	0.7019339
950	0.4967260	0.1632209	0.6853949	0.1932866	0.7239979	0.7071700	0.3445525	0.7297948	0.6351019	0.7119260
1000	0.4257906	0.1542262	0.6044552	0.1539222	0.7586735	0.7339207	0.4512247	0.7970937	0.7129471	0.7841559

0	0.5967173	0.2020044	0.7622256	0.1981344	0.6585995	0.7303450	0.4042516	0.7176220	0.7068350	0.6811374
50	0.5188362	0.1532843	0.5547274	0.0682176	0.2310688	0.6467901	0.3506195	0.6835702	0.6529000	0.6754619
100	0.4837165	0.1776735	0.6532966	0.0220361	0.1185521	0.7567659	0.3590083	0.5643851	0.5672313	0.6019908
150	0.4409105	0.2555111	0.7004908	0.0131638	0.0668613	0.8073503	0.3180839	0.8085680	0.7310524	0.5637680
200	0.5016467	0.1750246	0.6566590	0.0076540	0.0666221	0.7072186	0.3309306	0.7832836	0.7416866	0.5789976
250	0.5716295	0.2897941	0.7353451	0.0037902	0.0586883	0.8377391	0.3234143	0.7945665	0.7477401	0.6504927
300	0.4989696	0.2646262	0.6731353	0.0080600	0.0689358	0.6647394	0.4244128	0.5585485	0.7405370	0.8030816
350	0.5082391	0.1974868	0.6895782	0.0039989	0.0387648	0.7168871	0.3299537	0.7467243	0.8506598	0.7724205
400	0.5314115	0.2100317	0.6641151	0.0064693	0.0611306	0.6798029	0.3266450	0.6070675	0.6983315	0.7032244
450	0.6187209	0.2639598	0.7217808	0.0036186	0.0808518	0.6153377	0.3810813	0.6694206	0.7868453	0.6544937
500	0.6151820	0.2480957	0.6469249	0.0120825	0.0384480	0.7462415	0.3757373	0.8807299	0.6565079	0.9106702
550	0.5230818	0.2304410	0.7229021	0.1816551	0.3821049	0.7052171	0.3814107	0.7405072	0.5978784	0.6730344
600	0.5059115	0.1560927	0.6954167	0.1924545	0.6438582	0.7979140	0.2974477	0.6634694	0.6991948	0.7024280
650	0.5081528	0.1816348	0.5676999	0.1729113	0.5954853	0.7324063	0.2724445	0.6944351	0.7127696	0.7419115
700	0.3957698	0.1362361	0.5473202	0.1811315	0.6810739	0.7171484	0.3025973	0.6062370	0.7389738	0.7262002
750	0.4380689	0.1856120	0.6820500	0.1652148	0.7468279	0.6149956	0.3530159	0.6233046	0.6038320	0.7804468
800	0.3648923	0.2378300	0.5527888	0.2363294	0.5949398	0.6758440	0.4345103	0.5229157	0.5298806	0.6265833
850	0.4277160	0.2237536	0.6077126	0.2161345	0.7969951	0.6665734	0.3850736	0.7388804	0.6401582	0.6054602
900	0.4352909	0.2444106	0.6324506	0.2222376	0.7808825	0.6329502	0.3873021	0.6835056	0.7272552	0.8288279
950	0.3785273	0.1970982	0.7417385	0.2262352	0.5750193	0.6359854	0.3532209	0.7175870	0.5835337	0.7033521
1000	0.4156407	0.1570518	0.7570523	0.2582742	0.6407467	0.7272205	0.3472393	0.6664714	0.6786560	0.7541451

0	0.4529916	0.2434128	0.7570406	0.1672890	0.7477524	0.8156875	0.4062525	0.6603883	0.6390294	0.8070469
50	0.3968407	0.2035269	0.5936481	0.1375220	0.7518534	0.8311142	0.2634561	0.8215655	0.6911302	0.7551071
100	0.4626735	0.2683002	0.5353368	0.2378084	0.6622540	0.7212591	0.2321133	0.6766407	0.6983170	0.7095652
150	0.5749277	0.1964117	0.5984967	0.2295933	0.7262608	0.7557862	0.3448965	0.7863948	0.6635358	0.6196722
200	0.4559068	0.2462637	0.5851039	0.1808618	0.8167315	0.8418945	0.2957708	0.7293483	0.7134143	0.6560986
250	0.4934306	0.1630705	0.5549178	0.1874000	0.7818418	0.6548742	0.3974488	0.7837386	0.6989498	0.6589485
300	0.5631014	0.1594936	0.5430752	0.1508417	0.6437294	0.7148820	0.2574768	0.7138312	0.8230627	0.7313566
350	0.5997102	0.1788441	0.5106274	0.1902493	0.7864297	0.6384028	0.3127304	0.7058788	0.7290677	0.6583118
400	0.5534574	0.2126992	0.4448816	0.2897831	0.8432258	0.7009535	0.3737600	0.6617173	0.7147146	0.6889200
450	0.4746166	0.2167716	0.5752263	0.1679399	0.7117972	0.6394938	0.3462390	0.7492392	0.6593766	0.7330600
500	0.6016181	0.1980339	0.6353427	0.1679118	0.7113568	0.6129457	0.2651744	0.8730553	0.7003649	0.7098448
550	0.4040191	0.1636125	0.6102954	0.1934959	0.6382834	0.6858762	0.2972910	0.7023105	0.8305680	0.7229391
600	0.5372324	0.2125060	0.7373617	0.2422902	0.6071953	0.7212773	0.2922369	0.7289130	0.6223028	0.6943987
650	0.5522649	0.1529192	0.7691313	0.1794042	0.6892748	0.6215117	0.3710648	0.7369571	0.6971148	0.6575885
700	0.5233166	0.2096613	0.7279878	0.1913805	0.6807023	0.7794082	0.3443917	0.6214679	0.6656520	0.6798537
750	0.5187692	0.2395531	0.7787785	0.1673986	0.9279263	0.7822909	0.3666520	0.6516872	0.6784139	0.7016291
800	0.4736709	0.2762778	0.4672508	0.1453553	0.9842506	0.7712786	0.3138628	0.8506560	0.5997268	0.6615854
850	0.5682987	0.2052054	0.7093104	0.2025987	0.7081734	0.7565245	0.2604519	0.7087883	0.6848996	0.6392457
900	0.4848250	0.1136991	0.6704842	0.1926269	0.6515184	0.6825456	0.3323660	0.7083075	0.5903185	0.6832989
950	0.4928136	0.1750127	0.6015520	0.1574337	0.8363823	0.6452782	0.3906349	0.7863410	0.5073613	0.6369479
1000	0.5631610	0.1398817	0.7772343	0.2048886	0.6918159	0.7270088	0.4345834	0.6594495	0.5781345	0.7826313

0	0.5408404	0.1717166	0.7161794	0.1486487	0.8410194	0.8778679	0.3866967	0.6147172	0.6015358	0.7267804
50	0.3988327	0.2245399	0.6913293	0.1809118	0.6468752	0.7672883	0.3213637	0.7038510	0.7536115	0.8283496
100	0.3233129	0.1602196	0.6605464	0.2044389	0.5905751	0.6900906	0.3697858	0.6958950	0.7666295	0.6815725
150	0.5047476	0.2080621	0.6987856	0.1728405	0.7242556	0.6328561	0.3986539	0.7088105	0.5355048	0.8243403
200	0.6169868	0.1607424	0.7114640	0.1453493	0.7195457	0.7072183	0.2974192	0.6561709	0.6681802	0.8198962
250	0.4152105	0.2310143	0.6360892	0.2178436	0.5442890	0.6581340	0.3196625	0.7273459	0.6777704	0.7808861
300	0.4906776	0.2299455	0.6454484	0.2326130	0.6260605	0.7471116	0.2696024	0.7426584	0.5357536	0.7884026
350	0.4113472	0.1664753	0.6344205	0.1893730	0.6344254	0.7573711	0.2526651	0.7229360	0.7028814	0.6858678
400	0.3807772	0.1459222	0.7237833	0.2217996	0.6868749	0.7691907	0.3938988	0.7044994	0.5963489	0.7135522
450	0.4499152	0.2019812	0.5851220	0.1792483	0.7038257	0.7917794	0.3626561	0.6664908	0.6328032	0.8698205
500	0.4607891	0.1886994	0.6554757	0.2030155	0.6743296	0.7129875	0.4320917	0.7610993	0.6753996	0.7712419
550	0.5590043	0.2179792	0.6320346	0.1934331	0.6873733	0.8144891	0.3889354	0.8170076	0.7054802	0.7086135
600	0.4641840	0.1639243	0.7540255	0.2027040	0.6561999	0.6845849	0.4142167	0.6750366	0.6189909	0.6640066
650	0.4899007	0.1622642	0.5569779	0.1695577	0.5929438	0.7438778	0.3640070	0.6266358	0.6445151	0.6368152
700	0.5380043	0.1378442	0.7744009	0.1751361	0.7768067	0.7271940	0.3534512	0.6992055	0.5951181	0.6988117
750	0.5273989	0.1507345	0.6713697	0.1789231	0.7203110	0.6826062	0.3452326	0.6857421	0.5210930	0.6578099
800	0.5168726	0.1873891	0.7399961	0.1980549	0.7695471	0.6433672	0.2730582	0.6624266	0.6563815	0.6878132
850	0.5709790	0.2079718	0.6894954	0.1182724	0.7488208	0.7640909	0.3048843	0.6924993	0.6182604	0.7360338
900	0.4409464	0.1942254	0.7387599	0.1916562	0.8159918	0.7464391	0.3025218	0.6570398	0.7101007	0.7848008
950	0.5435694	0.2303396	0.6787088	0.1698610	0.8017781	0.7014203	0.3852385	0.5897252	0.5977439	0.7199581
1000	0.5148261	0.1781268	0.6895873	0.1905387	0.7529800	0.7507714	0.2937797	0.5631842	0.5760453	0.7757189
