"Old"	"New"
G275	YCL024W
G276	YLR130C
G277	YEL047C
G278	YNL002C
G279	YLR294C
G280	YDR081C
G281	YFL002WB
G282	YDL215C
G283	YMR037C
G284	YKR092C
G285	YDL115C
G286	YER062C
G287	YGR004W
G288	YIL135C
G289	YDL048C
G290	YPR108WA
G291	YOR223W
G292	YKL085W
G293	YNL256W
G294	YNL333W
G295	YLR153C
G296	YJL157C
G297	YJL164C
G298	YDR048C
G299	YDR013W
G300	YKR004C
G301	YPR158WB
G302	YAL005C
G303	YIL159W
G304	YIR020C
G305	YJR004C
G306	YPL059W
G307	YHR148W
G308	YLR081W
G309	YCR021C
G310	YOR369C
G311	YBR137W
G312	YJL153C
G313	YHL040C
G314	YKR038C
G315	YCR064C
G316	YNL001W
G317	YJR047C
G318	YKL152C
G319	YOL157C
G320	YBR266C
G321	YOR315W
G322	YPR149W
G323	YOR284W
G324	YPR124W
G325	YGR233C
G326	YOL080C
G327	YKL051W
G328	YMR051C
G329	YPR040W
G330	YOL119C
G331	YPR144C
G332	YDR080W
G333	YOL078W
G334	YJL008C
G335	YKL063C
G336	YMR050C
G337	YIL056W
G338	YBL112C
G339	YKL087C
G340	YOR236W
G341	YMR315W
G342	YLL025W
G343	YOL147C
G344	YLR213C
G345	YPR035W
G346	YKR067W
G347	YNL007C
G348	YBR093C
G349	YKL070W
G350	YOL007C
G351	YDR078C
G352	YGR089W
G353	YPR107C
G354	YKL034W
G355	YFR006W
G356	YCR107W
G357	YOR353C
G358	YDR437W
G359	YJR159W
G360	YNR060W
G361	YMR118C
G362	YGR209C
G363	YJR150C
G364	YHL047C
G365	YMR169C
G366	YLR004C
G367	YDR033W
G368	YLR094C
G369	YHR095W
G370	YBR012C
G371	YER189W
G372	YJL089W
G373	YBR166C
G374	YEL059W
G375	YOL158C
G376	YGL234W
G377	YBL059W
G378	YMR013WA
G379	YLR297W
G380	YNL337W
G381	YDL114W
G382	YER023W
G383	YDL037C
G384	YNL178W
G385	YLR467W
G386	YER108C
G387	YDL245C
G388	YBR071W
G389	YJL219W
G390	YDR472W
G391	YML008C
G392	YGL062W
G393	YDR287W
G394	YNL116W
G395	YOL052CA
G396	YDR132C
G397	YMR193W
G398	YDL236W
G399	YIL015CA
G400	YJR013W
G401	YMR137C
G402	YKL179C
G403	YDR373W
G404	YDL036C
G405	YLR142W
G406	YGR189C
G407	YHR088W
G408	YEL005C
G409	YKR039W
G410	YIL160C
G411	YLL053C
G412	YLL004W
G413	YGR157W
G414	STA2
G415	YLL019C
G416	YCL067C
G417	YLR112W
G418	YIR022W
G419	YDR046C
G420	YAL003W
G421	YNL142W
G422	YER001W
G423	YJL052W
G424	YML102W
G425	YJL030W
G426	YNR044W
G427	YJL221C
G428	YBL074C
G429	YHR194W
G430	YBR293W
G431	YJL214W
G432	YPR198W
G433	YMR182C
G434	YMR319C
G435	YGR190C
G436	YFR057W
G437	YDL180W
G438	YJL198W
G439	YER135C
G440	YLR261C
G441	YLR258W
G442	YLR113W
G443	YBR070C
G444	YGL134W
G445	YJR146W
G446	YHR042W
G447	YHL039W
G448	YIL162W
G449	YOL042W
G450	YKL110C
G451	YPL062W
G452	YMR177W
G453	YGR272C
G454	YCR037C
G455	YCL064C
G456	YLL027W
G457	YKL060C
G458	YLR050C
G459	YER077C
G460	YML115C
G461	YDR286C
G462	YPR179C
G463	YEL010W
G464	YOL084W
G465	YKL118W
G466	YMR134W
G467	YIL014CA
G468	YDR040C
G469	YJR089W
G470	YHL034C
G471	YKR093W
G472	YLR262C
G473	YFL017C
G474	YIL141W
G475	YFL014W
G476	YEL071W
G477	YFL054C
G478	YER068W
G479	YNL338W
G480	YLR031W
G481	YMR172CA
G482	STA1
G483	YIL036W
G484	YDR127W
G485	YIR032C
G486	YNL158W
G487	YDR442W
G488	YFL003C
G489	YJL012C
G490	YDR074W
G491	YPR126C
G492	YER060WA
G493	YHR094C
G494	YJR145C
G495	YLR413W
G496	YDR345C
G497	YDL080C
G498	YKL049C
G499	YOR209C
G500	YDR030C
G501	YMR305C
G502	YPR148C
G503	YLR360W
G504	YPL187W
G505	YNL231C
G506	YOL116W
G507	YLL048C
G508	YHR007C
G509	YIL175W
G510	YBR167C
G511	YEL039C
G512	YKR056W
G513	YDR455C
G514	YHL036W
G515	YLR013W
G516	YER044CA
G517	YGL135W
G518	YJR148W
G519	YML051W
G520	YHL048W
G521	YIL140W
G522	YLL039C
G523	YNL155W
G524	YPR141C
G525	YDR079W
G526	YGR238C
G527	YHR147C
G528	YFL013C
G529	YHR008C
G530	YGR124W
G531	YDR090C
G532	YJL148W
G533	YLR428C
G534	YML007CA
G535	YLR462W
G536	YOR258W
G537	YGR278W
G538	YIL038C
G539	YLR450W
G540	YOR094W
G541	YHR218W
G542	YDR052C
G543	YDR031W
G544	YDR021W
G545	YIR033W
G546	YBR209W
G547	YJL225C
G548	YIL174W
G549	YPL058C
G550	YOL055C
G551	YDR516C
G552	YNL334C
G553	YPL130W
G554	YER045C
G555	YLR452C
G556	YMR122WA
G557	YLR430W
G558	YHR091C
G559	YJL217W
G560	YLR374C
G561	YBL029CA
G562	YOR375C
G563	YOL166C
G564	YEL070W
G565	YEL007W
G566	YDR423C
G567	YGL203C
G568	YCR018CA
G569	YAL037W
G570	YFR011C
G571	YKL101W
G572	YDR520C
G573	YFL063W
G574	YGR040W
G575	YOR143C
G576	YBR085CA
G577	YML103C
G578	YNL336W
G579	YHR178W
G580	YCL026CA
G581	YEL076C
G582	YOR188W
G583	YDL170W
G584	YPL265W
G585	YKR055W
G586	YGR283C
G587	YOL099C
G588	YHR048W
G589	YOL025W
G590	YKR076W
G591	YDL068W
G592	YKL020C
G593	YJL045W
G594	YLR461W
G595	YJL101C
G596	YGR221C
G597	YLR304C
G598	YPL026C
G599	YEL065W
G600	YJR046W
G601	YLR397C
G602	YOL151W
G603	YBR169C
G604	YMR021C
G605	YDR044W
G606	YOL113W
G607	YOL156W
G608	YLL065W
G609	YPR159CA
G610	YAL037CA
G611	YER103W
G612	YLR053C
G613	YDR282C
G614	YPL051W
G615	YDL096C
G616	YDL246C
G617	YML098W
G618	YKL154W
G619	YHR164C
G620	YDR129C
G621	YNL339C
G622	YIR013C
G623	YDL206W
G624	YNL017C
G625	YDR353W
G626	YAL018C
G627	YDR213W
G628	YMR136W
G629	YIL170W
G630	YGR055W
G631	YDR050C
G632	YPL137C
G633	YOR148C
G634	YGR150C
G635	YHR072WA
G636	YMR261C
G637	YDR179C
G638	YJL175W
G639	YDR133C
G640	YNL143C
G641	YDR439W
G642	YKR106W
G643	YHR028C
G644	YGL013C
G645	YOR238W
G646	YKR098C
G647	YBR092C
G648	YCR108C
G649	YDR135C
G650	YPL078C
G651	YLR256W
G652	YCR102C
G653	YGL236C
G654	YMR145C
G655	YJL124C
G656	YLR308W
G657	YEL035C
G658	YDR457W
G659	YEL036C
G660	YEL054C
G661	YNL259C
G662	YIR002C
G663	YJL152W
G664	YDR137W
G665	YLR127C
G666	YDR171W
G667	YKR105C
G668	YAR002W
G669	YHR037W
G670	YNL274C
G671	YDL237W
G672	YGR146C
G673	YNL159C
G674	YOR174W
G675	YCL008C
G676	YLL034C
G677	YGR038CA
G678	YFR012W
G679	YOR208W
G680	YGR024C
G681	YPL060CA
G682	YBR040W
G683	YGR210C
G684	YER053C
G685	YBR087W
G686	YHR055C
G687	YMR038C
G688	YMR283C
G689	YLR199C
G690	YHR086WA
G691	YDL147W
G692	YBR103W
G693	YCR004C
G694	YKL132C
G695	YMR178W
G696	YJL203W
G697	YPL019C
G698	YLR205C
G699	YIL015W
G700	YML132W
G701	STA3
G702	YOL115W
G703	YBR083W
G704	YHR161C
G705	YNR041C
G706	YDR438W
G707	YKL104C
G708	YHR162W
G709	YLR460C
G710	YGL035C
G711	YER074W
G712	YPR160W
G713	YJL210W
G714	YDR494W
G715	YOR032C
G716	YDR232W
G717	YPR038W
G718	YGR248W
G719	YHR005C
G720	YHR163W
G721	YIL066C
G722	YOR064C
G723	YPL070W
G724	YGL117W
G725	YDR415C
G726	YPL141C
G727	YJL189W
G728	YPR169W
G729	YDR354W
G730	YDR510W
G731	YJL056C
G732	YML056C
G733	YKL189W
G734	YOR047C
G735	YNR049C
G736	YEL033W
G737	YDR366C
G738	YIL018W
G739	YHR183W
G740	YEL024W
G741	YGR211W
G742	YBL016W
G743	YBR082C
G744	YPL028W
G745	YER117W
G746	YER073W
G747	YDL154W
G748	YGL193C
G749	YJR050W
G750	YLR456W
G751	YKL079W
G752	YBL017C
G753	YMR164C
G754	YLR097C
G755	YLR074C
G756	YDR098CA
G757	YOR376W
G758	YDR077W
G759	YAL025C
G760	YHR146W
G761	YOR348C
G762	YHL038C
G763	YIR014W
G764	YGR038CB
G765	YOL067C
G766	YMR170C
G767	YNL006W
G768	YDR470C
G769	YDR003W
G770	YDR256C
G771	YLR466W
G772	YPR200C
G773	YDR370C
G774	YJL042W
G775	YCR041W
G776	YER130C
G777	YJR101W
G778	YIL111W
G779	YGR137W
G780	YBR117C
G781	YLR288C
G782	YNL070W
G783	YLR043C
G784	YCR020CA
G785	YKR041W
G786	YER028C
G787	YCL027W
G788	YBR099C
G789	YJL100W
G790	YDR543C
G791	YIL014W
G792	YKR008W
G793	YDL239C
G794	YPR125W
G795	YDR011W
G796	YLR214W
G797	YKL095W
G798	YCL025C
G799	YDR041W
G800	YJR051W
G801	YBR251W
G802	YNL257C
G803	YLR162WA
G804	YDR406W
G805	YDR317W
G806	YKR075C
G807	YIL128W
G808	YPL251W
G809	YDR545W
G810	YDR332W
G811	YCL006C
G812	YGR155W
G813	YHR184W
G814	YBR159W
G815	YDL083C
G816	YOR049C
G817	YIR021WA
G818	YPR121W
G819	YIR027C
G820	YLR005W
G821	YDL094C
G822	YDR007W
G823	YAL060W
G824	YDL034W
G825	YOR173W
G826	YCR040W
G827	YDR266C
G828	YJR007W
G829	YLR128W
G830	YBR012WA
G831	YKL163W
G832	YLL033W
G833	YLR411W
G834	YFL002WA
G835	YCR005C
G836	YBR230C
G837	YJL190C
G838	YKL175W
G839	YOR082C
G840	YPL249CA
G841	YNL037C
G842	YEL034W
G843	YDL192W
G844	YPL061W
G845	YLR464W
G846	YDL151C
G847	YKL052C
G848	YMR239C
G849	YML126C
G850	YGL187C
G851	YAL027W
G852	YNL053W
G853	YBR102C
G854	YPR076W
G855	YFL062W
G856	YJR088C
G857	YBR012WB
G858	YLR257W
G859	YOL105C
G860	YCR025C
G861	YNL027W
G862	YOL114C
G863	YDR484W
G864	YGR018C
G865	YOR096W
G866	YHL027W
G867	YMR042W
G868	YLR410WB
G869	YCR002C
G870	YGR035C
G871	YBL042C
G872	YOL117W
G873	YAR014C
G874	YJL185C
G875	YMR017W
G876	YPL025C
G877	YCR073WA
G878	YLL011W
G879	YPR196W
G880	YNL069C
G881	YKL035W
G882	YBL005W
G883	YGR255C
G884	YLR152C
G885	YKL176C
G886	YMR256C
G887	YML093W
G888	YMR228W
G889	YOL026C
G890	YHR053C
G891	YIL177C
G892	YGL005C
G893	YKR071C
G894	YGL055W
G895	YNL258C
G896	YCR019W
G897	YBR133C
G898	YEL011W
G899	YKR047W
G900	YJL188C
G901	YGL104C
G902	YOL146W
G903	YOR316C
G904	YMR272C
G905	YDR258C
G906	YOR018W
G907	YBR110W
G908	YLR395C
G909	YAL039C
G910	YML028W
G911	YMR220W
G912	YFR002W
G913	YOR129C
G914	YPL202C
G915	YJR048W
G916	YGL194C
G917	YBL113C
G918	YDL174C
G919	YPL214C
G920	YBL045C
G921	YOR368W
G922	YGR256W
G923	YLR052W
G924	YLR354C
G925	YNL283C
G926	YER013W
G927	YCL065W
G928	YEL067C
G929	YML071C
G930	YJL031C
G931	YIL101C
G932	YGL261C
G933	YDR316WB
G934	YPR175W
G935	YIL134W
G936	YBL095W
G937	YNL028W
G938	YBL087C
G939	YJR147W
G940	YKL155C
G941	YBR291C
G942	YLR138W
G943	YOR095C
G944	YAR068W
G945	YLR463C
G946	YDR492W
G947	YPL282C
G948	YFR024C
G949	YFL064C
G950	YMR173WA
G951	YOL125W
G952	YNL129W
G953	YBR281C
G954	YKL224C
G955	YML065W
G956	YCL056C
G957	YOR042W
G958	YOR028C
G959	YML111W
G960	YHR185C
G961	YOR265W
G962	YML052W
G963	YJR135C
G964	YDR138W
G965	YHR160C
G966	YLL024C
G967	YJR003C
G968	YLR192C
G969	YDL032W
G970	YMR072W
G971	YPR016C
G972	YGL032C
G973	YIR021W
G974	YJR061W
G975	YHL012W
G976	YMR240C
G977	YIR038C
G978	YKL026C
G979	YPL018W
G980	YBR183W
G981	YMR135WA
G982	YPL178W
G983	YJL205CA
G984	YPR108W
G985	YDL035C
G986	YJR083C
G987	YDR534C
G988	YDR372C
G989	YKL136W
G990	YNL250W
G991	YLR034C
G992	YEL066W
G993	YHL009C
G994	YDR234W
G995	YNL193W
G996	YHL044W
G997	YPL253C
G998	YPL278C
G999	YPR022C
G1000	YMR014W
G1001	YHR062C
G1002	YGL012W
G1003	YMR031C
G1004	YDR301W
G1005	YML075C
G1006	YJR049C
G1007	YGL047W
G1008	YGR130C
G1009	YKL109W
G1010	YIR034C
G1011	YDL205C
G1012	YPR122W
G1013	YOR212W
G1014	YCL002C
G1015	YJL218W
G1016	YLL010C
G1017	YGL072C
G1018	YNL251C
G1019	YPR191W
G1020	YPL111W
G1021	YBL107C
G1022	YDR066C
G1023	YMR126C
G1024	YGR060W
G1025	YHR115C
G1026	YHR087W
G1027	YMR149W
G1028	YNL254C
G1029	YEL044W
G1030	YJL058C
G1031	YLR377C
G1032	YOL152W
G1033	YJR006W
G1034	YPR186C
G1035	YJL028W
G1036	YLR200W
G1037	YNL156C
G1038	YGR014W
G1039	YPL163C
G1040	YGL166W
G1041	YJR132W
G1042	YOR319W
G1043	YOR086C
G1044	YOL077WA
G1045	YDR529C
G1046	YBR057C
G1047	YML066C
G1048	YJL048C
G1049	YNL097C
G1050	YPL043W
G1051	YKL182W
G1052	YGL097W
G1053	YEL040W
G1054	YBL008W
G1055	YHR029C
G1056	YOR029W
G1057	YBR073W
G1058	YNL130C
G1059	YMR034C
G1060	YGL169W
G1061	YNL194C
G1062	YOR332W
G1063	YEL025C
G1064	YOR233W
G1065	YDL067C
G1066	YNL273W
G1067	YGL006WA
G1068	YLR109W
G1069	YGL010W
G1070	YBL041W
G1071	YKR054C
G1072	YDR453C
G1073	YNR028W
G1074	YBR296C
G1075	YBR072W
G1076	YLR454W
G1077	YOR202W
G1078	YIL129C
G1079	YDR469W
G1080	YOR240W
G1081	YJR149W
G1082	YPR151C
G1083	YPR171W
G1084	YOR227W
G1085	YIL161W
G1086	YKL054C
G1087	YBR109C
G1088	YGR192C
G1089	YPL034W
G1090	YOR050C
G1091	YNL280C
G1092	YOR313C
G1093	YER188CA
G1094	YNR007C
G1095	YBR135W
G1096	YDR099W
G1097	YDR533C
G1098	YDR298C
G1099	YBR015C
G1100	YBR243C
G1101	YJL067W
G1102	YCR073C
G1103	YBR229C
G1104	YKL044W
G1105	YDR377W
G1106	YGL182C
G1107	YNL118C
G1108	YAL017W
G1109	YGR032W
G1110	YPR184W
G1111	YPR060C
G1112	YHR050W
G1113	YDR058C
G1114	YIL155C
G1115	YBR068C
G1116	YEL055C
G1117	YLL064C
G1118	YNL285W
G1119	YKR097W
G1120	YDR450W
G1121	YPR048W
G1122	YMR138W
G1123	YLL006W
G1124	YOR031W
G1125	YER046W
G1126	YNL146CA
G1127	YFL042C
G1128	YLR111W
G1129	YBR295W
G1130	YOL135C
G1131	YHR104W
G1132	YAL064W
G1133	YDL169C
G1134	YJR095W
G1135	YDL148C
G1136	YDR068W
G1137	YPR194C
G1138	YBR286W
G1139	YDR270W
G1140	YBR060C
G1141	YLR296W
G1142	YOL049W
G1143	YGL161C
G1144	YLR285W
G1145	YNL105W
G1146	YDL168W
G1147	YFL043C
G1148	YLL061W
G1149	YGR088W
G1150	YML088W
G1151	YGL260W
G1152	YMR083W
G1153	YDR055W
G1154	YGR154C
G1155	YIR040C
G1156	YER040W
G1157	YDR294C
G1158	YNL284C
G1159	YMR056C
G1160	YNL282W
G1161	YHL041W
G1162	YJR045C
G1163	YKL148C
G1164	YIR030C
G1165	YGL007W
G1166	YPR155C
G1167	YKL010C
G1168	YHR190W
G1169	YLR136C
G1170	YMR163C
G1171	YPR203W
G1172	YDL210W
G1173	YGR120C
G1174	YBR206W
G1175	YFL013WA
G1176	YLR163C
G1177	YCR102WA
G1178	YMR035W
G1179	YKR102W
G1180	YKL086W
G1181	YER038C
G1182	YHR142W
G1183	YKL009W
G1184	YLL058W
G1185	YMR260C
G1186	YGR086C
G1187	YBR158W
G1188	YPL258C
G1189	YEL012W
G1190	YFL020C
G1191	YPR014C
G1192	YNR019W
G1193	YER169W
G1194	YHR116W
G1195	YOR102W
G1196	YOR311C
G1197	YER158C
G1198	YPR109W
G1199	YDR155C
G1200	YLL007C
G1201	YBR090C
G1202	YGL247W
G1203	YBL075C
G1204	YBR018C
G1205	YBL030C
G1206	YML097C
G1207	YCR006C
G1208	YDL155W
G1209	YDR299W
G1210	YNL055C
G1211	YLR141W
G1212	YOR381W
G1213	YDR057W
G1214	YGR010W
G1215	YMR082C
G1216	YDL223C
G1217	YJL059W
G1218	YBR020W
G1219	YKL177W
G1220	YLR309C
G1221	YGL074C
G1222	YDL198C
G1223	YOL059W
G1224	YEL041W
G1225	YIL172C
G1226	YDL173W
G1227	YNR008W
G1228	YDR157W
G1229	YLR237W
G1230	YKL161C
G1231	YGR035WA
G1232	YDR056C
G1233	YJR097W
G1234	YKR103W
G1235	YNL279W
G1236	YGL227W
G1237	YFR024CA
G1238	YDR475C
G1239	YHR156C
G1240	YLR451W
G1241	YMR090W
G1242	YLR140W
G1243	YJR001W
G1244	YPR145W
G1245	YOL133W
G1246	YIR001C
G1247	YOR181W
G1248	YDL161W
G1249	YIL002WA
G1250	YMR202W
G1251	YDR323C
G1252	YLR322W
G1253	YHR033W
G1254	YFL041W
G1255	YER116C
G1256	YAL012W
G1257	YPR158CD
G1258	YFL004W
G1259	YCR008W
G1260	YMR103C
G1261	YPL014W
G1262	YDR154C
G1263	YDR473C
G1264	YKL062W
G1265	YGL230C
G1266	YJL223C
G1267	YBR244W
G1268	YFL065C
G1269	YLR236C
G1270	YMR266W
G1271	YMR282C
G1272	YAR064W
G1273	YGL011C
G1274	YDR278C
G1275	YER171W
G1276	YOR107W
G1277	YFR032C
G1278	YPL075W
G1279	YBR112C
G1280	YGR009C
G1281	YDL126C
G1282	YOR228C
G1283	YNR067C
G1284	YFL007W
G1285	YOR396W
G1286	YNL039W
G1287	YPL241C
G1288	YDL030W
G1289	YML125C
G1290	YOR268C
G1291	YOR367W
G1292	YDL149W
G1293	YDR004W
G1294	YLL066C
G1295	YPL248C
G1296	YDR422C
G1297	YOR178C
G1298	YFR033C
G1299	YLR439W
G1300	YHR193C
G1301	YBL029W
G1302	YIL118W
G1303	YKL001C
G1304	YML055W
G1305	YPL270W
G1306	YBR019C
G1307	YPL218W
G1308	YDR434W
G1309	YPR080W
G1310	YPR009W
G1311	YBR006W
G1312	YBR196C
G1313	YCR022C
G1314	YOR084W
G1315	YBR126C
G1316	YPR063C
G1317	YBR204C
G1318	YPL231W
G1319	YPL123C
G1320	YPL171C
G1321	YPR123C
G1322	YJL006C
G1323	MEL1
G1324	YPR102C
G1325	YCL007C
G1326	YMR201C
G1327	YDR491C
G1328	YJR077C
G1329	YBL108CA
G1330	YML070W
G1331	YHR134W
G1332	YPL217C
G1333	YBR134W
G1334	YOR239W
G1335	YDR292C
G1336	YBL054W
G1337	YIL061C
G1338	YFL012W
G1339	YKL071W
G1340	YGL170C
G1341	YPR103W
G1342	YOL058W
G1343	YFR031CA
G1344	YJL171C
G1345	YDR151C
G1346	YNL300W
G1347	YGR084C
G1348	YCR012W
G1349	YKL142W
G1350	YOR230W
G1351	YJL166W
G1352	YGL192W
G1353	YHR174W
G1354	YML048WA
G1355	YEL053C
G1356	YFL059W
G1357	YBR008C
G1358	YDL164C
G1359	YHL029C
G1360	YJR103W
G1361	YDR284C
G1362	YCR104W
G1363	YIL173W
G1364	YGR281W
G1365	YBR054W
G1366	YAL001C
G1367	YLR256WA
G1368	YBR182C
G1369	YIL100W
G1370	YMR125W
G1371	YKL103C
G1372	YHR145C
G1373	YOR108W
G1374	YLR046C
G1375	YIL050W
G1376	YGL191W
G1377	YPR010C
G1378	YPR140W
G1379	YNL135C
G1380	YDR338C
G1381	YKR046C
G1382	YLR343W
G1383	YNL052W
G1384	YLR368W
G1385	YHR047C
G1386	YJL023C
G1387	YNL103W
G1388	YCL030C
G1389	YNL050C
G1390	YJR044C
G1391	YFL018C
G1392	YNL236W
G1393	YBR118W
G1394	YLR394W
G1395	YBL097W
G1396	YDR285W
G1397	YOR349W
G1398	YJL077C
G1399	YML129C
G1400	YOR115C
G1401	YJR133W
G1402	YNL277WA
G1403	YCR089W
G1404	YLR001C
G1405	YLL020C
G1406	YKR066C
G1407	YHL045W
G1408	YLR277C
G1409	YLR303W
G1410	YLR228C
G1411	YNL145W
G1412	YDR490C
G1413	YOL121C
G1414	YOR330C
G1415	YGR059W
G1416	YLR189C
G1417	YLR175W
G1418	YLR289W
G1419	YMR232W
G1420	YER118C
G1421	YDL128W
G1422	YPR201W
G1423	YIL051C
G1424	YCR031C
G1425	YBR184W
G1426	YDL066W
G1427	YGR011W
G1428	YHR043C
G1429	YKL043W
G1430	YLR044C
G1431	YMR105C
G1432	YBR022W
G1433	YPL170W
G1434	YOR192C
G1435	YNL090W
G1436	YKL019W
G1437	YGR136W
G1438	YNL260C
G1439	YOL079W
G1440	YBR036C
G1441	YAL062W
G1442	YGL259W
G1443	YOL028C
G1444	YPL275W
G1445	YER033C
G1446	YJR152W
G1447	YPL176C
G1448	YHL049C
G1449	YIL045W
G1450	YEL068C
G1451	YPR013C
G1452	YDR065W
G1453	YOR256C
G1454	YBL037W
G1455	YKL164C
G1456	YKL209C
G1457	YLR038C
G1458	YOR394W
G1459	YMR251WA
G1460	YPR174C
G1461	YNR006W
G1462	YGR223C
G1463	YHL024W
G1464	YLR020C
G1465	YDL104C
G1466	YGR102C
G1467	YPL146C
G1468	YDR039C
G1469	YGR171C
G1470	YGR234W
G1471	YBR033W
G1472	YLR179C
G1473	YDR008C
G1474	YPL016W
G1475	YMR320W
G1476	YKR091W
G1477	YOR019W
G1478	YDL129W
G1479	YEL002C
G1480	YMR267W
G1481	YFR007W
G1482	YLR035C
G1483	YNL134C
G1484	YFL060C
G1485	YDR134C
G1486	YOR226C
G1487	YLR389C
G1488	YIL030C
G1489	YCL055W
G1490	YML131W
G1491	YDR277C
G1492	YBR297W
G1493	YGL231C
G1494	YOR316CA
G1495	YLR075W
G1496	YLR206W
G1497	YPR158WA
G1498	YMR316CB
G1499	YLR255C
