G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
0.6596640	0.0904448	0.0824797	0.0000000	0.0000000	0.0185091	0.7114527	0.6873015	0.2056169	0.6383453	0.3666660	0.1671400	0.7544324	0.0356419	0.4683502	0.7631355	0.8203921	0.0027463	0.6493667	0.3545545	0.5547052	0.6832561	0.7221118	0.6623978	0.1921610	0.1319398	0.1039351	0.1587050	0.7161009	0.3195538	0.3106660	0.6025221	0.0694532	0.0487539	0.6387502	0.5356694	0.8140093	0.8592546	0.7196272	0.1860320	0.5069606	0.6528311	0.6683932	0.4352741	0.4660603	0.0047610	0.6686570	0.7777623	0.3282443	0.2282689
0.7105173	0.3113022	0.5029130	0.0000000	0.8422539	0.0263547	0.7161623	0.0623802	0.0290078	0.1554056	0.4011443	0.3461344	0.6897707	0.3393358	0.5204750	0.7549569	0.0000000	0.6468691	0.6686607	0.4086446	0.6486286	0.5739063	0.8220597	0.0324455	0.2111531	0.0889250	0.7517234	0.1935685	0.6596950	0.0116363	0.0219559	0.4569539	0.1216168	0.4301178	0.8846337	0.5218266	0.7342604	0.7515804	0.6882099	0.1864444	0.5902295	0.7262827	0.6436542	0.5494497	0.4393719	0.0180955	0.6769505	0.3344279	0.3325296	0.2107254
0.5470091	0.4150104	0.6195405	0.0000000	0.7547895	0.0021043	0.6547758	0.0921137	0.6598869	0.0748104	0.2941266	0.3814057	0.9611548	0.3413939	0.4790056	0.6719293	0.7354575	0.7913520	0.8058095	0.3614672	0.7421856	0.7099330	0.0000000	0.0353639	0.1967673	0.1119996	0.6063411	0.2302778	0.6077479	0.0295463	0.0417716	0.4593237	0.0647915	0.4801945	0.7904185	0.4384094	0.8217242	0.8000384	0.6714704	0.2238098	0.3707622	0.7051937	0.6316742	0.4756436	0.5001062	0.0074761	0.8252061	0.3778403	0.3997647	0.2508910
0.6278951	0.4708999	0.6684879	0.6562419	0.7509329	0.4029979	0.1073304	0.0750815	0.3156494	0.1093134	0.3371998	0.4664054	0.0000000	0.4439269	0.4709090	0.0619572	0.0000000	0.6428717	0.0748355	0.4791868	0.7543533	0.4105489	0.6859175	0.0339291	0.0320780	0.3283856	0.6749751	0.7251771	0.6822581	0.0330743	0.0256455	0.4779361	0.1140882	0.3445952	0.8398286	0.5576498	0.7237598	0.6610384	0.7342619	0.1671310	0.5795190	0.7812132	0.6648768	0.5412169	0.4245305	0.0054333	0.7218128	0.3753987	0.3732478	0.2726878
0.8418697	0.4992042	0.7124591	0.7142948	0.6353150	0.3988552	0.1480387	0.0506087	0.6998967	0.0857538	0.3638159	0.3932691	0.0000000	0.3818962	0.4122725	0.0283836	0.6580738	0.5744987	0.0792678	0.4563699	0.7797785	0.4543192	0.0000000	0.0646646	0.0089946	0.3536099	0.6831786	0.6431940	0.5892977	0.0254060	0.0258411	0.4481166	0.1065103	0.3737456	0.7864441	0.4628726	0.7084760	0.7865322	0.6378088	0.1830400	0.6706421	0.7963939	0.7257155	0.5641806	0.4172531	0.0044938	0.7903820	0.3373741	0.3316943	0.1899778
0.7505242	0.4300735	0.6226501	0.8294142	0.6887811	0.4321890	0.0995990	0.0548284	0.2921210	0.0594627	0.3914806	0.3527235	0.7160994	0.4542379	0.5437087	0.7267885	0.0001069	0.6573679	0.0665580	0.5610991	0.0000000	0.2872292	0.8173426	0.0648771	0.4723565	0.0706468	0.6484108	0.2023367	0.6254955	0.0128866	0.0087167	0.4367784	0.7077116	0.4548833	0.7517851	0.4779662	0.6396578	0.6425297	0.7561592	0.0486593	0.4745217	0.7849919	0.5796337	0.4058228	0.4278898	0.0122666	0.8174982	0.4056253	0.4432812	0.2565359
0.7748685	0.5245645	0.6140611	0.5789449	0.8241357	0.3674961	0.1677779	0.1392368	0.8382768	0.1057889	0.4341774	0.3811093	0.6119623	0.4816272	0.6595362	0.7396050	0.6344401	0.8085081	0.0703515	0.4761599	0.0000000	0.3541969	0.0000000	0.0249010	0.3942521	0.1139282	0.6318808	0.2219368	0.7104329	0.0254944	0.0292454	0.4924593	0.8670966	0.3455681	0.9183434	0.5042822	0.7054793	0.7893459	0.7481689	0.0207061	0.0389278	0.7516312	0.5993614	0.5076278	0.4738270	0.0239473	0.6448077	0.3316313	0.3861379	0.1674474
0.8099506	0.5166537	0.3121994	0.6906972	0.7147712	0.3864026	0.2204397	0.0366884	0.6570791	0.1216557	0.7420046	0.5573775	0.7927769	0.3535929	0.4455954	0.0837376	0.7434251	0.5006314	0.8581474	0.6311368	0.8694085	0.6718725	0.8673666	0.0260727	0.0090262	0.3481263	0.6128594	0.2274202	0.7482078	0.0514095	0.0604884	0.4041246	0.0685345	0.6111618	0.0000000	0.7112620	0.0314053	0.0196312	0.6646839	0.5894510	0.3099330	0.0000000	0.0094274	0.0277141	0.0146184	0.7460319	0.0091627	0.3246283	0.7124365	0.6559218
0.7393756	0.2590323	0.6102747	0.0000000	0.7136487	0.0162132	0.7007657	0.0658819	0.1934807	0.0435616	0.3458653	0.3422861	0.0000000	0.4319160	0.5803205	0.0444458	0.6568918	0.6700086	0.0727309	0.4260848	0.6867982	0.4678726	0.8035296	0.0957661	0.0134338	0.2473768	0.5895547	0.8356050	0.5954046	0.0213247	0.0274690	0.4747157	0.1021346	0.3585992	0.7565503	0.5694751	0.7081959	0.6357109	0.7370188	0.1221947	0.6191215	0.7598102	0.6557575	0.5981792	0.4504001	0.0080688	0.8238202	0.3674576	0.4606173	0.1784887
0.7026738	0.3130685	0.5341215	0.0000000	0.7638647	0.0127899	0.7466676	0.1070064	0.1750504	0.0517939	0.2873006	0.3758275	0.6584600	0.4255226	0.4597189	0.7436125	0.7434469	0.6913906	0.0547452	0.3799660	0.0000000	0.3874237	0.7258841	0.0879326	0.4297032	0.1070686	0.6300114	0.3170469	0.6315434	0.0101098	0.0320665	0.3917375	0.7427273	0.3556383	0.8989137	0.5210968	0.6231351	0.7135190	0.7880197	0.0081579	0.3611827	0.7870928	0.6232698	0.4586171	0.4266000	0.0124642	0.6438844	0.4047330	0.3349138	0.2154511
0.5170355	0.1819347	0.3340642	0.7802875	0.0000000	0.4544514	0.1558787	0.7223617	0.4716248	0.7271786	0.3342483	0.1529283	0.8027639	0.0384703	0.4552320	0.6981204	0.7307533	0.0121160	0.7401228	0.2850249	0.7221968	0.6038973	0.6757800	0.6416594	0.1712950	0.0886620	0.0987373	0.1513998	0.6640863	0.2687326	0.3895501	0.3238510	0.1218910	0.0694760	0.6729542	0.4318725	0.7659299	0.8207398	0.0000000	0.1701389	0.6353281	0.7550166	0.6075340	0.5785276	0.5085480	0.0249471	0.5811047	0.6418698	0.3887491	0.1644399
0.6858225	0.5332597	0.7036794	0.7722929	0.6719956	0.4040146	0.1554467	0.0596499	0.5098404	0.1090398	0.0096323	0.3135197	0.6755195	0.4621469	0.6636502	0.7012831	0.6098217	0.7008615	0.0770061	0.4736541	0.0000000	0.3769992	0.5863621	0.0000000	0.4205020	0.1642073	0.7316107	0.1958614	0.7046040	0.0135131	0.0337736	0.3820103	0.6859251	0.4053787	0.6760174	0.4583231	0.6744836	0.6744485	0.9359228	0.0104858	0.3042952	0.6533276	0.6300588	0.4671611	0.5100086	0.0165875	0.7696973	0.3523734	0.3701716	0.1485434
0.7027144	0.5167330	0.3486345	0.7598778	0.7336632	0.3475248	0.1604772	0.0743568	0.6655717	0.1008331	0.7032127	0.5994479	0.6693973	0.4893684	0.5534546	0.0339985	0.7058092	0.8612209	0.6709935	0.5123685	0.6897207	0.7448087	0.7160866	0.0000000	0.0143539	0.3585418	0.7567490	0.1991380	0.5005114	0.0169556	0.0247346	0.3672446	0.1034984	0.6712333	0.0000000	0.7893639	0.0285390	0.0160481	0.6593304	0.5628757	0.1878306	0.6828521	0.0028909	0.0300160	0.0238020	0.6283954	0.0120231	0.4164525	0.7416356	0.9128597
