G168	G46	+
G168	G471	+
G168	G366	+
G168	G820	-
G168	G206	+
G168	G1269	+
G168	G1229	+
G168	G227	+
G168	G875	-
G168	G336	+
G168	G328	-
G168	G294	+
G168	G552	-
G168	G550	-
G168	G575	+
G168	G919	+
G168	G1188	+
G168	G818	-
G1492	G1441	+
G1492	G1317	+
G1492	G1174	+
G1492	G836	+
G1492	G1573	+
G1492	G125	-
G1492	G356	-
G1492	G1226	+
G1492	G918	+
G1492	G542	+
G1492	G371	-
G1492	G150	+
G1492	G1236	-
G1492	G1359	-
G1492	G446	+
G1492	G1369	+
G1492	G931	-
G1492	G1101	-
G1492	G1390	+
G1492	G601	+
G1492	G1299	-
G1492	G981	+
G1492	G103	+
G1492	G808	+
G1492	G997	-
G105	G482	+
G105	G414	+
G105	G701	-
G105	G261	+
G105	G7	-
G105	G305	+
G105	G82	+
G105	G442	-
G105	G504	-
G416	G105	-
G416	G822	+
G416	G252	+
G416	G80	+
G416	G261	+
G416	G699	-
G416	G1456	+
G416	G555	+
G416	G1013	+
G416	G504	-
G1502	G510	-
G1502	G224	+
G1502	G263	+
G1502	G808	-
G1502	G997	+
G826	G953	-
G826	G261	+
G826	G1060	+
G826	G1340	-
G826	G82	-
G826	G1145	+
G826	G504	+
G61	G81	+
G61	G826	-
G61	G80	+
G61	G82	-
G61	G1456	-
G88	G482	-
G88	G414	-
G88	G701	+
G88	G105	-
G88	G81	+
G88	G826	-
G88	G252	-
G88	G82	+
G39	G1099	-
G39	G265	+
G39	G510	-
G39	G224	-
G39	G125	+
G39	G356	+
G39	G214	+
G39	G544	-
G39	G58	+
G39	G988	-
G39	G403	-
G39	G117	+
G39	G408	+
G39	G75	-
G39	G108	+
G39	G212	-
G39	G144	-
G39	G1284	-
G39	G197	-
G39	G147	+
G39	G102	+
G39	G66	+
G39	G165	+
G39	G655	+
G39	G17	+
G39	G20	-
G39	G120	+
G39	G135	-
G39	G1219	+
G39	G402	+
G39	G1260	-
G39	G1370	+
G39	G139	+
G39	G103	-
G39	G951	+
G39	G151	-
G39	G563	+
G39	G903	+
G39	G31	+
G39	G491	-
G39	G1497	+
G39	G301	+
G289	G371	-
G289	G150	+
G289	G965	-
G289	G303	+
G289	G410	-
G289	G874	+
G289	G11	+
G289	G380	+
G289	G726	-
G583	G1578	-
G583	G249	+
G583	G338	+
G583	G917	+
G583	G1311	-
G583	G853	+
G583	G692	-
G583	G189	-
G583	G568	+
G583	G896	-
G583	G81	+
G583	G826	-
G583	G775	-
G583	G125	-
G583	G591	+
G583	G44	+
G583	G747	+
G583	G1172	-
G583	G793	+
G583	G620	-
G583	G58	-
G583	G613	-
G583	G143	-
G583	G809	-
G583	G371	+
G583	G150	+
G583	G5	+
G583	G169	-
G583	G558	-
G583	G1239	+
G583	G211	-
G583	G619	-
G583	G101	-
G583	G1390	-
G583	G1081	+
G583	G1179	+
G583	G608	+
G583	G1382	-
G583	G945	+
G583	G268	-
G583	G385	+
G583	G397	+
G583	G36	+
G583	G103	+
G583	G380	-
G583	G479	+
G583	G621	+
G583	G808	+
G583	G997	+
G1545	G1010	+
G280	G71	-
G280	G805	+
G280	G116	+
G280	G342	-
G280	G260	+
G280	G1374	+
G280	G1252	+
G627	G1087	-
G627	G907	-
G627	G814	+
G627	G1014	+
G627	G811	+
G627	G1325	+
G627	G675	-
G627	G869	+
G627	G693	-
G627	G835	+
G627	G1207	+
G627	G1259	+
G627	G1348	-
G627	G79	-
G627	G821	-
G627	G637	+
G627	G58	-
G627	G613	-
G627	G988	-
G627	G403	-
G627	G144	-
G627	G1481	-
G627	G239	+
G627	G791	-
G627	G856	+
G627	G469	+
G627	G203	+
G627	G754	-
G627	G1250	+
G627	G1158	-
G627	G1595	-
G627	G1400	-
G627	G1291	-
G627	G1540	-
G226	G186	-
G226	G561	+
G226	G1301	-
G226	G1205	+
G226	G938	+
G226	G1578	+
G226	G249	-
G226	G338	-
G226	G917	-
G226	G248	-
G226	G568	-
G226	G896	+
G226	G309	+
G226	G652	+
G226	G125	+
G226	G39	+
G226	G356	-
G226	G383	+
G226	G381	-
G226	G285	+
G226	G1208	+
G226	G387	-
G226	G616	+
G226	G468	-
G226	G799	+
G226	G71	+
G226	G758	-
G226	G64	+
G226	G487	-
G226	G790	-
G226	G143	-
G226	G809	+
G226	G565	+
G226	G1053	+
G226	G1029	-
G226	G250	+
G226	G145	-
G226	G277	+
G226	G564	-
G226	G554	+
G226	G1125	+
G226	G1197	-
G226	G1258	-
G226	G5	+
G226	G147	-
G226	G672	+
G226	G66	-
G226	G165	-
G226	G325	-
G226	G526	-
G226	G2	-
G226	G470	+
G226	G1385	+
G226	G588	+
G226	G558	-
G226	G178	-
G226	G100	+
G226	G1488	+
G226	G7	-
G226	G931	-
G226	G1302	-
G226	G228	-
G226	G629	+
G226	G267	-
G226	G1225	+
G226	G622	+
G226	G763	+
G226	G1536	+
G226	G18	-
G226	G304	-
G226	G113	+
G226	G973	+
G226	G817	-
G226	G418	+
G226	G161	+
G226	G977	+
G226	G425	-
G226	G930	+
G226	G532	+
G226	G1344	+
G226	G431	+
G226	G559	-
G226	G1015	+
G226	G389	+
G226	G427	-
G226	G46	+
G226	G259	+
G226	G1134	-
G226	G494	+
G226	G445	-
G226	G939	-
G226	G96	-
G226	G359	-
G226	G1429	+
G226	G1104	-
G226	G1009	+
G226	G450	+
G226	G1179	+
G226	G411	+
G226	G608	+
G226	G33	-
G226	G184	+
G226	G54	+
G226	G755	+
G226	G1495	-
G226	G308	+
G226	G1553	+
G226	G230	+
G226	G279	+
G226	G1141	+
G226	G379	-
G226	G247	-
G226	G495	+
G226	G709	+
G226	G945	+
G226	G268	+
G226	G385	-
G226	G460	+
G226	G76	-
G226	G1490	+
G226	G378	+
G226	G1000	-
G226	G875	+
G226	G1260	-
G226	G628	+
G226	G251	+
G226	G1572	+
G226	G481	+
G226	G950	-
G226	G452	-
G226	G397	+
G226	G848	-
G226	G36	-
G226	G341	+
G226	G434	+
G226	G1475	-
G226	G264	+
G226	G782	-
G226	G1483	+
G226	G1411	+
G226	G1126	+
G226	G384	+
G226	G229	+
G226	G103	-
G226	G86	-
G226	G380	-
G226	G479	+
G226	G621	+
G226	G360	-
G226	G1283	-
G226	G1413	-
G226	G602	-
G226	G607	+
G226	G319	+
G226	G375	+
G226	G127	-
G226	G958	+
G226	G1056	+
G226	G9	+
G226	G734	-
G226	G816	+
G226	G1090	+
G226	G1297	-
G226	G273	+
G226	G232	-
G226	G1247	-
G226	G340	+
G226	G323	-
G226	G1092	+
G226	G321	+
G226	G1042	+
G226	G310	-
G226	G1451	-
G226	G1316	-
G226	G269	+
G226	G491	+
G226	G502	+
G226	G322	-
G226	G1171	+
G827	G988	+
G827	G403	+
G827	G144	+
G827	G856	+
G827	G469	+
G566	G302	-
G566	G1054	-
G566	G1315	+
G566	G580	-
G566	G793	+
G566	G490	-
G566	G396	-
G566	G649	-
G566	G664	+
G566	G1097	+
G566	G1029	+
G566	G250	-
G566	G145	-
G566	G475	-
G566	G1149	+
G566	G362	-
G566	G325	-
G566	G1470	-
G566	G447	-
G566	G313	+
G566	G529	+
G566	G890	-
G566	G686	+
G566	G558	-
G566	G789	+
G566	G595	-
G566	G1390	-
G566	G17	+
G566	G20	-
G566	G1339	+
G566	G1180	+
G566	G339	-
G566	G571	-
G566	G1371	-
G566	G618	-
G566	G940	-
G566	G893	-
G566	G1184	+
G566	G608	+
G566	G1294	+
G566	G260	+
G566	G783	+
G566	G1068	-
G566	G601	+
G566	G750	+
G566	G76	-
G566	G687	-
G566	G636	+
G566	G395	-
G566	G872	+
G566	G330	-
G566	G825	+
G566	G1077	-
G566	G679	-
G566	G1121	-
G116	G121	-
G116	G182	+
G116	G1115	-
G116	G510	+
G116	G224	+
G116	G225	-
G116	G1520	-
G116	G256	+
G116	G45	+
G116	G275	+
G116	G798	+
G116	G568	-
G116	G896	+
G116	G243	-
G116	G61	+
G116	G47	-
G116	G176	+
G116	G166	+
G116	G769	-
G116	G71	+
G116	G419	+
G116	G192	-
G116	G298	+
G116	G118	-
G116	G1136	+
G116	G351	-
G116	G525	-
G116	G756	+
G116	G126	-
G116	G153	+
G116	G252	+
G116	G637	-
G116	G1263	+
G116	G714	+
G116	G253	+
G116	G730	+
G116	G1029	-
G116	G250	-
G116	G145	+
G116	G926	+
G116	G5	-
G116	G630	+
G116	G72	+
G116	G137	-
G116	G240	+
G116	G586	-
G116	G1239	+
G116	G211	+
G116	G1249	-
G116	G1010	-
G116	G208	-
G116	G46	-
G116	G1230	-
G116	G300	+
G116	G412	+
G116	G368	+
G116	G1416	+
G116	G440	+
G116	G472	+
G116	G74	+
G116	G533	+
G116	G557	+
G116	G162	+
G116	G888	-
G116	G158	-
G116	G735	+
G116	G138	+
G116	G1342	+
G116	G951	+
G116	G151	+
G116	G127	-
G116	G306	-
G116	G681	+
G116	G106	+
G116	G1332	+
G116	G584	+
G572	G311	+
G572	G1138	-
G572	G781	-
G572	G1418	-
G786	G1103	+
G786	G568	+
G786	G896	+
G786	G616	+
G786	G564	+
G786	G371	-
G786	G150	-
G786	G96	-
G1156	G1272	-
G1156	G853	-
G1156	G692	+
G1156	G1388	+
G1156	G455	-
G1156	G568	-
G1156	G896	+
G1156	G315	-
G1156	G1426	+
G1156	G1065	+
G1156	G583	+
G1156	G216	+
G1156	G1222	-
G1156	G1172	-
G1156	G282	-
G1156	G500	+
G1156	G543	+
G1156	G468	+
G1156	G799	+
G1156	G758	-
G1156	G531	-
G1156	G35	-
G1156	G1274	-
G1156	G253	+
G1156	G730	+
G1156	G34	-
G1156	G117	-
G1156	G408	-
G1156	G565	+
G1156	G179	-
G1156	G371	-
G1156	G150	-
G1156	G29	-
G1156	G5	-
G1156	G1165	+
G1156	G1527	-
G1156	G169	+
G1156	G1470	-
G1156	G237	-
G1156	G1528	+
G1156	G1359	-
G1156	G508	+
G1156	G1539	-
G1156	G1055	-
G1156	G669	+
G1156	G1300	+
G1156	G429	+
G1156	G228	+
G1156	G92	+
G1156	G819	+
G1156	G101	+
G1156	G1164	-
G1156	G201	+
G1156	G485	-
G1156	G545	-
G1156	G1322	-
G1156	G1386	+
G1156	G187	+
G1156	G87	+
G1156	G532	-
G1156	G198	+
G1156	G175	-
G1156	G518	+
G1156	G1446	+
G1156	G1371	-
G1156	G130	-
G1156	G409	-
G1156	G84	-
G1156	G284	-
G1156	G471	-
G1156	G342	+
G1156	G832	-
G1156	G676	+
G1156	G33	-
G1156	G184	+
G1156	G54	+
G1156	G276	-
G1156	G405	+
G1156	G295	+
G1156	G858	+
G1156	G1299	-
G1156	G875	-
G1156	G397	-
G1156	G421	+
G1156	G640	-
G1156	G1461	-
G1156	G1342	-
G1156	G330	-
G1156	G127	+
G1156	G1195	+
G1156	G1350	-
G1156	G321	+
G1156	G761	-
G1156	G562	-
G1156	G1020	-
G1156	G584	+
G1156	G345	+
G1156	G717	-
G1156	G220	-
G1156	G329	+
G1156	G331	+
G1156	G1244	+
G1156	G1137	+
G554	G810	+
G554	G650	+
G386	G414	+
G386	G186	-
G386	G18	+
G776	G266	+
G776	G1489	+
G776	G956	-
G776	G79	-
G776	G821	+
G776	G500	+
G776	G543	-
G776	G1481	-
G776	G856	+
G776	G469	+
G776	G754	+
G776	G661	+
G776	G1595	-
G1193	G186	-
G1193	G377	-
G1193	G1203	-
G1193	G1471	+
G1193	G1440	+
G1193	G1315	+
G1193	G125	-
G1193	G356	+
G1193	G118	+
G1193	G1136	-
G1193	G1345	-
G1193	G1262	+
G1193	G1199	-
G1193	G1228	-
G1193	G58	-
G1193	G613	+
G1193	G1120	-
G1193	G1263	+
G1193	G863	+
G1193	G374	+
G1193	G270	+
G1193	G926	+
G1193	G144	+
G1193	G1101	-
G1193	G1162	+
G1193	G600	-
G1193	G832	+
G1193	G676	+
G1193	G188	-
G1193	G74	-
G1193	G1299	+
G1193	G103	-
G1193	G1261	+
G1193	G808	+
G1193	G997	-
G29	G1256	-
G29	G121	+
G29	G320	+
G29	G163	+
G29	G568	+
G29	G896	-
G29	G61	+
G29	G671	+
G29	G174	+
G29	G468	+
G29	G799	+
G29	G71	-
G29	G118	+
G29	G1136	-
G29	G351	-
G29	G525	+
G29	G205	-
G29	G122	-
G29	G35	+
G29	G58	+
G29	G805	-
G29	G70	+
G29	G1263	+
G29	G49	-
G29	G572	-
G29	G34	-
G29	G179	-
G29	G516	+
G29	G197	+
G29	G5	+
G29	G32	-
G29	G72	-
G29	G137	-
G29	G209	-
G29	G240	+
G29	G207	+
G29	G1055	-
G29	G1239	-
G29	G211	-
G29	G100	+
G29	G92	-
G29	G101	-
G29	G187	+
G29	G87	+
G29	G713	-
G29	G146	-
G29	G46	-
G29	G471	+
G29	G646	+
G29	G33	+
G29	G184	+
G29	G54	+
G29	G234	+
G29	G440	+
G29	G472	-
G29	G74	-
G29	G617	+
G29	G24	+
G29	G38	+
G29	G695	+
G29	G397	+
G29	G162	-
G29	G888	+
G29	G36	+
G29	G316	-
G29	G278	+
G29	G13	-
G29	G421	-
G29	G640	-
G29	G735	-
G29	G127	+
G29	G123	-
G29	G31	+
G29	G106	+
G29	G1332	-
G644	G1366	-
G644	G668	+
G644	G882	-
G644	G938	+
G644	G1578	+
G644	G249	-
G644	G338	+
G644	G917	+
G644	G1357	+
G644	G682	+
G644	G1046	-
G644	G125	-
G644	G815	-
G644	G691	-
G644	G1135	+
G644	G1216	-
G644	G795	-
G644	G613	-
G644	G810	+
G644	G737	-
G644	G804	-
G644	G768	+
G644	G790	-
G644	G143	+
G644	G809	-
G644	G660	+
G644	G711	+
G644	G1255	-
G644	G745	-
G644	G1093	+
G644	G371	-
G644	G1500	+
G644	G901	+
G644	G677	-
G644	G764	-
G644	G574	-
G644	G1364	-
G644	G1516	-
G644	G975	+
G644	G1448	+
G644	G690	+
G644	G1026	-
G644	G558	+
G644	G1182	-
G644	G1300	+
G644	G429	+
G644	G1249	+
G644	G149	+
G644	G738	-
G644	G807	+
G644	G1078	+
G644	G548	+
G644	G509	+
G644	G774	+
G644	G900	-
G644	G389	+
G644	G1390	-
G644	G694	+
G644	G1456	+
G644	G608	-
G644	G1294	+
G644	G803	+
G644	G503	+
G644	G535	+
G644	G945	+
G644	G845	-
G644	G268	+
G644	G771	+
G644	G385	-
G644	G959	+
G644	G700	-
G644	G976	+
G644	G1583	-
G644	G241	+
G644	G880	+
G644	G1392	+
G644	G661	-
G644	G578	-
G644	G380	+
G644	G479	-
G644	G621	+
G644	G1044	-
G644	G333	+
G644	G326	-
G644	G607	+
G644	G1290	-
G644	G1042	+
G644	G1212	-
G644	G979	+
G644	G697	-
G644	G840	-
G644	G808	-
G644	G997	+
G644	G728	+
G644	G1083	-
G644	G1171	+
G710	G1306	+
G710	G1218	-
G710	G238	-
G710	G98	-
G710	G1315	+
G710	G1102	+
G710	G877	-
G710	G1292	-
G710	G846	+
G710	G616	-
G710	G468	+
G710	G496	-
G710	G64	-
G710	G487	+
G710	G551	+
G710	G992	+
G710	G30	-
G710	G564	-
G710	G477	-
G710	G1428	+
G710	G1001	+
G710	G178	+
G710	G493	-
G710	G448	-
G710	G629	-
G710	G267	+
G710	G1225	+
G710	G431	+
G710	G389	-
G710	G427	-
G710	G359	+
G710	G1009	+
G710	G806	+
G710	G177	-
G710	G57	+
G710	G1430	-
G710	G1031	-
G710	G11	+
G710	G1170	+
G710	G1185	-
G710	G16	-
G710	G607	+
G710	G319	+
G710	G1297	-
G710	G1295	-
G710	G1110	-
G3	G1132	-
G3	G1301	-
G3	G124	+
G3	G41	+
G3	G10	-
G3	G616	-
G3	G758	-
G3	G639	-
G3	G1485	+
G3	G28	-
G3	G64	+
G3	G487	+
G3	G30	+
G3	G75	+
G3	G554	+
G3	G55	+
G3	G50	+
G3	G5	-
G3	G894	-
G3	G140	+
G3	G23	-
G3	G78	+
G3	G219	+
G3	G2	-
G3	G866	+
G3	G141	+
G3	G245	-
G3	G493	-
G3	G369	+
G3	G149	-
G3	G7	-
G3	G228	+
G3	G304	-
G3	G62	+
G3	G363	+
G3	G96	+
G3	G1264	+
G3	G152	+
G3	G1009	-
G3	G806	+
G3	G1119	-
G3	G832	+
G3	G676	+
G3	G295	-
G3	G597	+
G3	G76	+
G3	G11	-
G3	G283	-
G3	G1159	-
G3	G26	+
G3	G628	+
G3	G13	-
G3	G384	-
G3	G505	-
G3	G127	+
G3	G816	-
G3	G1276	+
G3	G85	-
G3	G109	-
G3	G598	+
G3	G451	-
G3	G1598	-
G3	G14	-
G3	G37	-
G3	G155	-
G3	G502	-
G1040	G890	+
G1040	G686	-
G1040	G1124	+
G12	G1306	+
G12	G1218	+
G12	G238	+
G12	G98	+
G12	G1315	-
G12	G189	+
G12	G79	-
G12	G821	-
G12	G387	+
G12	G468	+
G12	G351	+
G12	G525	+
G12	G805	-
G12	G28	-
G12	G496	-
G12	G551	-
G12	G30	+
G12	G564	+
G12	G477	-
G12	G710	+
G12	G1428	+
G12	G178	+
G12	G493	+
G12	G68	+
G12	G448	+
G12	G43	-
G12	G96	-
G12	G1009	+
G12	G806	-
G12	G177	+
G12	G57	-
G12	G1430	-
G12	G1031	+
G12	G67	-
G12	G11	-
G12	G38	-
G12	G16	+
G12	G688	+
G12	G59	+
G12	G69	-
G12	G218	+
G12	G56	+
G12	G1050	+
G12	G1295	-
G1527	G623	+
G1527	G637	-
G1527	G1596	-
G1527	G1249	-
G1527	G1390	-
G1527	G733	+
G1527	G979	-
G1527	G697	-
G1527	G1089	-
G1527	G1319	+
G2	G851	-
G2	G569	+
G2	G377	-
G2	G221	-
G2	G4	+
G2	G685	+
G2	G510	-
G2	G224	-
G2	G125	+
G2	G356	-
G2	G500	+
G2	G543	-
G2	G118	-
G2	G1136	+
G2	G1	-
G2	G773	-
G2	G171	-
G2	G53	-
G2	G112	+
G2	G212	+
G2	G680	+
G2	G90	+
G2	G271	-
G2	G8	-
G2	G635	+
G2	G828	-
G2	G60	-
G2	G6	-
G2	G856	+
G2	G469	+
G2	G17	-
G2	G20	-
G2	G183	-
G2	G120	+
G2	G1504	-
G2	G1234	+
G2	G25	-
G2	G970	+
G2	G1370	-
G2	G466	+
G2	G154	+
G2	G97	+
G2	G99	+
G2	G159	-
G2	G9	-
G2	G173	+
G2	G540	-
G2	G499	-
G2	G104	+
G2	G536	+
G2	G164	-
G2	G15	+
G2	G321	-
G2	G723	+
G2	G119	-
G2	G22	-
G2	G353	-
G2	G984	+
G2	G462	-
G2	G21	-
G2	G83	-
G993	G682	+
G993	G1046	+
G993	G853	-
G993	G692	+
G993	G79	-
G993	G821	-
G993	G1248	+
G993	G1358	-
G993	G436	+
G993	G1007	-
G993	G579	+
G993	G1390	-
G993	G1183	+
G993	G1167	+
G993	G397	+
G993	G1411	+
G993	G1126	+
G993	G1595	-
G866	G186	-
G866	G1301	-
G866	G1075	-
G866	G568	-
G866	G896	-
G866	G309	-
G866	G356	-
G866	G10	-
G866	G387	-
G866	G616	+
G866	G620	+
G866	G639	+
G866	G1485	-
G866	G1274	+
G866	G131	+
G866	G613	-
G866	G1361	-
G866	G1396	+
G866	G28	-
G866	G1543	+
G866	G64	+
G866	G487	-
G866	G1263	-
G866	G564	-
G866	G554	+
G866	G5	+
G866	G2	-
G866	G407	-
G866	G7	-
G866	G228	+
G866	G629	+
G866	G267	+
G866	G1225	+
G866	G304	+
G866	G696	-
G866	G389	+
G866	G427	+
G866	G46	+
G866	G96	-
G866	G84	+
G866	G878	-
G866	G184	+
G866	G54	-
G866	G1553	-
G866	G495	+
G866	G76	+
G866	G875	-
G866	G628	-
G866	G481	+
G866	G950	+
G866	G36	-
G866	G434	-
G866	G1118	-
G866	G360	+
G866	G702	-
G866	G607	+
G866	G319	-
G866	G31	+
G866	G1287	+
G866	G269	+
G866	G1198	-
G114	G682	+
G114	G1115	-
G114	G81	-
G114	G826	-
G114	G775	+
G114	G298	+
G114	G132	+
G114	G153	+
G114	G252	-
G114	G834	-
G114	G281	+
G114	G488	+
G114	G473	-
G114	G560	+
G107	G172	+
G107	G454	-
G107	G824	+
G107	G404	+
G107	G148	+
G107	G287	-
G107	G696	+
G107	G115	+
G107	G36	+
G107	G1480	+
G107	G1142	+
G107	G1092	-
G107	G31	+
G107	G914	-
G579	G160	+
G579	G1563	+
G579	G795	-
G579	G637	+
G579	G716	+
G579	G1157	+
G579	G1224	+
G579	G144	-
G579	G634	+
G579	G240	+
G579	G643	-
G579	G1239	+
G579	G211	+
G579	G704	+
G579	G708	-
G579	G720	-
G579	G739	-
G579	G813	-
G579	G303	-
G579	G410	-
G579	G856	-
G579	G469	-
G579	G1219	+
G579	G402	+
G579	G884	-
G579	G689	-
G579	G1036	+
G579	G924	+
G579	G1530	+
G579	G904	+
G579	G341	+
G579	G1066	+
G579	G670	-
G579	G1043	-
G579	G844	+
G579	G451	-
G579	G1540	+
G579	G971	-
G579	G854	+
G1542	G561	-
G1542	G1301	-
G1542	G1551	-
G1542	G1365	+
G1542	G576	+
G1542	G1187	-
G1542	G603	-
G1542	G1100	-
G1542	G1267	-
G1542	G568	+
G1542	G896	-
G1542	G309	-
G1542	G1313	+
G1542	G1102	+
G1542	G877	-
G1542	G1513	-
G1542	G160	-
G1542	G166	+
G1542	G605	+
G1542	G1262	-
G1542	G1199	-
G1542	G1228	-
G1542	G666	-
G1542	G64	-
G1542	G487	-
G1542	G1072	+
G1542	G1555	-
G1542	G1029	-
G1542	G250	-
G1542	G145	-
G1542	G422	-
G1542	G29	-
G1542	G477	-
G1542	G948	+
G1542	G1237	+
G1542	G1165	+
G1542	G894	-
G1542	G140	+
G1542	G1038	+
G1542	G1186	-
G1542	G1149	+
G1542	G362	-
G1542	G2	+
G1542	G1571	+
G1542	G1375	-
G1542	G1423	+
G1542	G7	-
G1542	G931	-
G1542	G1302	+
G1542	G228	-
G1542	G1536	-
G1542	G201	-
G1542	G1048	+
G1542	G62	-
G1542	G532	-
G1542	G1328	-
G1542	G1541	-
G1542	G518	+
G1542	G881	-
G1542	G1104	+
G1542	G1264	+
G1542	G335	-
G1542	G1180	-
G1542	G339	-
G1542	G1009	+
G1542	G450	+
G1542	G84	-
G1542	G806	-
G1542	G471	-
G1542	G1119	+
G1542	G415	-
G1542	G1405	+
G1542	G1464	-
G1542	G1068	-
G1542	G222	+
G1542	G1128	-
G1542	G417	-
G1542	G442	-
G1542	G344	-
G1542	G796	+
G1542	G858	+
G1542	G441	+
G1542	G279	+
G1542	G1141	+
G1542	G597	+
G1542	G534	-
G1542	G391	-
G1542	G910	+
G1542	G962	-
G1542	G1150	-
G1542	G875	-
G1542	G283	+
G1542	G1159	+
G1542	G26	-
G1542	G628	+
G1542	G654	+
G1542	G481	+
G1542	G950	-
G1542	G1459	-
G1542	G242	-
G1542	G501	+
G1542	G199	-
G1542	G1570	+
G1542	G1548	+
G1542	G1411	-
G1542	G384	-
G1542	G395	-
G1542	G1342	-
G1542	G951	+
G1542	G151	+
G1542	G85	-
G1542	G1554	+
G1542	G679	+
G1542	G1486	+
G1542	G1084	-
G1542	G1092	-
G1542	G321	-
G1542	G761	-
G1542	G1397	+
G1542	G213	-
G1542	G876	+
G1542	G598	+
G1542	G142	+
G1542	G632	-
G1542	G914	-
G1542	G37	+
G1542	G1310	+
G1542	G1451	-
G1542	G1316	-
G1542	G269	-
G1542	G322	-
G1542	G1257	+
G1542	G609	+
G1542	G712	+
G1542	G1564	-
G483	G1087	+
G483	G907	-
G483	G510	+
G483	G224	+
G483	G1103	-
G483	G801	+
G483	G615	-
G483	G1468	+
G483	G118	-
G483	G1136	+
G483	G988	-
G483	G403	-
G483	G371	+
G483	G150	+
G483	G1481	+
G483	G574	+
G483	G514	+
G483	G239	+
G483	G135	+
G483	G1219	+
G483	G402	+
G483	G1506	-
G483	G1370	+
G931	G1256	+
G931	G1301	-
G931	G124	-
G931	G936	-
G931	G248	-
G931	G1046	-
G931	G1057	-
G931	G1368	-
G931	G980	-
G931	G309	+
G931	G125	+
G931	G356	+
G931	G616	-
G931	G758	+
G931	G805	-
G931	G64	-
G931	G487	+
G931	G790	+
G931	G143	-
G931	G809	+
G931	G554	+
G931	G371	-
G931	G150	-
G931	G1175	-
G931	G870	+
