G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
0.7108454	0.6635009	0.6119221	0.6251413	0.6522156	0.3756351	0.2300235	0.0370873	0.4836660	0.1576878	0.3865970	0.5011770	0.6552988	0.3757108	0.4896986	0.6439556	0.7725273	0.5902202	0.5518692	0.3315514	0.8255957	0.6655334	0.6210652	0.0017517	0.2008111	0.0104124	0.7408204	0.2505383	0.7050768	0.0015226	0.3495601	0.5723376	0.0708883	0.4804433	0.7619925	0.5184759	0.8009198	0.6552555	0.5437659	0.1660307	0.4364389	0.6663975	0.7046026	0.6236019	0.5830726	0.0001127	0.6778253	0.3195184	0.2800507	0.2567924
0.6762257	0.5815841	0.6440771	0.7961377	0.7047386	0.3606473	0.0521682	0.0630825	0.1702012	0.0778378	0.2863158	0.1221048	0.5445250	0.3094616	0.4370135	0.6221556	0.6465938	0.5849873	0.6735056	0.2528631	0.7773415	0.7292112	0.6668747	0.0014695	0.1897617	0.1206618	0.7164658	0.1676938	0.6595396	0.0029846	0.0003084	0.5464680	0.0448965	0.3670598	0.7480907	0.3920790	0.6530127	0.7322585	0.6397701	0.3068279	0.3188898	0.6713247	0.5997059	0.5315547	0.4170950	0.0108782	0.6083478	0.4236041	0.3643004	0.1970865
0.6061432	0.5568913	0.7047274	0.7048737	0.8772506	0.3659958	0.1539493	0.0631514	0.6924011	0.1111489	0.1082977	0.6110048	0.7416578	0.4126985	0.6122243	0.8052897	0.3560632	0.7943653	0.5930027	0.2328752	0.6492203	0.6867253	0.7346219	0.0198780	0.2120578	0.0336515	0.5804724	0.2055690	0.7874294	0.0410812	0.0020792	0.5782293	0.0810759	0.4509081	0.8002687	0.4023778	0.7416748	0.9142792	0.5916433	0.3491752	0.4467175	0.5926047	0.6369951	0.5664329	0.4902307	0.0041111	0.7859695	0.3879003	0.2929716	0.2419976
0.7119205	0.5259207	0.5983699	0.7439476	0.7552471	0.4467334	0.1603483	0.0702542	0.2290035	0.0928450	0.3178601	0.5548900	0.7946970	0.3461217	0.5520256	0.7278068	0.7191733	0.7392334	0.7025402	0.4076962	0.3768871	0.5846570	0.6463500	0.0034152	0.2763035	0.0003272	0.6998825	0.1096780	0.5984183	0.0182633	0.0003070	0.3081250	0.2062066	0.6235384	0.8775483	0.4704509	0.7061056	0.7134047	0.5553580	0.2774751	0.4647623	0.6677698	0.6426648	0.4935354	0.5012320	0.0000094	0.5802190	0.4311584	0.4084399	0.1673984
0.6958008	0.5427265	0.6513588	0.6468238	0.6660216	0.3913227	0.0951210	0.0447508	0.5339684	0.1115573	0.2525022	0.4330960	0.6851166	0.3079551	0.5255365	0.7514918	0.8328137	0.6628992	0.7029268	0.2925184	0.8163184	0.6615534	0.7439044	0.0281798	0.2138364	0.0805537	0.6438807	0.1929673	0.5973748	0.0013831	0.2000841	0.3210398	0.0929477	0.5000910	0.6201833	0.5303364	0.7700446	0.8239591	0.7447513	0.2805548	0.4397552	0.6053198	0.5556231	0.4298963	0.4534390	0.0000338	0.6004163	0.2955988	0.2030048	0.2137706
0.6886780	0.6122414	0.7583691	0.6034770	0.6980778	0.6795837	0.1442868	0.0273909	0.4677718	0.0552603	0.3860019	0.3680337	0.7869228	0.4302816	0.5473374	0.5832110	0.6832627	0.7283093	0.6615222	0.4571557	0.6819683	0.7754272	0.7406082	0.0535686	0.1282202	0.1184556	0.4508900	0.2053325	0.6317629	0.0031964	0.0080129	0.4985779	0.0680951	0.1923645	0.4658961	0.2408029	0.6860289	0.7270137	0.6179238	0.1505118	0.5899661	0.5157530	0.5423679	0.1678628	0.4349551	0.0001586	0.5578258	0.3337133	0.5715300	0.0642195
0.8340765	0.3237335	0.7580766	0.8031411	0.2437009	0.4969422	0.0646248	0.2210952	0.4765578	0.8213378	0.2384335	0.1566822	0.5335241	0.2139160	0.5132821	0.7592804	0.7359721	0.7308657	0.6597041	0.3846134	0.6419777	0.5617467	0.4676368	0.2560722	0.1764532	0.0311101	0.1243777	0.3303415	0.6521869	0.3200413	0.4541188	0.2926944	0.1163826	0.0758163	0.5878866	0.4412546	0.6719311	0.7210307	0.6734402	0.1844450	0.2364604	0.7337233	0.5215023	0.5778703	0.5541917	0.0204809	0.6669722	0.3503917	0.3206969	0.1559551
0.4916488	0.6850135	0.5344928	0.6805554	0.8115094	0.4515558	0.0945318	0.0587677	0.4830663	0.0961326	0.3696254	0.5330302	0.6731946	0.4797908	0.3195102	0.6889300	0.5324934	0.8224681	0.7012650	0.2873050	0.7423269	0.6828356	0.6540481	0.0394471	0.1465195	0.0238027	0.5434955	0.2038443	0.4595158	0.0143341	0.0081713	0.1893455	0.0848110	0.4359335	0.6783765	0.1777469	0.8193649	0.6384042	0.4272554	0.2624120	0.3632195	0.4803053	0.6175477	0.5799861	0.5299086	0.0012118	0.7497162	0.3402621	0.2654030	0.3312150
0.8275684	0.4691549	0.6483410	0.6420132	0.7695336	0.4904887	0.1331884	0.0375949	0.6145612	0.0579925	0.3215621	0.3556013	0.7697043	0.4767415	0.7022292	0.5062882	0.6978786	0.7019285	0.8395868	0.2489656	0.6251262	0.7603781	0.6840689	0.0006978	0.3066955	0.0091565	0.7207536	0.2618743	0.7143825	0.0000139	0.3471172	0.4023021	0.0368499	0.4140480	0.8185002	0.2656617	0.5765341	0.7652297	0.7380023	0.1582991	0.6651060	0.5093888	0.5211221	0.5428393	0.4994777	0.0214250	0.8826032	0.1961183	0.3022965	0.3297038
0.6451402	0.3009194	0.8052746	0.6585563	0.9324638	0.3678411	0.1258995	0.0445520	0.6174901	0.0610656	0.3419233	0.6413072	0.7560567	0.4606262	0.4805230	0.6417422	0.4618267	0.6960542	0.7340596	0.2685603	0.7138626	0.7142040	0.7459246	0.0291161	0.3053493	0.1374013	0.7072962	0.1144120	0.7444112	0.1388362	0.0022040	0.4235446	0.1161305	0.2553692	0.6017925	0.5393143	0.7292248	0.5918755	0.7570095	0.1997949	0.5480452	0.6766928	0.6022731	0.3742431	0.4732953	0.0000046	0.8370740	0.3932822	0.2364851	0.2102034
0.6805692	0.2536631	0.8646013	0.6363195	0.6864018	0.3566282	0.0544273	0.0158647	0.5459254	0.0659516	0.2285867	0.1787550	0.6833052	0.4257666	0.4303355	0.7034770	0.7249639	0.6397357	0.7314042	0.1082445	0.7606694	0.6443001	0.4277377	0.0042092	0.1624655	0.1470140	0.6358561	0.1660113	0.7705792	0.2132680	0.0008462	0.4615882	0.0247922	0.3077527	0.8117190	0.2284347	0.7083668	0.7515940	0.6676874	0.2319861	0.3242205	0.6817511	0.5504465	0.5204470	0.3650229	0.0000130	0.6802624	0.2541419	0.3316217	0.1449433
0.7021621	0.3740926	0.6703362	0.5963508	0.7376477	0.5617528	0.0651350	0.0842807	0.6265324	0.0518988	0.4307499	0.6304190	0.8156353	0.3155926	0.4293634	0.7350568	0.2636178	0.7022160	0.7804174	0.3135336	0.9173313	0.6499737	0.6089489	0.0131071	0.3305418	0.1117125	0.7144954	0.0639280	0.6145923	0.0005567	0.0992897	0.3883559	0.0349420	0.3397086	0.4856397	0.5030045	0.6865471	0.7268878	0.6264833	0.4650241	0.6365287	0.7430534	0.6536054	0.4516743	0.4164555	0.0000058	0.7464915	0.3945481	0.5094246	0.2610068
0.7166628	0.4871456	0.5513484	0.6828321	0.5868492	0.3607868	0.1043899	0.1557195	0.4503624	0.3658088	0.2906424	0.1528312	0.6709880	0.3262460	0.5164077	0.5892040	0.7994185	0.7839968	0.7536721	0.4409796	0.4924208	0.4948541	0.6462843	0.0147354	0.1730251	0.1002383	0.7186726	0.1685489	0.6797404	0.3298700	0.0002349	0.6134535	0.0750953	0.2465758	0.7028747	0.5048523	0.5666838	0.6646871	0.5006192	0.6083541	0.2589456	0.6359677	0.7627931	0.6063904	0.4091137	0.0041807	0.7134624	0.3433991	0.3830900	0.2124360
0.6288733	0.4625117	0.5699499	0.7583180	0.6850676	0.3332066	0.1516985	0.0401315	0.2681990	0.1662733	0.2304922	0.4173295	0.6129139	0.3228958	0.5960698	0.6481064	0.5872311	0.7080964	0.7596370	0.3393996	0.7166375	0.6123161	0.7255387	0.0005776	0.2610197	0.0628582	0.7342274	0.1595493	0.6787926	0.0000299	0.0002590	0.4191538	0.0765151	0.3370841	0.7057718	0.5363183	0.7467509	0.7008680	0.7332978	0.1917539	0.5479979	0.7204813	0.6651705	0.4943726	0.4309980	0.0029155	0.7860718	0.3462891	0.3861165	0.0928182
0.6980960	0.1731903	0.5073714	0.5649716	0.8024547	0.2513780	0.2008269	0.0602938	0.6244275	0.0420170	0.4010115	0.6255188	0.5825389	0.5763729	0.4422318	0.7039507	0.6177660	0.6292973	0.6609531	0.3704838	0.6446315	0.6273930	0.6650946	0.0055566	0.3332909	0.0409174	0.6902104	0.0727801	0.6640898	0.1655854	0.0002299	0.2604103	0.0920819	0.3120920	0.6918198	0.4714434	0.7356568	0.7195902	0.5757267	0.1474411	0.5179337	0.6926941	0.7480412	0.4800471	0.4650014	0.0002143	0.7375874	0.4025807	0.3963764	0.2142177
0.6765134	0.4234516	0.6250671	0.7744233	0.7179663	0.3412383	0.1094155	0.0876366	0.5709051	0.1138344	0.3571628	0.3987343	0.6778611	0.5387783	0.5679516	0.5978207	0.7246716	0.7303300	0.7758270	0.2763384	0.6988474	0.6250797	0.6467591	0.0165839	0.3508567	0.1326498	0.7423099	0.1465232	0.6675855	0.1788533	0.1385546	0.2601250	0.0281418	0.7742144	0.7210096	0.5644568	0.7017194	0.6454322	0.7013234	0.2919858	0.7383621	0.6620734	0.6499983	0.6359358	0.5483020	0.0000149	0.5605664	0.3148861	0.3853552	0.2095026
0.7792233	0.3474568	0.5545783	0.5063098	0.6371419	0.3642309	0.2744867	0.0196970	0.4209456	0.2121389	0.0680678	0.5551337	0.6929062	0.3545507	0.4092914	0.6325188	0.6052183	0.6994766	0.6851381	0.2530622	0.5232736	0.5760461	0.7093332	0.0374947	0.2221758	0.0940431	0.7375992	0.1208275	0.6457821	0.1662436	0.0914057	0.3398940	0.1257360	0.2017284	0.7621499	0.3622967	0.5043901	0.7376895	0.7308592	0.0731957	0.5877279	0.5529177	0.7240196	0.7469446	0.4939272	0.0008271	0.7707022	0.3766328	0.3290868	0.2038339
0.6865451	0.2782291	0.5431194	0.6663539	0.6513067	0.4584177	0.1811783	0.0415631	0.6691067	0.0665956	0.1308881	0.6231711	0.6556821	0.4178112	0.5904956	0.6244635	0.6594228	0.7983448	0.8452120	0.3761065	0.7468927	0.8602398	0.6146349	0.0027095	0.1667117	0.1361692	0.7297672	0.1786199	0.7463341	0.0629818	0.1134031	0.5312901	0.0583289	0.3413899	0.4795438	0.5036676	0.6961623	0.7573908	0.7181113	0.3317381	0.5965654	0.7239853	0.5696721	0.3767548	0.3321715	0.0000636	0.5467814	0.2524171	0.3870208	0.2299921
0.6974995	0.4824243	0.6492826	0.6553866	0.5649539	0.4077873	0.1478717	0.0882819	0.6151087	0.2782481	0.0403248	0.0899878	0.6354200	0.3317140	0.4304655	0.6923638	0.6936638	0.7360231	0.6244161	0.4169636	0.7181714	0.7184349	0.7894106	0.0288512	0.2491367	0.1727033	0.6413335	0.2511334	0.5884713	0.1046931	0.0170207	0.4497190	0.0342202	0.1504428	0.7497510	0.3216577	0.6671986	0.7116035	0.6641574	0.1143553	0.8129708	0.6207781	0.6397244	0.3764220	0.3914382	0.0054697	0.6199615	0.4035640	0.1666743	0.2092645
0.7533834	0.6408317	0.6261591	0.6897845	0.7913192	0.3972500	0.1501815	0.0386778	0.5158762	0.0823074	0.2595551	0.2875156	0.8223253	0.3625259	0.4918881	0.7007771	0.6000626	0.7123436	0.6412115	0.3303913	0.6521288	0.8261186	0.6774798	0.0013144	0.1654709	0.1830964	0.6822444	0.1908817	0.6758838	0.0302385	0.0000125	0.5170345	0.0666905	0.4143908	0.7525068	0.4786972	0.6804481	0.7535476	0.8103228	0.1230327	0.6245269	0.6406020	0.5942937	0.5616642	0.5194697	0.0066229	0.7884413	0.4119572	0.2073808	0.1660821
0.4169193	0.4479735	0.5723254	0.7344707	0.6745745	0.4501617	0.1769540	0.0556750	0.8264343	0.0680745	0.2829441	0.1958730	0.7570740	0.4184765	0.3818041	0.6854632	0.7192144	0.6300765	0.7235686	0.1835107	0.8354574	0.7381637	0.7002631	0.0014510	0.4022733	0.0946192	0.8967886	0.1914177	0.7207804	0.0000457	0.0001177	0.3923288	0.0808526	0.2758131	0.8400546	0.4382424	0.6516699	0.7821736	0.4026965	0.0985616	0.6744642	0.5889230	0.6373010	0.6066034	0.5145861	0.0002750	0.7122727	0.2144510	0.3527539	0.2590866
0.7628692	0.5549842	0.6799310	0.8916169	0.6853432	0.5870091	0.1104112	0.0707006	0.4993692	0.1472657	0.1549829	0.5212659	0.6689854	0.3373581	0.5080675	0.6411316	0.6258471	0.7974584	0.7578386	0.1305933	0.6718684	0.6850748	0.5291250	0.0372608	0.1428643	0.0249656	0.4662408	0.0759895	0.7252992	0.2142349	0.2307221	0.4626546	0.0641045	0.3719077	0.6995473	0.1500076	0.6587566	0.6937034	0.6197026	0.2296654	0.4441451	0.3390315	0.5892455	0.4912766	0.4661833	0.0022084	0.7427353	0.3630521	0.2984911	0.3650294
0.6540403	0.2901215	0.6199294	0.3328604	0.4900321	0.5008884	0.3063621	0.0637083	0.5505066	0.3763351	0.3591972	0.2322209	0.7413737	0.4411116	0.4336408	0.6151700	0.7177120	0.7466034	0.6165143	0.2593108	0.6987879	0.7868367	0.8375786	0.0034124	0.1691115	0.0235054	0.7103829	0.1526737	0.6411299	0.0000179	0.0006193	0.6027829	0.0779994	0.3872086	0.6737407	0.1828118	0.6671616	0.5846614	0.4831438	0.4422341	0.5653746	0.7603429	0.5523935	0.5033728	0.5673323	0.0078000	0.7469755	0.5082098	0.2704217	0.2339345
0.8891865	0.4496446	0.5909185	0.5655589	0.7334186	0.3256522	0.2358620	0.0485134	0.3666154	0.0483887	0.3580460	0.0916028	0.4809821	0.4930886	0.6020068	0.7122551	0.6173603	0.7076472	0.6216801	0.2826507	0.7095955	0.5959347	0.8231087	0.0454847	0.1466905	0.2100104	0.6131736	0.2765084	0.5718271	0.1520761	0.0016319	0.5315168	0.0757547	0.2771671	0.7415287	0.3902482	0.8422565	0.5913285	0.6823156	0.1858736	0.5895393	0.5374496	0.6741430	0.5398017	0.4949811	0.0011105	0.7942104	0.2268536	0.4394004	0.3346129
0.3174004	0.6164644	0.5117042	0.6351289	0.7236831	0.3962902	0.1025084	0.0463473	0.3548845	0.0452761	0.5336417	0.1478608	0.7078984	0.4314255	0.2061091	0.7180957	0.5401987	0.5483031	0.6535097	0.4605903	0.7359574	0.5989447	0.6808582	0.0007206	0.1883090	0.1960280	0.7293509	0.1341555	0.5003964	0.0025392	0.0951746	0.3797550	0.0380445	0.3473213	0.5860084	0.1179409	0.7209486	0.7515573	0.6924818	0.4077205	0.6554190	0.5581647	0.5542447	0.2150589	0.3237695	0.0040858	0.7897304	0.2846531	0.6009384	0.1883947
0.6458736	0.5820145	0.5030012	0.7977229	0.5840779	0.3998880	0.0863543	0.0338285	0.6051180	0.1745416	0.4053680	0.0948627	0.7692522	0.2827875	0.5108751	0.7339256	0.6779488	0.8201488	0.7151570	0.3807410	0.6250295	0.5750516	0.7134390	0.0006359	0.2863107	0.0102773	0.6133834	0.0637462	0.5383400	0.0000076	0.0022390	0.1556488	0.0057599	0.2680576	0.6210353	0.5045919	0.6887837	0.6721374	0.7228570	0.1755137	0.5520241	0.6994758	0.6385454	0.2282985	0.2932256	0.0120298	0.7011387	0.3681177	0.5417914	0.1351018
0.6649514	0.1808251	0.5642973	0.7020205	0.5689977	0.5666215	0.1178474	0.1148820	0.5967475	0.1501849	0.3376955	0.4272999	0.5941939	0.4383733	0.5915952	0.4972995	0.6860107	0.6525582	0.8746706	0.2931409	0.7406691	0.6535858	0.8271367	0.0877687	0.3877091	0.2249679	0.6280496	0.2564454	0.6421781	0.0126385	0.0072006	0.1140859	0.1041760	0.2837425	0.7126089	0.2539266	0.6296536	0.8857586	0.5923019	0.2119360	0.6301460	0.4468812	0.5945576	0.4927556	0.4445660	0.0026966	0.7240362	0.2695756	0.4005694	0.3280136
0.6169136	0.4978656	0.6641857	0.6601547	0.5992158	0.3350244	0.0400183	0.0958735	0.6094245	0.0522276	0.4585999	0.4304152	0.7324096	0.4760109	0.2995594	0.7714021	0.6913603	0.6743227	0.7173673	0.3424197	0.7084148	0.6687968	0.7626039	0.0023005	0.5700538	0.0030681	0.5740044	0.2484309	0.7346450	0.1714718	0.0007432	0.2271982	0.0790392	0.2703946	0.6217520	0.5418742	0.6962330	0.7486842	0.6526389	0.2931327	0.3686231	0.7118847	0.6343524	0.4163797	0.4110257	0.0153016	0.6711609	0.4843725	0.3459793	0.1591616
0.5589704	0.3363230	0.5759846	0.4472908	0.3940163	0.3534970	0.1544275	0.0323041	0.2855902	0.4429180	0.1638012	0.3725133	0.2829951	0.3075195	0.4229027	0.7054098	0.6655093	0.6720631	0.7278194	0.3810787	0.6646258	0.7160558	0.7013923	0.0563444	0.1840485	0.1812638	0.4127405	0.2636565	0.5857621	0.1322453	0.0119501	0.5868981	0.0891813	0.2053652	0.6648804	0.5351727	0.6121051	0.6811254	0.7006608	0.1566280	0.5864506	0.7984647	0.5233390	0.3300592	0.4566570	0.0200578	0.6502050	0.4863191	0.6346120	0.1684751
0.6737894	0.4290944	0.6057566	0.6892784	0.6876078	0.3105300	0.0859513	0.0572990	0.4385131	0.0902115	0.3490627	0.2306901	0.6905771	0.4927921	0.4385886	0.5883318	0.6107588	0.7577383	0.6829321	0.1085604	0.6882410	0.6333203	0.5743287	0.0005967	0.3600139	0.0737203	0.4652222	0.2322802	0.6017366	0.1554100	0.0001797	0.4023685	0.1064094	0.3925260	0.7456253	0.3597531	0.6980933	0.7546379	0.7813223	0.5181673	0.5750497	0.6807205	0.5127056	0.4855014	0.5718380	0.0001642	0.6747487	0.3580817	0.2756323	0.2068980
0.7450581	0.6277778	0.6173181	0.8678589	0.5710051	0.5049275	0.1576001	0.0510775	0.6795861	0.4075482	0.3419558	0.1035830	0.6732707	0.2626360	0.5060085	0.7293924	0.8425409	0.6516553	0.6176888	0.3597842	0.6222012	0.5989207	0.4917967	0.0173851	0.3906051	0.1419258	0.5156052	0.3314383	0.6623714	0.1980881	0.0831209	0.4638968	0.0102053	0.2655251	0.6204108	0.3933180	0.6488415	0.8308181	0.7826194	0.2823175	0.4580120	0.4605187	0.5236794	0.4015728	0.3435077	0.0060297	0.7456942	0.4088575	0.2707792	0.4013080
0.8062982	0.4901614	0.5613698	0.5129720	0.7519227	0.4589869	0.1510031	0.1357858	0.4752467	0.1229158	0.3965373	0.3691161	0.6546698	0.3796466	0.5998118	0.7799143	0.7282003	0.6454333	0.6866825	0.2091121	0.7022545	0.6532194	0.7890896	0.0012022	0.1532914	0.0935642	0.7971635	0.1196181	0.7384659	0.1756554	0.0029090	0.1653991	0.0547198	0.1408048	0.6746484	0.3897743	0.7369391	0.7448118	0.4791376	0.1301118	0.5951921	0.7324312	0.6332182	0.5395726	0.4171197	0.0001931	0.7371990	0.4004683	0.1750564	0.2034386
0.9741402	0.3319950	0.5649280	0.5165208	0.6583708	0.3281896	0.2272033	0.2012756	0.2141602	0.2378150	0.3655027	0.2723809	0.7240671	0.5202206	0.4989891	0.6738153	0.6517944	0.7584175	0.6745810	0.2293367	0.6054317	0.6107947	0.4002773	0.0637184	0.2575058	0.1325655	0.5218362	0.2223992	0.6247557	0.0721235	0.1188975	0.5413409	0.0717175	0.2864865	0.6588020	0.2417867	0.6371473	0.7329514	0.6038670	0.2219678	0.2813279	0.3487491	0.7357742	0.5064594	0.5343252	0.0003232	0.6297598	0.1785921	0.3362922	0.3337051
