"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
250	0.2364590	0.1862778	0.3701834	0.6272081	0.2520911	0.2393541	0.4373035	0.2508006	0.6720034	0.8436798
300	0.2613206	0.2736311	0.3931638	0.6353066	0.2909465	0.2904940	0.5050397	0.2867454	0.7741002	0.6167092
350	0.2619456	0.2445582	0.2681902	0.6327182	0.2836623	0.3244334	0.4505233	0.2808832	0.6321892	0.8389262
400	0.1995177	0.2404039	0.4251733	0.5610641	0.2883737	0.2761006	0.4906754	0.2544564	0.6278905	0.6995552
450	0.2560820	0.2286424	0.3649758	0.5527918	0.2107773	0.2627664	0.5376621	0.2807196	0.7216633	0.5104858
500	0.3147101	0.2455540	0.4030695	0.5192119	0.2442903	0.2964899	0.5432738	0.2271468	0.7754056	0.6499562
550	0.6239941	0.1875935	0.4525885	0.5927496	0.3989462	0.5133244	0.6070662	0.4954790	0.6965728	0.6274304
600	0.5769254	0.1700353	0.4264742	0.6384559	0.2356532	0.3457303	0.4545064	0.6844550	0.7781760	0.6125057
650	0.6639191	0.1185308	0.3792904	0.6627703	0.1313223	0.3878033	0.4607629	0.6804473	0.5874149	0.6850834
700	0.6873478	0.0792514	0.3386830	0.5737421	0.2653509	0.3328311	0.5117194	0.5648447	0.8051460	0.7148947
750	0.5711648	0.1102545	0.3948827	0.5905508	0.1628982	0.3724023	0.5540132	0.6732328	0.6418783	0.6500991
800	0.7477152	0.1164629	0.3648922	0.5455736	0.1121523	0.2764845	0.5007327	0.7140011	0.7141131	0.6919159
850	0.7118081	0.1035017	0.4089636	0.5793998	0.1148967	0.2937515	0.5101538	0.7768493	0.6714231	0.7631811
900	0.7760279	0.0859992	0.3530792	0.6573069	0.1032911	0.3650367	0.6492788	0.7855828	0.5914664	0.6913828
950	0.7040607	0.0965928	0.3869813	0.7458850	0.1325440	0.3136832	0.6693982	0.6253089	0.6752526	0.8931126
1000	0.5841271	0.1005853	0.4218494	0.5919050	0.0829104	0.3363913	0.3455659	0.6965657	0.7250315	0.7502053

0	0.7830805	0.1079930	0.4163651	0.7603901	0.1164338	0.2628856	0.5558926	0.6795000	0.6194846	0.7600264
50	0.2875664	0.1045368	0.1580166	0.4951792	0.1406005	0.3704163	0.6025773	0.6917329	0.4756444	0.7986312
100	0.2404467	0.0903625	0.1093210	0.6722534	0.3656787	0.3125209	0.6256451	0.7517105	0.2831570	0.7814376
150	0.1494563	0.1393539	0.1140351	0.6642014	0.4370756	0.3017740	0.7351494	0.6349382	0.2672445	0.5833522
200	0.1679819	0.1522082	0.1641126	0.5817318	0.6411720	0.3055151	0.7565232	0.6221772	0.2480736	0.6396062
250	0.1381019	0.1103060	0.1964719	0.3280657	0.5353385	0.2808632	0.8242806	0.7048566	0.2949212	0.7765324
300	0.1680547	0.1006654	0.2434314	0.4110242	0.5366078	0.3465953	0.7756278	0.7231072	0.4121556	0.6138522
350	0.1620207	0.1265886	0.1986745	0.3782777	0.6615731	0.2867438	0.6504902	0.7955273	0.3318644	0.7090857
400	0.1545359	0.0968111	0.2350858	0.3740754	0.5982621	0.2570129	0.6153173	0.7091542	0.3093782	0.6118980
450	0.1339547	0.1079535	0.1977637	0.4747524	0.5659680	0.3958441	0.5611933	0.5603786	0.2517104	0.5669010
500	0.1137258	0.0950306	0.1727582	0.3478608	0.6386213	0.3278925	0.6284361	0.6521663	0.3390912	0.5776886
550	0.5246362	0.1033727	0.3984614	0.5214104	0.5664013	0.2795737	0.6665525	0.7347063	0.5051026	0.5217153
600	0.7176192	0.1034605	0.4419453	0.6470794	0.3363379	0.3569708	0.6498504	0.6942201	0.6097606	0.7238349
650	0.6553155	0.1329831	0.4223379	0.6507850	0.1797580	0.3026428	0.5346287	0.7198024	0.7102605	0.8031149
700	0.5841963	0.1046888	0.4424782	0.7659230	0.1121979	0.3645412	0.4971973	0.7424290	0.7059175	0.7136331
750	0.7277222	0.0936271	0.3010180	0.5596092	0.1516797	0.3531618	0.4169404	0.6451911	0.6198111	0.7152159
800	0.7677727	0.1561600	0.2911534	0.6934945	0.1185999	0.3506090	0.4932219	0.7117533	0.6047255	0.5944604
850	0.6956830	0.0759499	0.2969721	0.6308209	0.1266224	0.3181408	0.6031533	0.7484878	0.6532517	0.8639737
900	0.7781436	0.1074702	0.3510803	0.5586048	0.1485932	0.2964872	0.5541252	0.7862251	0.8918344	0.6683950
950	0.7465813	0.0726711	0.4805147	0.6982849	0.1311122	0.3248893	0.5500733	0.8055363	0.7439411	0.6587094
1000	0.7382386	0.0579785	0.3826547	0.6441221	0.1858306	0.2891840	0.4531052	0.7213712	0.7415250	0.7798233

0	0.6638460	0.0948267	0.4314212	0.7169418	0.1271059	0.3124945	0.5500966	0.6559807	0.5900073	0.7481787
50	0.8223327	0.0759768	0.3855413	0.6066305	0.1290901	0.2223542	0.2682174	0.3277444	0.8429585	0.6323260
100	0.6144867	0.0920499	0.2618143	0.5986148	0.1071554	0.1030130	0.2288250	0.2619428	0.7217019	0.6316702
150	0.7549556	0.0906029	0.2031962	0.5945655	0.1730621	0.1535525	0.2227470	0.2280679	0.7543313	0.5895822
200	0.7071965	0.1290698	0.2934150	0.6013181	0.1049677	0.1421885	0.1617425	0.2542933	0.6583272	0.5953537
250	0.6498773	0.1538272	0.2543668	0.5256689	0.1126927	0.1997601	0.2413673	0.2666530	0.8962989	0.5799756
300	0.7682758	0.1871984	0.2130587	0.5936293	0.1794675	0.1845373	0.2575569	0.2040705	0.7740750	0.7498770
350	0.6869296	0.1546215	0.2243053	0.4908614	0.1029601	0.1297461	0.1922831	0.2521909	0.7568654	0.5499662
400	0.7451072	0.1259296	0.2583334	0.4963008	0.1082979	0.1510110	0.2160286	0.1943292	0.7790909	0.6021466
450	0.6872070	0.0829419	0.2338197	0.4253435	0.1538516	0.1173963	0.2018003	0.2862088	0.6582295	0.6635772
500	0.6826818	0.1448908	0.2714448	0.5263140	0.0736380	0.1116081	0.2016656	0.2298491	0.9373932	0.7627527
550	0.6437443	0.1980672	0.3290663	0.5939618	0.1460925	0.3366903	0.6023460	0.5416850	0.7865005	0.7056024
600	0.5823247	0.2071745	0.4376406	0.6943278	0.2090554	0.3386361	0.6213936	0.7728215	0.6075856	0.6209036
650	0.7784753	0.1133272	0.5052229	0.6485700	0.1221207	0.3770926	0.5195951	0.7625778	0.6437342	0.7182059
700	0.6138780	0.0822272	0.3235489	0.7406810	0.1140890	0.3500173	0.4713023	0.7802278	0.6395365	0.6262703
750	0.8294286	0.0653764	0.3637226	0.6783885	0.2265498	0.4191933	0.3823322	1.0000000	0.7296570	0.6822935
800	0.6805185	0.1134004	0.3061230	0.7651945	0.1080499	0.3070234	0.5249989	0.5809043	0.6568430	0.7635308
850	0.6927997	0.0736017	0.4767957	0.6632771	0.1063081	0.3356717	0.5168314	0.7827030	0.7469877	0.6002308
900	0.6803190	0.0877237	0.3828240	0.6631698	0.1301916	0.3465692	0.5961744	0.7077915	0.7455884	0.6558185
950	0.7992192	0.0806808	0.3551940	0.6601484	0.1426183	0.3088536	0.5425191	0.6695272	0.6779357	0.6838757
1000	0.6743612	0.0739787	0.2974009	0.7528694	0.1654274	0.2950175	0.5573591	0.6314779	0.6893193	0.6113568

0	0.7278924	0.1229373	0.3484330	0.6099717	0.1104980	0.3321269	0.5151538	0.6575079	0.5538676	0.7854304
50	0.7553253	0.1228255	0.3868428	0.5618385	0.1441463	0.3493436	0.4122570	0.6671266	0.8451281	0.6702237
100	0.8496499	0.1106932	0.3875130	0.7078745	0.1892831	0.3529656	0.4390567	0.6151779	0.5851094	0.7222226
150	0.7229626	0.0820149	0.3049213	0.5637139	0.1137745	0.3092791	0.4705448	0.6269267	0.6132758	0.6988277
200	0.8334014	0.0855090	0.3954442	0.5784757	0.1178696	0.3906921	0.6297833	0.5644613	0.7197905	0.6338075
250	0.8319746	0.0745378	0.4133154	0.7782287	0.1534424	0.3679856	0.6441983	0.6357202	0.7892917	0.7127214
300	0.6824727	0.1001345	0.3808226	0.6305001	0.1261126	0.3567895	0.5213770	0.7237870	0.7308417	0.7474032
350	0.6375683	0.1066563	0.3615477	0.5931117	0.1259156	0.2818226	0.4927016	0.6893779	0.6865266	0.7607339
400	0.6447192	0.0844925	0.4082445	0.5919845	0.1346902	0.2392603	0.4101984	0.6398877	0.8670514	0.6526899
450	0.5741603	0.1407834	0.3025388	0.6163370	0.1629804	0.3562347	0.4338104	0.6971205	0.6407637	0.8759074
500	0.7457080	0.1281430	0.3267659	0.6693996	0.1320130	0.3059376	0.5599488	0.7487713	0.6891737	0.7040911
550	0.9279141	0.0756394	0.3601716	0.7006234	0.1287286	0.2708798	0.5605862	0.7140743	0.6599045	0.6299802
600	0.8237702	0.0857923	0.4105723	0.6653137	0.1357762	0.2840735	0.5284400	0.6125148	0.7316009	0.7109873
650	0.8149114	0.1435575	0.3320466	0.6401157	0.0731809	0.3272807	0.4898089	0.7910890	0.6279853	0.6923117
700	0.7172366	0.1168787	0.3061842	0.5959334	0.1091680	0.3277691	0.4401169	0.6366547	0.6447797	0.7788903
750	0.6954018	0.0915930	0.4388444	0.5918348	0.0715283	0.3015104	0.3709361	0.8005815	0.6099549	0.7102652
800	0.6707694	0.0982135	0.3941447	0.7513739	0.1022093	0.3360792	0.4907854	0.6273946	0.7917355	0.7174737
850	0.6708515	0.1155239	0.3300125	0.5716421	0.1402858	0.3295606	0.4891653	0.8077184	0.6925734	0.7680365
900	0.6115693	0.0932115	0.3253558	0.7501544	0.1313847	0.3884626	0.4558164	0.6835154	0.6810631	0.5961491
950	0.6130555	0.1500599	0.3867521	0.6861176	0.0975841	0.2326037	0.4687518	0.6781906	0.6822076	0.5979671
1000	0.7152166	0.0663958	0.3933828	0.6455540	0.0901890	0.2767724	0.6436442	0.6172962	0.6219675	0.7547324

0	0.7289098	0.0915402	0.4399381	0.7225879	0.1692122	0.4143225	0.5176027	0.7882663	0.6651505	0.7284967
50	0.5424012	0.1283248	0.4047321	0.6073352	0.1653025	0.3012313	0.4051249	0.5951626	0.3646197	0.7537513
100	0.3837059	0.1951257	0.3220131	0.6536101	0.1655043	0.3281783	0.4195447	0.5084503	0.1963294	0.6565909
150	0.3394901	0.1437209	0.2997233	0.6671740	0.2132139	0.3401492	0.4975934	0.6012674	0.1289864	0.6640837
200	0.3692815	0.1548162	0.3356798	0.7188464	0.3018080	0.3570400	0.5253257	0.4667298	0.1126642	0.5855618
250	0.3513206	0.1255410	0.3807979	0.6774688	0.3793059	0.3501605	0.5459772	0.4217870	0.0990986	0.6272930
300	0.4490968	0.1638164	0.4393946	0.7502803	0.2923621	0.4038972	0.3988927	0.5203077	0.0611733	0.5918995
350	0.4409274	0.1671686	0.3209383	0.5983149	0.3649349	0.4022592	0.3823827	0.5327933	0.0757190	0.4521817
400	0.4475486	0.1718623	0.2970330	0.7686652	0.2964000	0.4046743	0.4805274	0.5733903	0.0832241	0.4009527
450	0.3730408	0.1545993	0.2816104	0.5722658	0.2866993	0.3549243	0.6374498	0.5214445	0.0891749	0.3344072
500	0.4151525	0.0907863	0.2893376	0.6454065	0.2985059	0.3493214	0.6881825	0.4852344	0.0656827	0.4786608
550	0.7879926	0.1805570	0.4061504	0.4897366	0.2631996	0.3614442	0.6374023	0.5945463	0.3562066	0.3330156
600	0.6770944	0.1133065	0.3291604	0.6462495	0.1368494	0.3599884	0.6584906	0.8651731	0.6610677	0.5952111
650	0.6662465	0.0899580	0.4074181	0.7572297	0.1196881	0.3042295	0.5346986	0.7154800	0.6704265	0.6767327
700	0.6870435	0.0968931	0.3362278	0.6060389	0.1032880	0.3227369	0.5480667	0.7138507	0.7702043	0.7000653
750	0.7713467	0.1022459	0.4339262	0.7323281	0.0827246	0.3309384	0.4836634	0.6393308	0.6958699	0.7497416
800	0.7091323	0.1163248	0.3744435	0.6537419	0.0724279	0.3998748	0.4666976	0.6601772	0.7705824	0.7171120
850	0.7619671	0.1644048	0.3504971	0.6291594	0.1223168	0.2974882	0.5634115	0.7719653	0.6006872	0.7133726
900	0.6986252	0.0649716	0.3730935	0.6216512	0.1112239	0.3784117	0.3905593	0.8037150	0.7296218	0.8906316
950	0.7379133	0.0666769	0.4143861	0.6322513	0.0860091	0.3163434	0.3603063	0.7398507	0.6420523	0.6875988
1000	0.7217491	0.0783264	0.3636849	0.6815877	0.1823455	0.4127083	0.4519111	0.7088578	0.8416952	0.6521891

0	0.7417470	0.0932491	0.3931530	0.7673228	0.1991209	0.2839711	0.5747365	0.7010238	0.6445051	0.8337491
50	0.6065555	0.0705383	0.3970589	0.6740795	0.0998591	0.2909680	0.3963121	0.6630563	0.8658801	0.6610878
100	0.6426456	0.1250322	0.2766712	0.7579538	0.1301946	0.2889307	0.4288482	0.6151963	0.7888458	0.6953354
150	0.7752939	0.1017121	0.3392669	0.7661739	0.1325022	0.2289382	0.5265155	0.6903188	0.7447332	0.7129730
200	0.7316490	0.0729698	0.3929829	0.6932925	0.1313117	0.2525128	0.4464365	0.7699650	0.7692403	0.6688709
250	0.5828241	0.0957161	0.3589560	0.8034892	0.1482016	0.2220009	0.4023597	0.6722158	0.7124889	0.7067929
300	0.6703120	0.0917295	0.3910868	0.5889633	0.0824088	0.2863313	0.4279068	0.6585289	0.6444781	0.7851229
350	0.7687268	0.1206547	0.3187950	0.7909211	0.1072937	0.2921051	0.4790474	0.7216808	0.6574142	0.6737887
400	0.6717632	0.0527846	0.2649111	0.6084864	0.0844706	0.2908102	0.5728487	0.7294000	0.7576700	0.7847432
450	0.7802476	0.0804723	0.3397367	0.6927372	0.0841455	0.2345740	0.4721115	0.6557267	0.7145131	0.7291800
500	0.6406169	0.0919669	0.3404943	0.6092996	0.1057541	0.1872054	0.5922145	0.7800460	0.6941724	0.7387955
550	0.7523177	0.0626554	0.1824986	0.6983774	0.1176459	0.3055743	0.4827563	0.6159842	0.7323214	0.6572495
600	0.6543485	0.1124133	0.2908451	0.5228489	0.1767455	0.3221770	0.6045089	0.6528611	0.7545308	0.7731622
650	0.6555413	0.0680571	0.4603073	0.5875629	0.1110769	0.3853659	0.4947313	0.6523847	0.7452759	0.7310234
700	0.7302730	0.0766817	0.3754228	0.6409571	0.1481332	0.2960059	0.4102605	0.6481823	0.5884175	0.7678520
750	0.7290064	0.1114972	0.3487231	0.7701052	0.1118965	0.3458091	0.5463602	0.7235527	0.6939467	0.6847267
800	0.6800010	0.0841783	0.3161974	0.8415910	0.1109512	0.3300419	0.5656101	0.6130856	0.7468195	0.6195794
850	0.5739357	0.0531624	0.3609966	0.6867515	0.1493999	0.3446063	0.5315675	0.7800842	0.7378258	0.6514406
900	0.7261507	0.0775066	0.3474500	0.7663223	0.1147436	0.3376177	0.5035626	0.6677816	0.7445125	0.6858522
950	0.6617317	0.1024644	0.4866598	0.6569691	0.2027517	0.2886970	0.4047430	0.6632996	0.6999671	0.6396596
1000	0.7844126	0.0867023	0.4372207	0.6972362	0.1063566	0.3078205	0.3991990	0.8264973	0.7789206	0.6668161

0	0.6905025	0.1286631	0.4584721	0.7089314	0.1781869	0.2975514	0.6229814	0.6728259	0.6098861	0.7830669
50	0.7437939	0.1557840	0.2949770	0.7618179	0.1560171	0.2932115	0.2569924	0.7238140	0.8405857	0.6566804
100	0.6361529	0.0638547	0.1862658	0.7894077	0.1344135	0.2180704	0.2100527	0.6341703	0.7163485	0.7303759
150	0.7347320	0.0692881	0.1766363	0.7615651	0.1141847	0.3086771	0.1878296	0.6566350	0.6317955	0.6121819
200	0.6575215	0.0999408	0.1067299	0.8261451	0.1498910	0.2208323	0.2621414	0.6341539	0.7770002	0.5895972
250	0.7174784	0.0725538	0.1866576	0.7378728	0.1325153	0.3286921	0.3224735	0.7982280	0.7180451	0.7187247
300	0.6819254	0.0929134	0.1523778	0.6944006	0.1757034	0.2856070	0.2113029	0.7163037	0.7131865	0.6947461
350	0.6549082	0.1520908	0.1790015	0.6149766	0.1007604	0.3327200	0.1991904	0.7467898	0.6395539	0.5606789
400	0.5494960	0.1098471	0.1382077	0.6406161	0.1109096	0.3039684	0.2145581	0.7228038	0.6879584	0.7730515
450	0.7065081	0.0914804	0.2255424	0.6579473	0.1575303	0.2733742	0.2643621	0.7641134	0.6568777	0.9284675
500	0.5801765	0.0955371	0.2278198	0.7004708	0.1556152	0.3425096	0.1595825	0.6969429	0.6406630	0.7381190
550	0.6078693	0.1059196	0.1966380	0.5980222	0.1225449	0.2737771	0.5056521	0.6418907	0.7149443	0.8656752
600	0.7683476	0.1197527	0.3424222	0.6782262	0.1322062	0.2636932	0.5561352	0.6482927	0.7294359	0.7337166
650	0.6113686	0.0916867	0.4410325	0.7332636	0.1267248	0.3796373	0.6961936	0.6966036	0.8167057	0.6524252
700	0.5594512	0.0940348	0.3951087	0.7086021	0.1072271	0.3750338	0.3684572	0.6688373	0.7689924	0.7423110
750	0.7168853	0.0900160	0.3870798	0.7306570	0.1390329	0.3531269	0.4606027	0.8170470	0.7570396	0.7977461
800	0.5858480	0.1241019	0.2648725	0.6904552	0.0877717	0.3033131	0.4780363	0.6751478	0.8413960	0.7588192
850	0.6238176	0.0756982	0.3235866	0.6768948	0.1475089	0.4728439	0.5773186	0.7336296	0.6310985	0.6974148
900	0.8350173	0.0909533	0.3850149	0.7019323	0.1432402	0.3666062	0.5943825	0.7727653	0.6878731	0.8057726
950	0.7119343	0.1254769	0.5048426	0.6565097	0.0965065	0.2940345	0.5605538	0.6640859	0.6260158	0.6727744
1000	0.7028996	0.1386868	0.3434385	0.5513003	0.1253910	0.2912578	0.5200415	0.6859289	0.6803183	0.8214173

0	0.7214219	0.0791077	0.4684815	0.7441686	0.1379653	0.4302055	0.5589468	0.6958680	0.7256540	0.7605099
50	0.9063685	0.1636535	0.3902447	0.6638151	0.0799077	0.2032927	0.5579105	0.2769488	0.6497447	0.7906377
100	0.7022264	0.1914313	0.3553252	0.8366925	0.0834632	0.1949402	0.5180908	0.1777691	0.7120377	0.7766030
150	0.7600549	0.2099015	0.3907802	0.7630056	0.1096743	0.2751935	0.5770098	0.0812221	0.5991338	0.6253702
200	0.7312691	0.2471662	0.3463824	0.6549257	0.1235966	0.3168083	0.4331662	0.0921972	0.7353970	0.6884906
250	0.6532268	0.2603701	0.3019879	0.6129028	0.1326747	0.3522045	0.5555877	0.1215447	0.7784535	0.6526005
300	0.7607269	0.2542664	0.2951049	0.7191471	0.2119555	0.2622873	0.6885496	0.1806254	0.7785756	0.7551701
350	0.8395869	0.2169670	0.4339423	0.7387167	0.1310330	0.2605287	0.5991873	0.1066220	0.6685218	0.7610105
400	0.7168994	0.2198604	0.4310113	0.7013864	0.1160833	0.3690993	0.5564289	0.1029894	0.6235083	0.8475907
450	0.6383799	0.2659576	0.4409344	0.8564856	0.1025321	0.3434699	0.4447592	0.1048673	0.5736357	0.7398831
500	0.7559080	0.3310714	0.3575074	0.7566505	0.0739643	0.3206504	0.4103306	0.0629041	0.6398565	0.7557175
550	0.6762065	0.2846856	0.3511910	0.8186620	0.1988848	0.5184296	0.4624422	0.4676256	0.6271944	0.6448449
600	0.8468285	0.1358689	0.3015624	0.5470508	0.1011925	0.4749004	0.6056510	0.5776008	0.6997668	0.6590084
650	0.8980874	0.0848588	0.3893728	0.5373551	0.1354788	0.4815481	0.6680701	0.7489510	0.7463626	0.6660499
700	0.7725594	0.1090438	0.4104004	0.5657618	0.0884876	0.3278827	0.6469979	0.8347567	0.6512197	0.6862157
750	0.7146675	0.1076070	0.3045030	0.7471263	0.1371908	0.3755443	0.6113597	0.7077097	0.7247844	0.7076366
800	0.5609025	0.1208678	0.3064854	0.6203468	0.1483362	0.3130281	0.5677263	0.7432840	0.7850111	0.7930582
850	0.6424435	0.1064840	0.3626185	0.6514965	0.1011387	0.3067113	0.6645002	0.5616046	0.7224589	0.7293654
900	0.7829661	0.1487315	0.4300701	0.5993079	0.1188941	0.3643727	0.5522589	0.6333049	0.6657559	0.6668637
950	0.8407112	0.1044676	0.4560946	0.5898194	0.1041981	0.3804695	0.6453527	0.7640135	0.6694866	0.6690220
1000	0.6855804	0.1258471	0.4377166	0.6003679	0.1586975	0.3078348	0.5132686	0.6120526	0.7798058	0.7072398
